Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,41,James Houghton,UNLIMITED - FWD,1:24.151,Integra
2,5,Luke McGrew,TRACK MODIFIED - RWD,1:29.109,Viper
3,199,Erin Sanford,TRACK MODIFIED - RWD,1:29.145,240sx
4,30,Jeremy Swenson,TRACK MODIFIED - RWD,1:29.435,Corvette ZR1
5,204,Dai Yoshihara,UNLIMITED - RWD,1:30.277,86
6,305,Henrique Cisneros,UNLIMITED - RWD,1:31.618,Ferrari
7,222,Kevin Wesley,UNLIMITED - RWD,1:31.830,Challenger
8,40,Chris Boersma,TRACK MODIFIED - FWD,1:32.232,Civic
9,188,Dwight Kelly,UNLIMITED - RWD,1:33.061,M3
10,182,Reubin Felkey,TRACK MODIFIED - AWD,1:33.084,GTR
11,303,Eric Fleming,TRACK MODIFIED - RWD,1:33.993,Corvette Z06
12,35,Jason Guzman,TRACK MODIFIED - AWD,1:34.171,GT-R
13,101,Thruxton Booth,TRACK MODIFIED - FWD,1:34.275,civic
14,49,Hunter Harris,UNLIMITED - RWD,1:34.384,Exige
15,142,Patrick Male,TRACK MODIFIED - RWD,1:34.764,Corvette Z06
16,333,Christopher Tuttell,STREET MODIFIED - AWD,1:34.912,Evo RS
17,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,1:35.168,M3
18,314,Michael Puglisi,TRACK MODIFIED - AWD,1:35.766,Evolution
19,51,Joshua Orr,STREET - RWD,1:37.341,corvette
20,183,Alex Gallardo,TRACK MODIFIED - RWD,1:38.037,350Z
21,3,Ron Spear,STREET - RWD,1:38.089,Mustang GT
22,160,Nick Wehe,TRACK MODIFIED - RWD,1:38.167,S14
23,175,Brian Tyson,STREET MODIFIED - RWD,1:38.332,Camaro SS
24,412,Sally McNulty,STREET MODIFIED - AWD,1:38.347,WRX
25,22,Jeremy Boysen,TRACK MODIFIED - AWD,1:38.796,WRX
26,55,Charles Miller,STREET - AWD,1:38.892,Evo IX
27,46,Nikolai Delov,STREET MODIFIED - RWD,1:39.336,M3-C
28,969,Shane Mitchell,STREET MODIFIED - AWD,1:39.661,Evo
29,23,Shawn Krebsbach,STREET MODIFIED - AWD,1:40.006,Lancer evolution 9
30,179,Derek Boyd,UNLIMITED - AWD,1:40.069,Evo 10
31,70,Eric DeWitt,STREET - AWD,1:40.082,STI
32,526,Nicholas Kilduff,STREET - RWD,1:40.100,Mustang
33,34,austin hertel,STREET - RWD,1:40.248,370z
34,190,Yo Keutla,TRACK MODIFIED - RWD,1:40.260,911
35,196,Mike Osborn,TRACK MODIFIED - AWD,1:40.307,GTR
36,69,Michael Pagano,STREET MODIFIED - RWD,1:40.320,330Ci
37,850,Brian Namniek,TRACK MODIFIED - RWD,1:40.488,M3
38,123,Christopher Bickford,STREET - RWD,1:40.631,Corvette
39,133,Frederick Harris,TRACK MODIFIED - RWD,1:40.715,Corvette
40,113,Justin Lowhorn,STREET MODIFIED - AWD,1:41.127,Evolution
41,79,CHRISTIAN Colon,STREET - RWD,1:41.294,MUSTANG
42,130,Brian Leazenby,STREET MODIFIED - RWD,1:41.345,Mustang
43,197,Kendall Samuel,UNLIMITED - AWD,1:41.462,Impreza
44,28,Peter Zhang,STREET MODIFIED - AWD,1:42.034,WRX
45,115,Darius Zajac,TRACK MODIFIED - RWD,1:42.122,Corvette
46,169,Angel Roman,STREET MODIFIED - AWD,1:42.250,WRX STI
47,165,Chinchi Chiang,STREET MODIFIED - FWD,1:42.376,Civic Type-R
48,178,Jonathan Baker,TRACK MODIFIED - AWD,1:42.661,GTR
49,871,Kamil Dziwisz,TRACK MODIFIED - FWD,1:42.671,Rsx
50,195,Doug Oakley,STREET - RWD,1:43.148,Mustang
51,119,Tim Beek,STREET - RWD,1:43.336,ATS-V
52,74,Chris Neuman,STREET - RWD,1:43.492,M3
53,6,micheal aumick,STREET MODIFIED - AWD,1:43.515,STI
54,777,Joshua Halka,STREET - AWD,1:43.720,Impreza WRX
55,9,Nishant Patel,UNLIMITED - RWD,1:43.889,350z
56,58,Richard Wilkinson,STREET - RWD,1:43.981,C7 Corvette
57,11,Graham Gaylord,STREET MODIFIED - AWD,1:44.144,Impreza STi
58,325,Aurich Motorsports,TRACK MODIFIED - RWD,1:44.279,Corvette
59,151,David McCallister,TRACK MODIFIED - AWD,1:44.599,Evo IX
60,12,Andrew Sonnevil,STREET MODIFIED - RWD,1:44.690,Miata
61,999,Ruben Lopez,STREET - RWD,1:44.886,S2000
62,159,Justin Crenshaw,TRACK MODIFIED - FWD,1:45.254,xA
63,177,Chris Allen,STREET - RWD,1:45.262,Mustang GT
64,88,Mark Brylo,STREET MODIFIED - AWD,1:45.906,Lancer Evo
65,62,Brian Blaine,TRACK MODIFIED - RWD,1:45.998,Rx7
66,83,Jerami Bailey,STREET - RWD,1:46.037,Brz
67,98,Jose Puerta,STREET - AWD,1:46.110,C43 AMG
68,200,nicholas stentiford,STREET - RWD,1:46.510,S2000
69,727,David Llerena,STREET MODIFIED - AWD,1:46.907,Evolution
70,984,Stanislav Fayngold,STREET MODIFIED - RWD,1:47.297,FR-S
71,228,Brian Phillips,STREET MODIFIED - AWD,1:48.098,Skyline GTR
72,42,Blake Cameron,STREET - AWD,1:48.780,Sti
73,25,michael papageorgiou,UNLIMITED - FWD,1:49.505,Neon
74,168,Michael Karr,STREET MODIFIED - RWD,1:49.681,FR-S
75,214,Benjamin Skidmore,STREET - RWD,1:49.777,350z
76,135,Charlie Ensslin,UNLIMITED - RWD,1:49.903,Silvia
77,170,Matt Thompson,STREET - FWD,1:50.178,Civic SI
78,206,Marc Dias,TRACK MODIFIED - FWD,1:50.211,Civic
79,109,Kal Fortner,STREET - AWD,1:50.264,S4
80,76,scott wolforth,STREET MODIFIED - FWD,1:50.913,CRX
81,97,Ryan McGriff,STREET - RWD,1:51.713,135i
82,167,Courtney Williams,STREET - RWD,1:52.423,Miata
83,666,Trentyn Meister,TRACK MODIFIED - FWD,1:53.065,Civic
84,153,Christian Duchesne,STREET MODIFIED - RWD,1:53.365,FR-S
85,375,Carson Christel,TRACK MODIFIED - FWD,1:53.885,GTI
86,339,Kyle Padelford,TRACK MODIFIED - AWD,1:54.653,R34 GT-R
87,173,Chris Vera,TRACK MODIFIED - FWD,1:54.731,Civic DX
88,227,Matthew Sisk,STREET - FWD,1:55.471,Rsx
89,24,Les Epps,STREET - FWD,1:55.996,Teggy
90,137,robert nelson,TRACK MODIFIED - RWD,1:56.163,X19
91,218,Derrick Maske,STREET MODIFIED - RWD,1:56.242,S2000
92,361,Michael Mattila,STREET - FWD,1:56.785,s
93,166,David Bruner,TRACK MODIFIED - RWD,1:57.135,Miata
94,48,Torry Skurski,TRACK MODIFIED - FWD,1:57.380,Juke
95,310,James Wood,STREET MODIFIED - RWD,1:57.532,RX7
96,129,Matt Williams,SPEC FIT / ECO CUP - FWD,1:57.575,Fit
97,712,Jeff McCullough,TRACK MODIFIED - RWD,2:00.462,Corvette
98,300,Karl Hertel,STREET - FWD,2:01.884,Odyssey
99,194,Marshal Moore,STREET - RWD,2:02.344,FRS
100,73,Dino LoDico,EXHIBITION - RWD,2:07.831,Deathmachine
101,33,Brayden Connolly,STREET MODIFIED - RWD,2:15.330,X1/9
