Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,41,James Houghton,UNLIMITED - FWD,1:24.021,Integra
2,305,Henrique Cisneros,UNLIMITED - RWD,1:26.112,458 GT3
3,729,Robert Shaw,UNLIMITED - RWD,1:28.459,Mustang
4,30,Jeremy Swenson,TRACK MODIFIED - RWD,1:28.877,Corvette ZR1
5,204,Dai Yoshihara,UNLIMITED - RWD,1:29.420,86
6,5,Luke McGrew,TRACK MODIFIED - RWD,1:30.190,Viper
7,40,Chris Boersma,TRACK MODIFIED - FWD,1:31.558,Civic
8,199,Erin Sanford,TRACK MODIFIED - RWD,1:31.689,240sx
9,188,Dwight Kelly,UNLIMITED - RWD,1:31.831,M3
10,222,Kevin Wesley,UNLIMITED - RWD,1:32.097,Challenger
11,303,Eric Fleming,TRACK MODIFIED - RWD,1:32.769,Corvette Z06
12,49,Hunter Harris,UNLIMITED - RWD,1:32.827,Exige
13,35,Jason Guzman,TRACK MODIFIED - AWD,1:33.412,GT-R
14,182,Reubin Felkey,TRACK MODIFIED - AWD,1:33.677,GTR
15,101,Thruxton Booth,TRACK MODIFIED - FWD,1:34.012,civic
16,171,Matthew Shaw,UNLIMITED - RWD,1:35.158,944 Turbo
17,333,Christopher Tuttell,STREET MODIFIED - AWD,1:35.734,Evo RS
18,142,Patrick Male,TRACK MODIFIED - RWD,1:36.079,Corvette Z06
19,412,Sally McNulty,STREET MODIFIED - AWD,1:36.492,WRX
20,175,Brian Tyson,STREET MODIFIED - RWD,1:36.674,Camaro SS
21,165,Chinchi Chiang,STREET MODIFIED - FWD,1:37.399,Civic Type-R
22,26,Douglas Wind,STREET MODIFIED - FWD,1:37.427,Neon
23,157,Perry Ellwood,STREET MODIFIED - RWD,1:37.475,RX-7
24,23,Shawn Krebsbach,STREET MODIFIED - AWD,1:37.668,Lancer evolution 9
25,51,Joshua Orr,STREET - RWD,1:38.117,corvette
26,3,Ron Spear,STREET - RWD,1:38.214,Mustang GT
27,160,Nick Wehe,TRACK MODIFIED - RWD,1:39.120,S14
28,179,Derek Boyd,UNLIMITED - AWD,1:39.127,Evo 10
29,183,Alex Gallardo,TRACK MODIFIED - RWD,1:39.212,350Z
30,115,Darius Zajac,TRACK MODIFIED - RWD,1:39.393,Corvette
31,34,austin hertel,STREET - RWD,1:39.479,370z
32,969,Shane Mitchell,STREET MODIFIED - AWD,1:39.513,Evo
33,55,Charles Miller,STREET - AWD,1:39.526,Evo IX
34,314,Michael Puglisi,TRACK MODIFIED - AWD,1:39.527,Evolution
35,46,Nikolai Delov,STREET MODIFIED - RWD,1:39.660,M3-C
36,186,Hamilton Harris,TRACK MODIFIED - RWD,1:39.900,Elise
37,190,Yo Keutla,TRACK MODIFIED - RWD,1:40.083,911
38,70,Eric DeWitt,STREET - AWD,1:40.331,STI
39,130,Brian Leazenby,STREET MODIFIED - RWD,1:40.525,Mustang
40,62,Brian Blaine,TRACK MODIFIED - RWD,1:40.680,Rx7
41,195,Doug Oakley,STREET - RWD,1:40.761,Mustang
42,145,Shilun Wu,STREET MODIFIED - RWD,1:40.975,Mustang
43,850,Brian Namniek,TRACK MODIFIED - RWD,1:41.215,M3
44,69,Michael Pagano,STREET MODIFIED - RWD,1:41.219,330Ci
45,74,Chris Neuman,STREET - RWD,1:41.228,M3
46,871,Kamil Dziwisz,TRACK MODIFIED - FWD,1:41.249,Rsx
47,79,CHRISTIAN Colon,STREET - RWD,1:41.869,MUSTANG
48,9,Nishant Patel,UNLIMITED - RWD,1:42.003,350z
49,526,Nicholas Kilduff,STREET - RWD,1:42.016,Mustang
50,113,Justin Lowhorn,STREET MODIFIED - AWD,1:42.247,Evolution
51,119,Tim Beek,STREET - RWD,1:42.521,ATS-V
52,169,Angel Roman,STREET MODIFIED - AWD,1:42.723,WRX STI
53,58,Richard Wilkinson,STREET - RWD,1:42.911,C7 Corvette
54,133,Frederick Harris,TRACK MODIFIED - RWD,1:43.167,Corvette
55,325,Aurich Motorsports,TRACK MODIFIED - RWD,1:43.338,Corvette
56,88,Mark Brylo,STREET MODIFIED - AWD,1:43.419,Lancer Evo
57,712,Jeff McCullough,TRACK MODIFIED - RWD,1:43.943,Corvette
58,151,David McCallister,TRACK MODIFIED - AWD,1:44.068,Evo IX
59,76,scott wolforth,STREET MODIFIED - FWD,1:44.982,CRX
60,777,Joshua Halka,STREET - AWD,1:45.003,Impreza WRX
61,12,Andrew Sonnevil,STREET MODIFIED - RWD,1:45.375,Miata
62,193,Anthony Nguyen,STREET MODIFIED - RWD,1:45.812,S2000
63,984,Stanislav Fayngold,STREET MODIFIED - RWD,1:46.062,FR-S
64,83,Jerami Bailey,STREET - RWD,1:46.256,Brz
