Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,305,Henrique Cisneros,SUPER UNLIMITED - RWD,1:24.762,458 GT3
2,13,William Au-Yeung,UNLIMITED - FWD,1:27.954,RSX
3,729,Robert Shaw,UNLIMITED - RWD,1:29.977,Mustang
4,5,Luke McGrew,TRACK MODIFIED - RWD,1:30.272,Viper
5,188,Dwight Kelly,UNLIMITED - RWD,1:30.899,M3
6,40,Chris Boersma,TRACK MODIFIED - FWD,1:31.015,Civic
7,222,Kevin Wesley,UNLIMITED - RWD,1:31.707,Challenger
8,49,Hunter Harris,UNLIMITED - RWD,1:31.723,Exige
9,314,Michael Puglisi,TRACK MODIFIED - AWD,1:31.767,Evolution
10,626,Cody Miles,TRACK MODIFIED - AWD,1:33.296,STi
11,171,Matthew Shaw,UNLIMITED - RWD,1:33.599,944 Turbo
12,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,1:33.869,M3
13,412,Sally McNulty,STREET MODIFIED - AWD,1:34.242,WRX
14,107,Ian Stewart,TRACK MODIFIED - RWD,1:34.359,C5 Corvette
15,179,Derek Boyd,UNLIMITED - AWD,1:35.028,Evo 10
16,195,Doug Oakley,STREET MODIFIED - RWD,1:35.313,Mustang
17,183,Alex Gallardo,TRACK MODIFIED - RWD,1:35.575,350Z
18,727,David Llerena,STREET MODIFIED - AWD,1:35.873,Evolution
19,157,Perry Ellwood,STREET MODIFIED - RWD,1:36.089,RX-7
20,46,Nikolai Delov,STREET MODIFIED - RWD,1:37.351,M3-C
21,6,micheal aumick,STREET MODIFIED - AWD,1:37.575,STI
22,3,Ron Spear,STREET - RWD,1:37.582,Mustang GT
23,41,James Houghton,UNLIMITED - FWD,1:37.634,Integra
24,160,Nick Wehe,TRACK MODIFIED - RWD,1:37.699,S14
25,196,Mike Osborn,TRACK MODIFIED - AWD,1:37.885,GTR
26,115,Darius Zajac,TRACK MODIFIED - RWD,1:38.017,Corvette
27,58,Richard Wilkinson,STREET - RWD,1:38.340,C7 Corvette
28,178,Jonathan Baker,TRACK MODIFIED - AWD,1:38.544,GTR
29,34,austin hertel,STREET - RWD,1:38.688,370z
30,133,Frederick Harris,TRACK MODIFIED - RWD,1:38.763,Corvette
31,123,Christopher Bickford,STREET - RWD,1:39.065,Corvette
32,526,Nicholas Kilduff,STREET - RWD,1:39.113,Mustang
33,55,Charles Miller,STREET - AWD,1:39.291,Evo IX
34,130,Brian Leazenby,STREET MODIFIED - RWD,1:39.323,Mustang
35,9,Nishant Patel,UNLIMITED - RWD,1:39.327,350z
36,339,Kyle Padelford,TRACK MODIFIED - AWD,1:39.440,R34 GT-R
37,70,Eric DeWitt,STREET - AWD,1:39.715,STI
38,712,Jeff McCullough,TRACK MODIFIED - RWD,1:39.920,Corvette
39,88,Mark Brylo,STREET MODIFIED - AWD,1:40.151,Lancer Evo
40,871,Kamil Dziwisz,TRACK MODIFIED - FWD,1:40.230,Rsx
41,113,Justin Lowhorn,STREET MODIFIED - AWD,1:40.344,Evolution
42,74,Chris Neuman,STREET - RWD,1:40.618,M3
43,151,David McCallister,TRACK MODIFIED - AWD,1:41.029,Evo IX
44,152,Andrew Cassidy,UNLIMITED - RWD,1:41.162,RX-7
45,119,Tim Beek,STREET - RWD,1:41.306,ATS-V
46,984,Stanislav Fayngold,STREET MODIFIED - RWD,1:41.520,FR-S
47,169,Angel Roman,STREET MODIFIED - AWD,1:41.650,WRX STI
48,197,Kendall Samuel,UNLIMITED - AWD,1:41.813,Impreza
49,777,Joshua Halka,STREET - AWD,1:42.054,Impreza WRX
50,12,Andrew Sonnevil,STREET MODIFIED - RWD,1:42.509,Miata
51,162,Joel Morrison,TRACK MODIFIED - RWD,1:43.454,S2000
52,193,Anthony Nguyen,STREET MODIFIED - RWD,1:43.835,S2000
53,83,Jerami Bailey,STREET - RWD,1:45.030,Brz
54,42,Blake Cameron,STREET - AWD,1:45.249,Sti
55,177,Chris Allen,STREET - RWD,1:45.316,Mustang GT
56,519,Ian Jagor,STREET - AWD,1:45.572,328xi
57,174,David Green,STREET - RWD,1:45.622,322 Wagon
58,135,Charlie Ensslin,UNLIMITED - RWD,1:47.208,Silvia
59,168,Michael Karr,STREET MODIFIED - RWD,1:47.250,FR-S
60,426,Stephen Ream,STREET - RWD,1:47.591,FR-S
61,227,Matthew Sisk,STREET - FWD,1:47.765,Rsx
62,170,Matt Thompson,STREET - FWD,1:48.336,Civic SI
63,206,Marc Dias,TRACK MODIFIED - FWD,1:48.341,Civic
64,666,Trentyn Meister,TRACK MODIFIED - FWD,1:49.039,Civic
65,300,Karl Hertel,STREET - FWD,1:49.316,Odyssey
66,73,Dino LoDico,SUPER UNLIMITED - RWD,1:49.963,Deathmachine
67,33,Brayden Connolly,STREET MODIFIED - RWD,1:50.397,X1/9
68,97,Ryan McGriff,STREET - RWD,1:51.310,135i
69,24,Les Epps,STREET - FWD,1:51.870,Teggy
70,48,Torry Skurski,TRACK MODIFIED - FWD,1:51.964,Juke
71,167,Courtney Williams,STREET - RWD,1:52.070,Miata
72,194,Marshal Moore,STREET - RWD,1:53.222,FRS
73,375,Carson Christel,TRACK MODIFIED - FWD,1:53.288,GTI
74,310,James Wood,STREET MODIFIED - RWD,1:53.507,RX7
75,153,Christian Duchesne,STREET MODIFIED - RWD,1:53.674,FR-S
76,137,robert nelson,TRACK MODIFIED - RWD,1:54.081,X19
77,166,David Bruner,TRACK MODIFIED - RWD,1:54.178,Miata
78,173,Chris Vera,TRACK MODIFIED - FWD,1:54.872,Civic DX
79,129,Matt Williams,SPEC FIT / ECO CUP - FWD,1:55.185,Fit
