Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,204,Dai Yoshihara,UNLIMITED - RWD,1:26.604,86
2,305,Henrique Cisneros,UNLIMITED - RWD,1:29.714,458 GT3
3,5,Luke McGrew,TRACK MODIFIED - RWD,1:29.754,Viper
4,40,Chris Boersma,TRACK MODIFIED - FWD,1:31.027,Civic
5,188,Dwight Kelly,UNLIMITED - RWD,1:31.154,M3
6,222,Kevin Wesley,UNLIMITED - RWD,1:32.096,Challenger
7,199,Erin Sanford,TRACK MODIFIED - RWD,1:32.509,240sx
8,325,Aurich Motorsports,TRACK MODIFIED - RWD,1:33.578,Corvette
9,182,Reubin Felkey,TRACK MODIFIED - AWD,1:34.480,GTR
10,49,Hunter Harris,UNLIMITED - RWD,1:34.641,Exige
11,23,Shawn Krebsbach,STREET MODIFIED - AWD,1:35.069,Lancer evolution 9
12,314,Michael Puglisi,TRACK MODIFIED - AWD,1:35.297,Evolution
13,171,Matthew Shaw,UNLIMITED - RWD,1:35.555,944 Turbo
14,412,Sally McNulty,STREET MODIFIED - AWD,1:35.718,WRX
15,333,Christopher Tuttell,STREET MODIFIED - AWD,1:36.155,Evo RS
16,195,Doug Oakley,STREET MODIFIED - RWD,1:36.316,Mustang
17,101,Thruxton Booth,TRACK MODIFIED - FWD,1:37.439,civic
18,115,Darius Zajac,TRACK MODIFIED - RWD,1:37.556,Corvette
19,186,Hamilton Harris,TRACK MODIFIED - RWD,1:37.906,Elise
20,34,austin hertel,STREET - RWD,1:38.432,370z
21,160,Nick Wehe,TRACK MODIFIED - RWD,1:38.558,S14
22,145,Shilun Wu,STREET MODIFIED - RWD,1:38.572,Mustang
23,3,Ron Spear,STREET - RWD,1:39.315,Mustang GT
24,11,Graham Gaylord,STREET MODIFIED - AWD,1:39.368,Impreza STi
25,55,Charles Miller,STREET - AWD,1:39.413,Evo IX
26,727,David Llerena,STREET MODIFIED - AWD,1:39.524,Evolution
27,157,Perry Ellwood,STREET MODIFIED - RWD,1:39.624,RX-7
28,130,Brian Leazenby,STREET MODIFIED - RWD,1:39.787,Mustang
29,70,Eric DeWitt,STREET - AWD,1:39.925,STI
30,9,Nishant Patel,UNLIMITED - RWD,1:40.038,350z
31,178,Jonathan Baker,TRACK MODIFIED - AWD,1:40.433,GTR
32,28,Peter Zhang,STREET MODIFIED - AWD,1:40.647,WRX
33,179,Derek Boyd,UNLIMITED - AWD,1:40.897,Evo 10
34,88,Mark Brylo,STREET MODIFIED - AWD,1:40.993,Lancer Evo
35,69,Michael Pagano,STREET MODIFIED - RWD,1:41.183,330Ci
36,79,CHRISTIAN Colon,STREET - RWD,1:41.235,MUSTANG
37,133,Frederick Harris,TRACK MODIFIED - RWD,1:41.244,Corvette
38,58,Richard Wilkinson,STREET - RWD,1:41.345,C7 Corvette
39,712,Jeff McCullough,TRACK MODIFIED - RWD,1:41.582,Corvette
40,119,Tim Beek,STREET - RWD,1:41.865,ATS-V
41,6,micheal aumick,STREET MODIFIED - AWD,1:41.988,STI
42,197,Kendall Samuel,UNLIMITED - AWD,1:42.086,Impreza
43,169,Angel Roman,STREET MODIFIED - AWD,1:42.088,WRX STI
44,151,David McCallister,TRACK MODIFIED - AWD,1:42.143,Evo IX
45,74,Chris Neuman,STREET - RWD,1:42.296,M3
46,871,Kamil Dziwisz,TRACK MODIFIED - FWD,1:42.349,Rsx
47,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,1:42.597,M3
48,123,Christopher Bickford,STREET - RWD,1:42.765,Corvette
49,777,Joshua Halka,STREET - AWD,1:42.810,Impreza WRX
50,12,Andrew Sonnevil,STREET MODIFIED - RWD,1:43.134,Miata
51,196,Mike Osborn,TRACK MODIFIED - AWD,1:43.675,GTR
52,228,Brian Phillips,STREET MODIFIED - AWD,1:44.449,Skyline GTR
53,42,Blake Cameron,STREET - AWD,1:44.935,Sti
54,177,Chris Allen,STREET - RWD,1:45.359,Mustang GT
55,193,Anthony Nguyen,STREET MODIFIED - RWD,1:45.471,S2000
56,339,Kyle Padelford,TRACK MODIFIED - AWD,1:45.517,R34 GT-R
57,526,Nicholas Kilduff,STREET - RWD,1:45.701,Mustang
58,200,nicholas stentiford,STREET - RWD,1:45.748,S2000
59,98,Jose Puerta,STREET - AWD,1:45.816,C43 AMG
60,999,Ruben Lopez,STREET - RWD,1:45.862,S2000
61,984,Stanislav Fayngold,STREET MODIFIED - RWD,1:45.872,FR-S
62,83,Jerami Bailey,STREET - RWD,1:46.112,Brz
63,158,Ian Campbell,STREET MODIFIED - RWD,1:47.374,S2000
64,168,Michael Karr,STREET MODIFIED - RWD,1:48.020,FR-S
65,206,Marc Dias,TRACK MODIFIED - FWD,1:48.118,Civic
66,729,Robert Shaw,UNLIMITED - RWD,1:48.159,Mustang
67,426,Stephen Ream,STREET - RWD,1:48.374,FR-S
68,25,michael papageorgiou,UNLIMITED - FWD,1:48.393,Neon
69,76,scott wolforth,STREET MODIFIED - FWD,1:48.688,CRX
70,135,Charlie Ensslin,UNLIMITED - RWD,1:48.791,Silvia
71,109,Kal Fortner,STREET - AWD,1:48.802,S4
72,170,Matt Thompson,STREET - FWD,1:50.702,Civic SI
73,375,Carson Christel,TRACK MODIFIED - FWD,1:51.198,GTI
74,218,Derrick Maske,STREET MODIFIED - RWD,1:51.899,S2000
75,214,Benjamin Skidmore,STREET - RWD,1:52.167,350z
76,33,Brayden Connolly,STREET MODIFIED - RWD,1:52.180,X1/9
77,300,Karl Hertel,STREET - FWD,1:52.795,Odyssey
78,194,Marshal Moore,STREET - RWD,1:53.218,FRS
79,666,Trentyn Meister,TRACK MODIFIED - FWD,1:53.240,Civic
80,153,Christian Duchesne,STREET MODIFIED - RWD,1:53.322,FR-S
81,310,James Wood,STREET MODIFIED - RWD,1:53.539,RX7
82,137,robert nelson,TRACK MODIFIED - RWD,1:53.651,X19
83,227,Matthew Sisk,STREET - FWD,1:53.891,Rsx
84,97,Ryan McGriff,STREET - RWD,1:54.068,135i
85,24,Les Epps,STREET - FWD,1:54.113,Teggy
86,48,Torry Skurski,TRACK MODIFIED - FWD,1:54.386,Juke
