GLTC Race 1 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,82,Eric Kutil,GLTC - FWD,1:40.888,9,9,,25
2,484,Matan Rosenberg,GLTC - RWD,1:42.057,6,9,5.931,21
3,330,Eric Magnussen,GLTC - RWD,1:42.334,3,9,6.38,18
4,184,Eric Jensen,GLTC - RWD,1:42.909,4,9,2.08,16
5,57,Christian Aranha,GLTC - RWD,1:42.942,5,9,1.901,15
6,49,Nicholas Barbato,GLTC - RWD,1:42.747,6,9,1.218,14
7,28,Peter Zhang,GLTC - RWD,1:43.145,7,9,1.703,13
8,83,Carlos Mendez,GLTC - RWD,1:43.181,7,9,3.08,12
9,129,James Cathers,GLTC - RWD,1:43.909,5,9,9.652,11
10,1,Gary Wimble,GLTC - RWD,1:43.029,7,9,2.702,10
11,440,Daniel Giraldo,GLTC - RWD,1:44.379,3,9,1.155,9
12,33,Justin Lee,GLTC - RWD,1:43.312,7,9,0.94,8
13,71,Joel Morrison,GLTC - RWD,1:44.648,6,9,0.296,7
14,222,Kyle Hale,GLTC - RWD,1:43.316,9,9,0.277,6
15,610,Benjamin Swanson,GLTC - AWD,1:45.296,8,9,8.194,5
16,17,Tony Marchev,GLTC - RWD,1:45.329,4,9,0.835,4
17,84,Thomas Lathrop,GLTC - RWD,1:45.317,5,9,0.206,3
18,79,Raul Iriarte,GLTC - RWD,1:45.540,5,9,1.293,2
19,159,Joshua Rubenstein,GLTC - RWD,1:45.294,4,9,0.401,1
20,369,Zachary Mortimer,GLTC - RWD,1:44.934,6,9,2.399,0
21,200,Ronald Till,GLTC - RWD,1:45.246,7,9,4.746,0
22,137,Ian Balestra,GLTC - FWD,1:44.846,9,9,8.277,0
23,77,Hans Horpedahl,GLTC - RWD,1:46.658,5,9,4.958,0
24,9,Luke Wilwert,GLTC - FWD,1:46.283,4,9,0.743,0
25,27,Robert Rosa,GLTC - RWD,1:47.551,3,9,1.825,0
26,89,Tom Panzarella,GLTC - FWD,1:46.816,5,9,0.26,0
27,131,Lisa Keyes,GLTC - FWD,1:48.104,5,9,19.515,0
28,13,Alan Newsome,GLTC - RWD,1:57.224,5,8,1 Lap,0
29,10,Brian Tyson,GLTC - FWD,1:44.479,4,7,1 Lap,0
30,23,Brian Santiago,GLTC - FWD,1:50.817,6,6,1 Lap,0
31,257,Andrew Nabb,GLTC - FWD,1:50.092,3,3,3 Laps,0
