TrackBattle Qualifying 3 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,777,Joshua Halka,STREET - AWD,1:36.584,IMPREZA
2,104,Ben Lin,STREET - AWD,1:36.746,EVOLUTION
3,193,Brad Moore,STREET - RWD,1:39.474,718 CAYMAN
4,600,Izak Ambrose,STREET - AWD,1:39.506,IMPREZA
5,595,Dustin Williams,STREET - FWD,1:39.835,CIVIC
6,45,Ross Ligibel,STREET - RWD,1:40.440,M3
7,625,Sam Bosnian,STREET - RWD,1:40.536,350Z
8,470,Eddy Segal,STREET - FWD,1:40.958,CIVIC
9,194,Mike Callaway,STREET - AWD,1:41.640,IMPREZA
10,155,Munzir Habibovic,STREET - RWD,1:41.808,350Z
11,69,Cody Umbaugh,STREET - FWD,1:42.882,CIVIC
12,415,Ivan Onofriiciuc,STREET - RWD,1:44.876,370Z
13,654,Nick Aegerter,STREET - AWD,1:45.955,FOCUS
14,209,Kevin Wendt,STREET - AWD,1:47.234,LEGACY
15,806,Jordan Gunther,STREET - AWD,1:48.196,WRX
16,7,Thomas Halka,STREET - AWD,1:48.646,IMPREZA
1,84,Ido Waksman,STREET GT - RWD,1:34.573,CORVETTE
2,187,Keenan Prusank,STREET GT - RWD,1:38.161,CAMARO
3,909,Mark Kilgore,STREET GT - RWD,1:38.994,M4
4,71,Kevin Horn,STREET GT - RWD,1:39.141,CAMARO
5,961,John Veloso,STREET GT - RWD,1:41.001,GR SUPRA
6,40,Ben Bulthuis,STREET GT - RWD,1:41.144,GR SUPRA
7,571,John Laughlin,STREET GT - RWD,1:42.751,RC
8,44,Joel Phillips,STREET GT - RWD,1:55.830,911
1,29,Kyle Mckiou,STREET MOD - RWD,1:33.248,GR SUPRA
2,6,Michael Aumick,STREET MOD - AWD,1:33.966,IMPREZA
3,297,Brian Van Orsdol,STREET MOD - RWD,1:35.599,GR SUPRA
4,54,Zachary Moore,STREET MOD - RWD,1:36.122,CORVETTE
5,70,Dewey Dewitt,STREET MOD - AWD,1:37.644,IMPREZA
6,139,Wilbur Huang,STREET MOD - RWD,1:38.980,GR SUPRA
7,145,Devin Hofmann,STREET MOD - AWD,1:39.375,WRX
8,76,Ethan Brown,STREET MOD - FWD,1:46.044,GOLF GTI
9,67,Jonathan Denk,STREET MOD - FWD,1:47.263,CIVIC
10,598,Cory Gordinier,STREET MOD - RWD,1:47.984,MX-5 MIATA
11,202,Rebekah Cohen,STREET MOD - FWD,1:48.036,CIVIC TYPE R
1,88,Collin Ryser,SUNDAE CUP - FWD,1:51.587,COOPER
2,370,Sam Deuling,SUNDAE CUP - FWD,1:51.829,FIT
3,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:51.844,FIT
4,528,Richard Sawicki,SUNDAE CUP - RWD,1:51.870,MX-5 MIATA
5,411,Chris Rice,SUNDAE CUP - FWD,1:52.207,FIT
6,156,Mike Janssen,SUNDAE CUP - FWD,1:52.356,COOPER
7,729,Chris Murray,SUNDAE CUP - RWD,1:52.415,MX-5 MIATA
8,130,James Smith,SUNDAE CUP - FWD,1:52.533,FIT
9,181,Joseph King,SUNDAE CUP - FWD,1:52.799,PROTEGE
10,707,Piotr Boczek,SUNDAE CUP - FWD,1:52.847,FIT
11,134,David Best,SUNDAE CUP - FWD,1:52.920,FIT
12,216,Nickolas Berg,SUNDAE CUP - FWD,1:53.662,CIVIC
13,116,Lennon Radcliffe,SUNDAE CUP - FWD,1:53.754,COROLLA
14,122,Jason Davidson,SUNDAE CUP - FWD,1:56.132,FIT
15,357,Team CSA4,SUNDAE CUP - FWD,1:58.084,FIT
16,993,Samuel Miller,SUNDAE CUP - RWD,1:59.115,MX-5 MIATA
17,717,Scott Hollingsworth,SUNDAE CUP - FWD,1:59.163,FIT
1,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:43.625,360
1,77,Jason Kanakry,TRACK MOD - RWD,1:32.252,720S
2,89,Brandon Hodge,TRACK MOD - RWD,1:33.708,GR SUPRA
3,299,Colton Drescosky,TRACK MOD - RWD,1:33.832,VIPER
4,389,Koby Shield,TRACK MOD - RWD,1:34.514,CORVETTE
5,250,Brownfield Andrew,TRACK MOD - RWD,1:34.817,GR SUPRA
6,314,Michael Puglisi,TRACK MOD - AWD,1:34.950,LANCER
7,27,Brad Perkins,TRACK MOD - RWD,1:34.958,M3
8,98,Steven Stewart,TRACK MOD - AWD,1:38.158,IMPREZA
9,404,David Bamforth,TRACK MOD - RWD,1:38.492,CAYMAN
10,19,Josh Powers,TRACK MOD - RWD,1:43.259,CORVETTE
11,33,Chris Boersma,TRACK MOD - FWD,,CIVIC
12,212,Chris Smith,TRACK MOD - RWD,,1 SERIES
1,266,Shawn Bassett,UNLIMITED - RWD,1:35.360,CIVIC
2,289,Michael Fitzpatrick,UNLIMITED - RWD,1:37.303,CORVETTE
3,171,Andrius Bertulis,UNLIMITED - RWD,1:37.779,RCF
4,338,Ernestas Puzelis,UNLIMITED - RWD,1:37.964,CAYMAN
5,22,Team VitourP1.com,UNLIMITED - RWD,1:38.179,RX-8
6,822,Team P1.tires,UNLIMITED - RWD,1:38.430,Z06
7,733,Edvinas Cinga,UNLIMITED - RWD,1:41.764,M3
8,802,Joel Fallaise,UNLIMITED - RWD,1:43.897,SCR1
