TrackBattle Qualifying 3 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,41,James Houghton,CLUB TR - FWD,1:38.068,TSX
2,514,Evan Mclaren,CLUB TR - FWD,1:39.380,INTEGRA
3,727,Mario Mirone,CLUB TR - FWD,1:39.900,CIVIC
4,531,Evan Weider,CLUB TR - FWD,1:40.338,CIVIC
5,199,Ian Flavin,CLUB TR - RWD,1:40.728,BRZ
6,13,Jerami Bailey,CLUB TR - RWD,1:40.866,FR-S
7,326,Stan Fayngold,CLUB TR - RWD,1:40.994,86
8,511,Peter Granberg,CLUB TR - RWD,1:41.177,BRZ
9,61,Fez Babar,CLUB TR - RWD,1:42.165,GR86
10,11,Graham Gaylord,CLUB TR - AWD,1:42.524,COROLLA
11,80,Chris Nahill,CLUB TR - RWD,1:42.582,BRZ
12,230,Daniel Persing,CLUB TR - RWD,1:43.239,BRZ
13,997,Jason Gaydos,CLUB TR - RWD,1:43.297,BRZ
14,151,Nathan Poulson,CLUB TR - RWD,1:43.315,BRZ
15,126,Jacob Abbott,CLUB TR - RWD,1:43.571,BRZ
16,241,Dariush Lotfi,CLUB TR - RWD,1:43.939,MX-5 MIATA
17,740,Alexis Fregoso,CLUB TR - FWD,1:44.336,RSX
18,238,Garrett Gloceri,CLUB TR - RWD,1:44.421,RX-8
19,142,Juan Johnson,CLUB TR - RWD,1:44.539,S2000
20,26,Arthur Dvortsen,CLUB TR - RWD,1:45.369,MX-5 MIATA
21,15,Adam Wrobel,CLUB TR - FWD,1:46.193,INTEGRA
22,218,Jason Mulderig,CLUB TR - RWD,1:47.744,S2000
23,728,Nathan Traxler,CLUB TR - RWD,1:49.944,BOXSTER
24,169,Dan Mai,CLUB TR - RWD,1:50.413,325I
25,915,Dylan Rodgers,CLUB TR - RWD,1:51.731,MX-5 MIATA
26,823,Erin Weaver,CLUB TR - RWD,1:54.960,MX-5 MIATA
27,322,Justin Okamoto,CLUB TR - RWD,1:58.130,318I
28,373,Benjamin Smolen,CLUB TR - FWD,,JETTA
