TrackBattle Practice 3 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,6,Michael Aumick,STREET MOD - AWD,1:32.349,IMPREZA
2,687,Jackie Ding,TRACK MOD - RWD,1:33.016,M2
3,57,Mike Dusold,UNLIMITED - RWD,1:33.325,CAMARO
4,89,Brandon Hodge,TRACK MOD - RWD,1:33.445,GR SUPRA
5,27,Brad Perkins,TRACK MOD - RWD,1:34.262,M3
6,14,Kal Fortner,STREET MOD - RWD,1:34.557,AMG GT S
7,84,Ido Waksman,STREET GT - RWD,1:34.805,CORVETTE
8,389,Koby Shield,TRACK MOD - RWD,1:34.865,CORVETTE
9,299,Colton Drescosky,TRACK MOD - RWD,1:34.884,VIPER
10,606,Allen Patten,STREET MOD - RWD,1:34.929,GR SUPRA
11,29,Kyle Mckiou,STREET MOD - RWD,1:35.186,GR SUPRA
12,34,Andy Voelkel,STREET GT - RWD,1:35.619,CORVETTE
13,63,Luca Barberis,STREET - AWD,1:35.651,LANCER
14,555,Joe Mielke,STREET - AWD,1:35.923,WRX STI
15,104,Ben Lin,STREET - AWD,1:36.311,EVOLUTION
16,250,Brownfield Andrew,STREET MOD - RWD,1:36.737,GR SUPRA
17,364,Nicholas Hendrix,STREET GT - RWD,1:36.750,CORVETTE
18,212,Chris Smith,TRACK MOD - RWD,1:36.784,1 SERIES
19,777,Joshua Halka,STREET - AWD,1:36.853,IMPREZA
20,114,Bronson Mcnemar,TRACK MOD - RWD,1:37.001,MX-5 MIATA
21,98,Steven Stewart,TRACK MOD - AWD,1:37.576,IMPREZA
22,187,Keenan Prusank,STREET GT - RWD,1:37.720,CAMARO
23,822,Team P1.tires,STREET GT - RWD,1:38.312,Z06
24,404,David Bamforth,TRACK MOD - RWD,1:38.394,CAYMAN
25,33,Chris Boersma,TRACK MOD - FWD,1:38.545,CIVIC
26,54,Zachary Moore,STREET MOD - RWD,1:38.626,CORVETTE
27,174,David Calzada,UNLIMITED - RWD,1:38.860,MIATA
28,139,Wilbur Huang,STREET MOD - RWD,1:39.032,GR SUPRA
29,600,Izak Ambrose,STREET - AWD,1:39.401,IMPREZA
30,595,Dustin Williams,STREET - FWD,1:39.660,CIVIC
31,514,Evan Mclaren,CLUB TR - FWD,1:39.813,INTEGRA
32,625,Sam Bosnian,STREET - RWD,1:39.917,350Z
33,193,Brad Moore,STREET - RWD,1:40.008,718 CAYMAN
34,727,Mario Mirone,CLUB TR - FWD,1:40.060,CIVIC
35,13,Jerami Bailey,CLUB TR - RWD,1:40.164,FR-S
36,511,Peter Granberg,CLUB TR - RWD,1:40.311,BRZ
37,470,Eddy Segal,STREET - FWD,1:40.341,CIVIC
38,71,Kevin Horn,STREET GT - RWD,1:40.425,CAMARO
39,326,Stan Fayngold,CLUB TR - RWD,1:40.494,86
40,310,Mike Coons,STREET - AWD,1:40.571,IMPREZA
41,733,Edvinas Cinga,UNLIMITED - RWD,1:40.606,M3
42,194,Mike Callaway,STREET - AWD,1:40.627,IMPREZA
43,123,Whiskey Danger Racing,CLUB TR - RWD,1:40.647,S2000
44,571,John Laughlin,STREET GT - RWD,1:40.827,RC
45,61,Fez Babar,CLUB TR - RWD,1:41.453,GR86
46,171,Andrius Bertulis,UNLIMITED - RWD,1:41.729,RCF
47,199,Ian Flavin,CLUB TR - RWD,1:41.908,BRZ
48,909,Mark Kilgore,STREET GT - RWD,1:42.177,M4
49,289,Michael Fitzpatrick,TRACK MOD - RWD,1:42.421,CORVETTE
50,21,Devin Herndon,STREET MOD - FWD,1:42.459,GLA
51,654,Nick Aegerter,STREET - AWD,1:42.491,FOCUS
52,19,Josh Powers,TRACK MOD - RWD,1:42.612,CORVETTE
53,50,Azmath Mohammed,CLUB TR - RWD,1:42.626,MR2
54,69,Cody Umbaugh,STREET - FWD,1:42.629,CIVIC
55,64,Alex Westergaard,TRACK MOD - RWD,1:42.639,S2000
56,151,Nathan Poulson,CLUB TR - RWD,1:42.814,BRZ
57,961,John Veloso,STREET GT - RWD,1:42.964,GR SUPRA
58,44,Joel Phillips,STREET GT - RWD,1:43.059,911
59,314,Michael Puglisi,TRACK MOD - AWD,1:43.258,LANCER
60,80,Chris Nahill,CLUB TR - RWD,1:43.279,BRZ
61,155,Munzir Habibovic,STREET - RWD,1:43.725,350Z
62,142,Juan Johnson,CLUB TR - RWD,1:43.734,S2000
63,7,Thomas Halka,STREET - AWD,1:43.862,IMPREZA
64,238,Garrett Gloceri,CLUB TR - RWD,1:43.924,RX-8
65,802,Joel Fallaise,UNLIMITED - RWD,1:43.996,SCR1
66,126,Jacob Abbott,SUNDAE CUP - FWD,1:44.081,FIT
67,40,Ben Bulthuis,STREET GT - RWD,1:44.817,GR SUPRA
68,338,Ernestas Puzelis,UNLIMITED - RWD,1:44.935,370Z
69,230,Daniel Persing,CLUB TR - RWD,1:44.959,BRZ
70,415,Ivan Onofriiciuc,STREET - RWD,1:45.496,370Z
71,241,Dariush Lotfi,CLUB TR - RWD,1:45.566,MX-5 MIATA
72,202,Rebekah Cohen,STREET MOD - FWD,1:46.058,CIVIC TYPE R
73,36,Daniel Cummings,SUPER UNLIMITED - RWD,1:46.134,360
74,191,Jessica Powers,TRACK MOD - RWD,1:46.413,CORVETTE
75,15,Adam Wrobel,CLUB TR - FWD,1:46.808,INTEGRA
76,145,Devin Hofmann,STREET MOD - AWD,1:47.152,WRX
77,266,Shawn Bassett,UNLIMITED - RWD,1:47.244,CIVIC
78,218,Jason Mulderig,CLUB TR - RWD,1:47.791,S2000
79,39,Gregory Formosa,STREET - AWD,1:48.066,LANCER
80,76,Ethan Brown,STREET MOD - FWD,1:49.056,GOLF GTI
81,26,Arthur Dvortsen,CLUB TR - RWD,1:49.291,MX-5 MIATA
82,915,Dylan Rodgers,CLUB TR - RWD,1:50.132,MX-5 MIATA
83,209,Kevin Wendt,STREET - AWD,1:50.317,LEGACY
84,598,Cory Gordinier,STREET MOD - RWD,1:50.644,MX-5 MIATA
85,740,Alexis Fregoso,CLUB TR - FWD,1:51.137,RSX
86,251,Justin Lachausse,STREET MOD - FWD,1:51.559,CAMRY
87,130,James Smith,SUNDAE CUP - FWD,1:51.574,FIT
88,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:51.683,FIT
89,528,Richard Sawicki,SUNDAE CUP - RWD,1:52.135,MX-5 MIATA
90,411,Chris Rice,SUNDAE CUP - FWD,1:52.336,FIT
91,88,Collin Ryser,SUNDAE CUP - FWD,1:52.528,COOPER
92,370,Sam Deuling,SUNDAE CUP - FWD,1:52.627,FIT
93,814,Tony Hodermarsky,UNLIMITED - RWD,1:53.024,MUSTANG
94,134,David Best,SUNDAE CUP - FWD,1:53.263,FIT
95,156,Mike Janssen,SUNDAE CUP - FWD,1:53.405,COOPER
96,67,Jonathan Denk,STREET MOD - FWD,1:53.659,CIVIC
97,729,Chris Murray,SUNDAE CUP - RWD,1:53.791,MX-5 MIATA
98,181,Joseph King,SUNDAE CUP - FWD,1:53.817,PROTEGE
99,707,Piotr Boczek,SUNDAE CUP - FWD,1:54.833,FIT
100,357,Team CSA4,CLUB TR - RWD,1:54.999,GR86
101,373,Benjamin Smolen,CLUB TR - FWD,1:55.763,JETTA
102,823,Erin Weaver,CLUB TR - RWD,1:56.003,MX-5 MIATA
103,216,Nickolas Berg,SUNDAE CUP - FWD,1:56.676,CIVIC
104,322,Justin Okamoto,CLUB TR - RWD,1:57.723,318I
105,122,Jason Davidson,SUNDAE CUP - FWD,1:57.984,FIT
106,717,Scott Hollingsworth,SUNDAE CUP - FWD,1:59.360,FIT
107,993,Samuel Miller,SUNDAE CUP - RWD,2:00.133,MX-5 MIATA
108,124,Damian Mccann,STREET - AWD,3:41.549,IMPREZA
