TrackBattle Practice 1 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,687,Jackie Ding,TRACK MOD - RWD,1:33.756,M2
2,389,Koby Shield,TRACK MOD - RWD,1:34.253,CORVETTE
3,57,Mike Dusold,UNLIMITED - RWD,1:34.697,CAMARO
4,297,Brian Van Orsdol,STREET MOD - RWD,1:34.999,GR SUPRA
5,14,Kal Fortner,STREET MOD - RWD,1:35.219,AMG GT S
6,84,Ido Waksman,STREET GT - RWD,1:35.490,CORVETTE
7,6,Michael Aumick,STREET MOD - AWD,1:35.603,IMPREZA
8,212,Chris Smith,TRACK MOD - RWD,1:35.683,1 SERIES
9,299,Colton Drescosky,TRACK MOD - RWD,1:36.210,VIPER
10,606,Allen Patten,STREET MOD - RWD,1:36.244,GR SUPRA
11,89,Brandon Hodge,TRACK MOD - RWD,1:36.401,GR SUPRA
12,121,Ryan Mathews,STREET MOD - RWD,1:36.551,CORVETTE
13,187,Keenan Prusank,STREET GT - RWD,1:36.737,CAMARO
14,104,Ben Lin,STREET - AWD,1:37.387,
15,41,James Houghton,CLUB TR - FWD,1:39.043,TSX
16,250,Brownfield Andrew,STREET MOD - RWD,1:39.079,GR SUPRA
17,514,Evan Mclaren,CLUB TR - FWD,1:39.164,INTEGRA
18,139,Wilbur Huang,STREET MOD - RWD,1:39.230,GR SUPRA
19,174,David Calzada,UNLIMITED - RWD,1:39.345,
20,326,Stan Fayngold,CLUB TR - RWD,1:39.789,86
21,733,Edvinas Cinga,UNLIMITED - RWD,1:39.997,M3
22,310,Mike Coons,STREET - AWD,1:40.282,IMPREZA
23,511,Peter Granberg,CLUB TR - RWD,1:40.374,BRZ
24,71,Kevin Horn,STREET GT - RWD,1:40.520,CAMARO
25,822,Team P1.tires,STREET GT - RWD,1:40.546,Z06
26,123,Whiskey Danger Racing,CLUB TR - RWD,1:40.555,S2000
27,961,John Veloso,STREET GT - RWD,1:40.631,GR SUPRA
28,194,Mike Callaway,STREET - AWD,1:40.729,IMPREZA
29,13,Jerami Bailey,CLUB TR - RWD,1:40.792,FR-S
30,193,Brad Moore,STREET - RWD,1:40.884,718 CAYMAN
31,364,Nicholas Hendrix,STREET GT - RWD,1:41.095,CORVETTE
32,11,Graham Gaylord,CLUB TR - AWD,1:41.543,COROLLA
33,777,Joshua Halka,STREET - AWD,1:41.571,IMPREZA
34,61,Fez Babar,CLUB TR - RWD,1:41.761,GR86
35,29,Kyle Mckiou,STREET MOD - RWD,1:41.905,GR SUPRA
36,289,Michael Fitzpatrick,TRACK MOD - RWD,1:41.943,CORVETTE
37,50,Azmath Mohammed,CLUB TR - RWD,1:41.958,MR2
38,44,Joel Phillips,STREET GT - RWD,1:42.012,911
39,22,Team VitourP1.com,UNLIMITED - RWD,1:42.461,RX-8
40,600,Izak Ambrose,STREET - AWD,1:42.652,IMPREZA
41,531,Evan Weider,CLUB TR - FWD,1:42.758,CIVIC
42,54,Zachary Moore,STREET MOD - RWD,1:43.006,CORVETTE
43,338,Ernestas Puzelis,UNLIMITED - RWD,1:43.256,370Z
44,39,Gregory Formosa,STREET - AWD,1:43.426,LANCER
45,21,Devin Herndon,STREET MOD - FWD,1:43.475,GLA
46,19,Josh Powers,TRACK MOD - RWD,1:43.683,CORVETTE
47,654,Nick Aegerter,STREET - AWD,1:44.013,FOCUS
48,997,Jason Gaydos,CLUB TR - RWD,1:44.334,BRZ
49,80,Chris Nahill,CLUB TR - RWD,1:44.597,BRZ
