TrackBattle Practice 2 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
51,21,Devin Herndon,STREET MOD - FWD,1:42.942,GLA
52,151,Nathan Poulson,CLUB TR - RWD,1:42.945,BRZ
53,64,Alex Westergaard,TRACK MOD - RWD,1:43.028,S2000
54,19,Josh Powers,TRACK MOD - RWD,1:43.194,CORVETTE
55,7,Thomas Halka,STREET - AWD,1:43.385,IMPREZA
56,69,Cody Umbaugh,STREET - FWD,1:43.450,CIVIC
57,44,Joel Phillips,STREET GT - RWD,1:43.876,911
58,238,Garrett Gloceri,CLUB TR - RWD,1:44.013,RX-8
59,142,Juan Johnson,CLUB TR - RWD,1:44.400,S2000
60,230,Daniel Persing,CLUB TR - RWD,1:45.348,BRZ
61,997,Jason Gaydos,CLUB TR - RWD,1:45.451,BRZ
62,27,Brad Perkins,TRACK MOD - RWD,1:45.987,M3
63,241,Dariush Lotfi,CLUB TR - RWD,1:46.261,MX-5 MIATA
64,15,Adam Wrobel,CLUB TR - FWD,1:47.468,INTEGRA
65,218,Jason Mulderig,CLUB TR - RWD,1:49.616,S2000
66,915,Dylan Rodgers,CLUB TR - RWD,1:51.116,MX-5 MIATA
67,209,Kevin Wendt,STREET - AWD,1:51.163,LEGACY
68,26,Arthur Dvortsen,CLUB TR - RWD,1:52.258,MX-5 MIATA
69,251,Justin Lachausse,STREET MOD - FWD,1:52.468,CAMRY
70,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:52.478,FIT
71,202,Rebekah Cohen,STREET MOD - FWD,1:52.614,CIVIC TYPE R
72,134,David Best,SUNDAE CUP - FWD,1:53.128,FIT
73,88,Collin Ryser,SUNDAE CUP - FWD,1:53.611,COOPER
74,740,Alexis Fregoso,CLUB TR - FWD,1:53.770,RSX
75,67,Jonathan Denk,STREET MOD - FWD,1:54.322,CIVIC
76,411,Chris Rice,CLUB TR - FWD,1:54.545,FIT
77,357,Team CSA4,CLUB TR - RWD,1:54.860,GR86
78,181,Joseph King,SUNDAE CUP - FWD,1:54.943,PROTEGE
79,823,Erin Weaver,CLUB TR - RWD,1:55.522,MX-5 MIATA
80,122,Jason Davidson,SUNDAE CUP - FWD,1:56.186,FIT
81,717,Scott Hollingsworth,SUNDAE CUP - FWD,1:59.552,FIT
82,993,Samuel Miller,SUNDAE CUP - RWD,1:59.881,MX-5 MIATA
83,116,Lennon Radcliffe,SUNDAE CUP - FWD,2:00.139,COROLLA
84,212,Chris Smith,TRACK MOD - RWD,4:26.608,1 SERIES
85,514,Evan Mclaren,CLUB TR - FWD,,INTEGRA
