Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,720,Feras Qartoumy,TRACK MOD - RWD,1:25.549,Corvette
2,991,Jimmy Rauck,TRACK MOD - RWD,1:28.961,GT2RS
3,460,Grant Walker,TRACK MOD - RWD,1:28.993,Miata
4,82,Logan Carswell,UNLIMITED - RWD,1:31.615,Rx-7
5,121,Ryan Mathews,STREET MOD - RWD,1:32.052,Corvette
6,79,Nicholas Kohrs,STREET MOD - FWD,1:32.662,Civic Si
7,52,Nicholas Gardner,UNLIMITED - RWD,1:32.857,GT500
8,248,Mike Kang,STREET MOD - RWD,1:33.331,Supra
9,114,Bronson McNemar,TRACK MOD - RWD,1:33.631,Miata
10,7,Joshua Halka,STREET - AWD,1:33.696,Impreza WRX
11,80,Damian Dabrowski,UNLIMITED - RWD,1:34.116,350z
12,6,Michael Aumick,STREET MOD - AWD,1:34.165,Sti
13,61,Steven Greene,STREET GT - RWD,1:35.126,Corvette GS
14,441,Adam Ulrich,STREET MOD - RWD,1:35.427,Corvette
15,386,Jackie Ding,STREET - AWD,1:35.486,Model 3 Performance
16,63,Luca Barberis,STREET MOD - AWD,1:35.892,Lancer Evolution 9
17,87,Team Twitch,STREET - RWD,1:35.982,M3
18,155,Joseph Mielke,STREET - AWD,1:36.144,Impreza WRX STi
19,834,Andrew Voelkel,STREET GT - RWD,1:36.336,Corvette C8
20,35,Alex Westergaard,STREET MOD - RWD,1:36.514,S2000
21,333,Tony Barber,STREET - AWD,1:36.661,Model 3
22,65,Ben Lin,STREET - AWD,1:36.662,Evo
23,335,Christopher Bickford,STREET GT - RWD,1:36.947,Corvette
24,575,Clay Davidson,STREET MOD - RWD,1:37.151,Mustang
25,76,David Ottobre,UNLIMITED - RWD,1:38.221,Mustang
26,74,Grant Davidson,CLUB TR - FWD,1:38.285,Integra
27,197,Kendall Samuel,UNLIMITED - AWD,1:38.314,Impreza
28,94,Nicholas Phillips,STREET GT - RWD,1:38.630,Corvette Z06
29,4,Matt Williams,CLUB TR - RWD,1:38.631,RX7
30,39,Graham Gaylord,TRACK MOD - RWD,1:39.290,C8
31,462,Connor Gallagher,STREET GT - AWD,1:39.476,GTR
32,12,Andrew Sonnevil,TRACK MOD - RWD,1:39.485,Miata
33,705,Patrick Daugherty,STREET - RWD,1:39.492,M3
34,511,Peter Granberg,STREET MOD - RWD,1:39.565,BRZ
35,495,Richard Cho,STREET - RWD,1:39.618,370Z
36,900,Ian Creps,STREET - FWD,1:39.622,Type R
37,38,Ernestas Puzelis,TRACK MOD - RWD,1:39.843,Corvette Z06
38,167,Taylor Allen,STREET GT - RWD,1:39.934,Corvette Z06
39,255,Ryan Seiler,CLUB TR - RWD,1:39.970,S2000
40,531,Evan Weider,CLUB TR - FWD,1:40.162,Civic
41,14,Kal Fortner,STREET MOD - AWD,1:40.172,S4
42,96,Johnny Cichowski,UNLIMITED - RWD,1:40.189,Miata
43,189,Team Jakoby,CLUB TR - RWD,1:40.299,S2000
44,44,Joel Phillips,UNLIMITED - RWD,1:40.323,Carrera S
45,310,Mike Coons,STREET - AWD,1:40.395,Impreza WRX STI
46,226,Jerry Liu,STREET GT - RWD,1:40.493,Supra
47,27,Ken Devriese,CLUB TR - RWD,1:40.673,S2000
48,470,Edward Segal,STREET - FWD,1:40.718,Civic Type R
49,321,Teagan Thostenson,STREET - AWD,1:40.989,STi
50,28,Peter Zhang,STREET MOD - AWD,1:41.015,Impreza WRX
51,625,Samel Meseljevic,STREET - AWD,1:41.131,EVO X
52,13,Jerami Bailey,STREET MOD - RWD,1:41.257,Frs
53,243,Kevin Zhu,CLUB TR - FWD,1:41.399,Civic Si
54,284,Ido Waksman,CLUB TR - RWD,1:42.001,128i
55,334,Jim Smitholene,CLUB TR - RWD,1:42.078,S2000
56,527,Jackson Jensen,CLUB TR - RWD,1:42.382,S2000
57,316,Phillip Jue,STREET - RWD,1:43.504,350z
58,910,Zachary Anderson,STREET - RWD,1:43.838,350z
59,747,John Butler,STREET - RWD,1:44.120,M3
60,141,Lisa Keyes,STREET - FWD,1:44.289,Civic Si
61,442,Logan Geyer,CLUB TR - RWD,1:44.912,BRZ
62,305,Randy Bader Jr,TRACK MOD - AWD,1:45.274,Impreza RS
63,124,PhD Racing V-Lobster,STREET - FWD,1:45.327,Veloster N
64,203,Austin Leiphart,CLUB TR - RWD,1:46.005,Mx-5
65,528,Richard Sawicki,STREET - RWD,1:46.007,Miata
66,424,Michael Norman,STREET - AWD,1:46.040,STI Hatchback
67,373,Ivan Onofriiciuc,STREET MOD - RWD,1:47.081,370z
68,113,Trip Walker,STREET - RWD,1:47.147,FRS
69,614,Eric Knerr,CLUB TR - RWD,1:47.559,Miata
70,175,Cortland Bailey,TRACK MOD - RWD,1:48.447,325is
71,238,Garrett Gloceri,CLUB TR - RWD,1:48.473,RX-8
72,48,Torry Skurski,STREET - RWD,1:49.108,328i
73,700,Tom Halka,STREET - AWD,1:49.249,2.5 RS
