Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:21.767,Corvette
2,460,Grant Walker,TRACK MOD - RWD,1:29.729,Miata
3,82,Logan Carswell,UNLIMITED - RWD,1:30.840,Rx-7
4,70,Dewey DeWitt,STREET MOD - AWD,1:31.332,Impreza L (Boogeyman)
5,121,Ryan Mathews,STREET MOD - RWD,1:31.608,Corvette
6,248,Mike Kang,STREET MOD - RWD,1:32.492,Supra
7,7,Joshua Halka,STREET - AWD,1:33.107,Impreza WRX
8,80,Damian Dabrowski,UNLIMITED - RWD,1:33.145,350z
9,79,Nicholas Kohrs,STREET MOD - FWD,1:33.514,Civic Si
10,114,Bronson McNemar,TRACK MOD - RWD,1:33.533,Miata
11,96,Johnny Cichowski,UNLIMITED - RWD,1:34.335,Miata
12,52,Nicholas Gardner,UNLIMITED - RWD,1:34.440,GT500
13,63,Luca Barberis,STREET MOD - AWD,1:34.473,Lancer Evolution 9
14,61,Steven Greene,STREET GT - RWD,1:35.177,Corvette GS
15,386,Jackie Ding,STREET - AWD,1:35.290,Model 3 Performance
16,155,Joseph Mielke,STREET - AWD,1:35.382,Impreza WRX STi
17,28,Peter Zhang,STREET MOD - AWD,1:35.473,Impreza WRX
18,65,Ben Lin,STREET - AWD,1:35.510,Evo
19,35,Alex Westergaard,STREET MOD - RWD,1:35.565,S2000
20,335,Christopher Bickford,STREET GT - RWD,1:35.898,Corvette
21,333,Tony Barber,STREET - AWD,1:36.040,Model 3
22,197,Kendall Samuel,UNLIMITED - AWD,1:36.830,Impreza
23,94,Nicholas Phillips,STREET GT - RWD,1:36.970,Corvette Z06
24,511,Peter Granberg,STREET MOD - RWD,1:36.985,BRZ
25,226,Jerry Liu,STREET GT - RWD,1:37.001,Supra
26,76,David Ottobre,UNLIMITED - RWD,1:37.050,Mustang
27,575,Clay Davidson,STREET MOD - RWD,1:37.200,Mustang
28,39,Graham Gaylord,TRACK MOD - RWD,1:37.931,C8
29,255,Ryan Seiler,CLUB TR - RWD,1:38.278,S2000
30,470,Edward Segal,STREET - FWD,1:38.368,Civic Type R
31,462,Connor Gallagher,STREET GT - AWD,1:38.473,GTR
32,531,Evan Weider,CLUB TR - FWD,1:38.563,Civic
33,87,Team Twitch,STREET - RWD,1:38.636,M3
34,900,Ian Creps,STREET - FWD,1:38.962,Type R
35,189,Team Jakoby,CLUB TR - RWD,1:39.152,S2000
36,625,Samel Meseljevic,STREET - AWD,1:39.155,EVO X
37,12,Andrew Sonnevil,TRACK MOD - RWD,1:39.228,Miata
38,705,Patrick Daugherty,STREET - RWD,1:39.255,M3
39,310,Mike Coons,STREET - AWD,1:39.570,Impreza WRX STI
40,4,Matt Williams,CLUB TR - RWD,1:40.327,RX7
41,14,Kal Fortner,STREET MOD - AWD,1:52.464,S4
42,243,Kevin Zhu,CLUB TR - FWD,2:04.400,Civic Si
43,776,Dallas Reed,UNLIMITED - RWD,2:04.797,RX-8
44,284,Ido Waksman,CLUB TR - RWD,2:13.119,128i
45,747,John Butler,STREET - RWD,2:13.428,M3
46,221,Joseph King,TRACK MOD - FWD,2:14.391,Festiva
47,129,Matt Williams,SUNDAE CUP - FWD,2:15.198,Fit
48,321,Teagan Thostenson,STREET - AWD,2:15.942,STi
49,48,Torry Skurski,STREET - RWD,2:16.451,328i
50,726,Jacob Abbott,CLUB TR - AWD,2:17.429,Impreza
51,444,Brian Smith,STREET MOD - FWD,2:17.772,GTI
52,969,Peter Lindberg,SUNDAE CUP - FWD,2:20.778,FIT
53,254,Dusty Michael,SUNDAE CUP - FWD,2:21.181,Fit
54,411,Hard Times Racing,SUNDAE CUP - FWD,2:21.312,Fit
55,334,Jim Smitholene,CLUB TR - RWD,2:21.862,S2000
56,495,Richard Cho,STREET - RWD,2:22.909,370Z
57,926,James Morgan,SUNDAE CUP - FWD,2:22.966,Fit
58,373,Ivan Onofriiciuc,STREET MOD - RWD,2:25.296,370z
59,395,Michael Smith,SUNDAE CUP - FWD,2:26.147,Fit
60,716,Mike Mills,SUNDAE CUP - FWD,2:26.170,Fiesta
61,201,Faaez Dar,SUNDAE CUP - FWD,2:28.461,Fit
62,433,Bob Miller,SUNDAE CUP - FWD,2:28.864,Rio
63,528,Richard Sawicki,STREET - RWD,2:36.892,Miata
64,809,Daniel Malloy,SUNDAE CUP - FWD,2:45.259,2
65,316,Phillip Jue,STREET - RWD,,350z
66,527,Jackson Jensen,CLUB TR - RWD,,S2000
