Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
62,141,Lisa Keyes,STREET - FWD,1:45.028,Civic Si
63,305,Randy Bader Jr,TRACK MOD - AWD,1:45.173,Impreza RS
64,976,Wes Case,UNLIMITED - RWD,1:45.254,M3
65,316,Phillip Jue,STREET - RWD,1:45.435,350z
66,747,John Butler,STREET - RWD,1:46.006,M3
67,203,Austin Leiphart,CLUB TR - RWD,1:46.097,Mx-5
68,528,Richard Sawicki,STREET - RWD,1:46.497,Miata
69,113,Trip Walker,STREET - RWD,1:47.517,FRS
70,700,Tom Halka,STREET - AWD,1:47.992,2.5 RS
71,373,Ivan Onofriiciuc,STREET MOD - RWD,1:48.231,370z
72,444,Brian Smith,STREET MOD - FWD,1:49.274,GTI
73,48,Torry Skurski,STREET - RWD,1:49.884,328i
74,221,Joseph King,TRACK MOD - FWD,1:49.928,Festiva
75,614,Eric Knerr,CLUB TR - RWD,1:51.189,Miata
76,238,Garrett Gloceri,CLUB TR - RWD,1:51.431,RX-8
77,175,Cortland Bailey,TRACK MOD - RWD,1:51.450,325is
78,726,Jacob Abbott,CLUB TR - AWD,1:53.177,Impreza
79,440,Taylor Steck,STREET - RWD,1:53.817,350z
80,395,Michael Smith,SUNDAE CUP - FWD,1:53.917,Fit
81,411,Hard Times Racing,SUNDAE CUP - FWD,1:54.328,Fit
82,424,Michael Norman,STREET - AWD,1:54.716,STI Hatchback
83,926,James Morgan,SUNDAE CUP - FWD,1:54.763,Fit
84,267,Tony Mester,SUNDAE CUP - FWD,1:55.544,2
85,809,Daniel Malloy,SUNDAE CUP - FWD,1:57.789,2
86,716,Mike Mills,SUNDAE CUP - FWD,1:57.984,Fiesta
87,254,Dusty Michael,SUNDAE CUP - FWD,2:00.378,Fit
88,925,Team Sumlin,SUNDAE CUP - FWD,2:01.672,2
