Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:23.404,Corvette
2,991,Jimmy Rauck,TRACK MOD - RWD,1:28.354,GT2RS
3,30,Steve Luca,UNLIMITED - RWD,1:28.900,Mustang
4,82,Logan Carswell,UNLIMITED - RWD,1:31.190,Rx-7
5,70,Dewey DeWitt,STREET MOD - AWD,1:32.024,Impreza L (Boogeyman)
6,121,Ryan Mathews,STREET MOD - RWD,1:32.137,Corvette
7,7,Joshua Halka,STREET - AWD,1:33.193,Impreza WRX
8,114,Bronson McNemar,TRACK MOD - RWD,1:33.323,Miata
9,52,Nicholas Gardner,UNLIMITED - RWD,1:33.388,GT500
10,248,Mike Kang,STREET MOD - RWD,1:33.952,Supra
11,79,Nicholas Kohrs,STREET MOD - FWD,1:35.137,Civic Si
12,61,Steven Greene,STREET GT - RWD,1:35.342,Corvette GS
13,776,Dallas Reed,UNLIMITED - RWD,1:35.350,RX-8
14,441,Adam Ulrich,STREET MOD - RWD,1:36.482,Corvette
15,6,Michael Aumick,STREET MOD - AWD,1:36.605,Sti
16,386,Jackie Ding,STREET - AWD,1:36.628,Model 3 Performance
17,834,Andrew Voelkel,STREET GT - RWD,1:36.703,Corvette C8
18,65,Ben Lin,STREET - AWD,1:36.741,Evo
19,76,David Ottobre,UNLIMITED - RWD,1:36.883,Mustang
20,38,Ernestas Puzelis,TRACK MOD - RWD,1:37.007,Corvette Z06
21,63,Luca Barberis,STREET MOD - AWD,1:37.069,Lancer Evolution 9
22,333,Tony Barber,STREET - AWD,1:37.076,Model 3
23,74,Grant Davidson,CLUB TR - FWD,1:37.475,Integra
24,335,Christopher Bickford,STREET GT - RWD,1:37.840,Corvette
25,575,Clay Davidson,STREET MOD - RWD,1:37.906,Mustang
26,39,Graham Gaylord,TRACK MOD - RWD,1:37.907,C8
27,80,Damian Dabrowski,UNLIMITED - RWD,1:37.937,350z
28,155,Joseph Mielke,STREET - AWD,1:37.969,Impreza WRX STi
29,35,Alex Westergaard,STREET MOD - RWD,1:38.377,S2000
30,94,Nicholas Phillips,STREET GT - RWD,1:38.740,Corvette Z06
31,462,Connor Gallagher,STREET GT - AWD,1:38.985,GTR
32,511,Peter Granberg,STREET MOD - RWD,1:39.373,BRZ
33,19,Scott Hollingsworth,STREET MOD - RWD,1:39.401,S2000
34,495,Richard Cho,STREET - RWD,1:39.585,370Z
35,167,Taylor Allen,STREET GT - RWD,1:39.907,Corvette Z06
36,705,Patrick Daugherty,STREET - RWD,1:40.101,M3
37,900,Ian Creps,STREET - FWD,1:40.192,Type R
38,255,Ryan Seiler,CLUB TR - RWD,1:40.326,S2000
39,14,Kal Fortner,STREET MOD - AWD,1:40.410,S4
40,470,Edward Segal,STREET - FWD,1:40.439,Civic Type R
41,4,Matt Williams,CLUB TR - RWD,1:40.728,RX7
42,27,Ken Devriese,CLUB TR - RWD,1:41.050,S2000
43,310,Mike Coons,STREET - AWD,1:41.217,Impreza WRX STI
44,334,Jim Smitholene,CLUB TR - RWD,1:41.391,S2000
45,87,Team Twitch,STREET - RWD,1:41.395,M3
46,610,Fez Babar,CLUB TR - RWD,1:41.492,FRS
47,28,Peter Zhang,STREET MOD - AWD,1:41.603,Impreza WRX
48,44,Joel Phillips,UNLIMITED - RWD,1:41.659,Carrera S
49,226,Jerry Liu,STREET GT - RWD,1:41.693,Supra
50,284,Ido Waksman,CLUB TR - RWD,1:41.694,128i
51,243,Kevin Zhu,CLUB TR - FWD,1:41.814,Civic Si
52,531,Evan Weider,CLUB TR - FWD,1:41.903,Civic
53,321,Teagan Thostenson,STREET - AWD,1:42.063,STi
54,12,Andrew Sonnevil,TRACK MOD - RWD,1:42.537,Miata
55,96,Johnny Cichowski,UNLIMITED - RWD,1:42.749,Miata
56,124,PhD Racing V-Lobster,STREET - FWD,1:42.988,Veloster N
57,13,Jerami Bailey,STREET MOD - RWD,1:43.127,Frs
58,189,Team Jakoby,CLUB TR - RWD,1:43.134,S2000
59,910,Zachary Anderson,STREET - RWD,1:43.274,350z
60,527,Jackson Jensen,CLUB TR - RWD,1:44.804,S2000
61,442,Logan Geyer,CLUB TR - RWD,1:44.931,BRZ
