Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
28,575,Clay Davidson,STREET MOD - RWD,1:37.391,Mustang
29,462,Connor Gallagher,STREET GT - AWD,1:37.440,GTR
30,39,Graham Gaylord,TRACK MOD - RWD,1:37.649,C8
31,12,Andrew Sonnevil,TRACK MOD - RWD,1:37.698,Miata
32,38,Ernestas Puzelis,TRACK MOD - RWD,1:38.058,Corvette Z06
33,900,Ian Creps,STREET - FWD,1:38.854,Type R
34,255,Ryan Seiler,CLUB TR - RWD,1:38.921,S2000
35,531,Evan Weider,CLUB TR - FWD,1:38.925,Civic
36,4,Matt Williams,CLUB TR - RWD,1:39.281,RX7
37,28,Peter Zhang,STREET MOD - AWD,1:39.290,Impreza WRX
38,511,Peter Granberg,STREET MOD - RWD,1:39.519,BRZ
39,167,Taylor Allen,STREET GT - RWD,1:39.520,Corvette Z06
40,705,Patrick Daugherty,STREET - RWD,1:39.629,M3
41,495,Richard Cho,STREET - RWD,1:39.841,370Z
42,321,Teagan Thostenson,STREET - AWD,1:39.955,STi
43,334,Jim Smitholene,CLUB TR - RWD,1:40.568,S2000
44,13,Jerami Bailey,STREET MOD - RWD,1:40.677,Frs
45,226,Jerry Liu,STREET GT - RWD,1:40.955,Supra
46,14,Kal Fortner,STREET MOD - AWD,1:41.000,S4
47,470,Edward Segal,STREET - FWD,1:41.059,Civic Type R
48,625,Samel Meseljevic,STREET - AWD,1:41.280,EVO X
49,284,Ido Waksman,CLUB TR - RWD,1:41.291,128i
50,44,Joel Phillips,UNLIMITED - RWD,1:42.088,Carrera S
51,776,Dallas Reed,UNLIMITED - RWD,1:42.310,RX-8
52,310,Mike Coons,STREET - AWD,1:42.401,Impreza WRX STI
53,243,Kevin Zhu,CLUB TR - FWD,1:42.856,Civic Si
54,976,Wes Case,UNLIMITED - RWD,1:43.277,M3
55,528,Richard Sawicki,STREET - RWD,1:46.189,Miata
56,910,Zachary Anderson,STREET - RWD,1:46.426,350z
57,203,Austin Leiphart,CLUB TR - RWD,1:46.455,Mx-5
58,316,Phillip Jue,STREET - RWD,1:46.595,350z
59,373,Ivan Onofriiciuc,STREET MOD - RWD,1:46.738,370z
60,444,Brian Smith,STREET MOD - FWD,1:46.800,GTI
61,747,John Butler,STREET - RWD,1:47.440,M3
62,124,PhD Racing V-Lobster,STREET - FWD,1:47.837,Veloster N
63,27,Ken Devriese,CLUB TR - RWD,1:47.970,S2000
64,527,Jackson Jensen,CLUB TR - RWD,1:47.987,S2000
65,113,Trip Walker,STREET - RWD,1:48.471,FRS
66,424,Michael Norman,STREET - AWD,1:48.567,STI Hatchback
67,221,Joseph King,TRACK MOD - FWD,1:48.682,Festiva
68,614,Eric Knerr,CLUB TR - RWD,1:48.860,Miata
69,141,Lisa Keyes,STREET - FWD,1:49.437,Civic Si
70,175,Cortland Bailey,TRACK MOD - RWD,1:49.592,325is
71,48,Torry Skurski,STREET - RWD,1:49.861,328i
72,726,Jacob Abbott,CLUB TR - AWD,1:50.240,Impreza
73,129,Matt Williams,SUNDAE CUP - FWD,1:51.289,Fit
74,238,Garrett Gloceri,CLUB TR - RWD,1:51.370,RX-8
75,189,Team Jakoby,CLUB TR - RWD,1:52.504,S2000
76,440,Taylor Steck,STREET - RWD,1:52.822,350z
77,411,Hard Times Racing,SUNDAE CUP - FWD,1:54.795,Fit
78,771,Aric Streeter,CLUB TR - RWD,1:55.472,Elise
79,395,Michael Smith,SUNDAE CUP - FWD,1:55.530,Fit
80,926,James Morgan,SUNDAE CUP - FWD,1:55.801,Fit
81,969,Peter Lindberg,SUNDAE CUP - FWD,1:57.414,FIT
82,716,Mike Mills,SUNDAE CUP - FWD,1:58.162,Fiesta
83,809,Daniel Malloy,SUNDAE CUP - FWD,1:58.257,2
84,254,Dusty Michael,SUNDAE CUP - FWD,1:59.281,Fit
85,433,Bob Miller,SUNDAE CUP - FWD,2:08.831,Rio
86,201,Faaez Dar,SUNDAE CUP - FWD,2:15.106,Fit
87,925,Team Sumlin,SUNDAE CUP - FWD,2:15.163,2
88,442,Logan Geyer,CLUB TR - RWD,10:17.255,BRZ
89,305,Randy Bader Jr,TRACK MOD - AWD,11:13.316,Impreza RS
90,206,Dalton Klein,TRACK MOD - RWD,,corvette
91,267,Tony Mester,SUNDAE CUP - FWD,,2
92,79,Nicholas Kohrs,STREET MOD - FWD,,Civic Si
93,700,Tom Halka,STREET - AWD,,2.5 RS
