Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:22.659,Corvette
2,460,Grant Walker,TRACK MOD - RWD,1:29.062,Miata
3,991,Jimmy Rauck,TRACK MOD - RWD,1:29.601,GT2RS
4,82,Logan Carswell,UNLIMITED - RWD,1:31.631,Rx-7
5,121,Ryan Mathews,STREET MOD - RWD,1:31.946,Corvette
6,70,Dewey DeWitt,STREET MOD - AWD,1:32.185,Impreza L (Boogeyman)
7,6,Michael Aumick,STREET MOD - AWD,1:32.257,Sti
8,80,Damian Dabrowski,UNLIMITED - RWD,1:33.180,350z
9,248,Mike Kang,STREET MOD - RWD,1:33.350,Supra
10,52,Nicholas Gardner,UNLIMITED - RWD,1:33.558,GT500
11,7,Joshua Halka,STREET - AWD,1:33.647,Impreza WRX
12,114,Bronson McNemar,TRACK MOD - RWD,1:34.582,Miata
13,386,Jackie Ding,STREET - AWD,1:34.968,Model 3 Performance
14,61,Steven Greene,STREET GT - RWD,1:35.028,Corvette GS
15,155,Joseph Mielke,STREET - AWD,1:35.504,Impreza WRX STi
16,333,Tony Barber,STREET - AWD,1:35.625,Model 3
17,335,Christopher Bickford,STREET GT - RWD,1:35.742,Corvette
18,35,Alex Westergaard,STREET MOD - RWD,1:35.772,S2000
19,63,Luca Barberis,STREET MOD - AWD,1:35.867,Lancer Evolution 9
20,834,Andrew Voelkel,STREET GT - RWD,1:36.178,Corvette C8
21,65,Ben Lin,STREET - AWD,1:36.297,Evo
22,87,Team Twitch,STREET - RWD,1:36.390,M3
23,76,David Ottobre,UNLIMITED - RWD,1:36.910,Mustang
24,441,Adam Ulrich,STREET MOD - RWD,1:36.945,Corvette
25,197,Kendall Samuel,UNLIMITED - AWD,1:37.084,Impreza
26,94,Nicholas Phillips,STREET GT - RWD,1:37.309,Corvette Z06
27,74,Grant Davidson,CLUB TR - FWD,1:37.376,Integra
