TrackBattle Qualifying 2 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,330,James Houghton,CLUB TR - FWD,2:29.938,CSX
2,61,Fez Babar,CLUB TR - RWD,2:32.027,GR86
3,326,Stan Fayngold,CLUB TR - RWD,2:32.215,86
4,199,Ian Flavin,CLUB TR - RWD,2:33.673,BRZ
5,11,Graham Gaylord,CLUB TR - AWD,2:35.360,COROLLA
6,123,Whiskey Danger Racing,CLUB TR - RWD,2:36.611,S2000
7,50,Azmath Mohammed,CLUB TR - RWD,2:36.686,MR2
8,230,Daniel Persing,CLUB TR - RWD,2:36.763,BRZ
9,511,Peter Granberg,CLUB TR - RWD,2:37.116,BRZ
10,223,Kunwoo Lee,CLUB TR - RWD,2:37.598,GR86
11,80,Chris Nahill,CLUB TR - RWD,2:37.644,BRZ
12,151,Nathan Poulson,CLUB TR - RWD,2:38.052,BRZ
13,126,Jacob Abbott,CLUB TR - RWD,2:38.272,BRZ
14,186,Trip Walker,CLUB TR - RWD,2:42.351,FR-S
15,169,Dan Mai,CLUB TR - RWD,2:43.134,325I
16,26,Arthur Dvortsen,CLUB TR - RWD,2:43.553,MX-5 MIATA
17,360,Gopihath Ramchand,CLUB TR - RWD,2:45.957,S2000
18,94,Mike Bryant,CLUB TR - RWD,2:47.068,MX-5
19,329,Greg Diehl,CLUB TR - AWD,2:58.969,Impreza
20,373,Benjamin Smolen,CLUB TR - FWD,3:00.547,JETTA
21,142,Juan Johnson,CLUB TR - RWD,,S2000
1,654,Nick Aegerter,STREET - AWD,2:30.046,FOCUS
2,310,Mike Coons,STREET - AWD,2:31.060,IMPREZA
3,193,Brad Moore,STREET - RWD,2:31.425,718 CAYMAN
4,63,Luca Barberis,STREET - AWD,2:32.361,LANCER
5,38,Aaron Rekkedahl,STREET - FWD,2:35.457,CIVIC TYPE R
6,625,Sam Bosnian,STREET - RWD,2:36.645,350Z
7,622,Jake Rawson,STREET - RWD,2:37.732,M3
8,415,Ivan Onofriiciuc,STREET - RWD,2:38.281,370Z
9,209,Kevin Wendt,STREET - AWD,2:45.188,LEGACY
10,372,Aladin Klicic,STREET - RWD,2:45.895,370Z
11,124,Damian Mccann,STREET - AWD,3:02.947,IMPREZA
12,55,Charles Miller,STREET - AWD,,LANCER
1,84,Ido Waksman,STREET GT - RWD,2:21.293,CORVETTE
2,34,Andy Voelkel,STREET GT - RWD,2:22.943,CORVETTE
3,570,Kyle Magnuson,STREET GT - RWD,2:24.890,718 CAYMAN
4,550,Christian Aranha,STREET GT - RWD,2:27.170,CAMARO
5,187,Keenan Prusank,STREET GT - RWD,2:29.487,CAMARO
6,364,Nicholas Hendrix,STREET GT - RWD,2:29.895,CORVETTE
7,215,Vito Jin,STREET GT - RWD,2:29.986,GR SUPRA
8,75,Jerome Cahuzac,STREET GT - RWD,2:36.721,M2
9,720,Alex Martinez,STREET GT - RWD,2:37.341,M4
1,70,Dewey Dewitt,STREET MOD - AWD,2:16.337,IMPREZA
2,14,Kal Fortner,STREET MOD - RWD,2:20.419,AMG GT S
3,226,Jerry Liu,STREET MOD - RWD,2:24.566,GT4 RS
4,54,Zachary Moore,STREET MOD - RWD,2:24.930,CORVETTE
5,150,Alex Moss,STREET MOD - RWD,2:26.793,S2000
6,108,Andre Wenzel,STREET MOD - RWD,2:28.752,RX-7
7,145,Devin Hofmann,STREET MOD - AWD,2:30.461,WRX
8,139,Wilbur Huang,STREET MOD - RWD,2:31.333,GR SUPRA
9,29,Kyle Mckiou,STREET MOD - RWD,2:32.405,GR SUPRA
10,58,Grant White,STREET MOD - RWD,2:35.927,MUSTANG
11,205,Neal Scharte,STREET MOD - RWD,2:36.870,RX-8
12,517,Tim Lutz,STREET MOD - RWD,2:37.292,CORVETTE
13,67,Jonathan Denk,STREET MOD - FWD,,CIVIC
14,121,Ryan Mathews,STREET MOD - RWD,,CORVETTE
1,528,Richard Sawicki,SUNDAE CUP - RWD,2:52.491,MX-5 MIATA
2,130,James Smith,SUNDAE CUP - FWD,2:54.748,FIT
3,216,Nickolas Berg,SUNDAE CUP - FWD,2:54.881 DQ,FIT
4,370,Sam Deuling,SUNDAE CUP - FWD,2:55.212,FIT
5,181,Joseph King,SUNDAE CUP - FWD,2:55.800,PROTEGE
6,428,Brad Smith,SUNDAE CUP - FWD,2:55.957,FIT
7,144,Ryan Mukherjee,SUNDAE CUP - FWD,2:56.270,FIT
8,292,Jim Frohwirth,SUNDAE CUP - FWD,2:58.708,FIT
9,488,Matt Dietlin,SUNDAE CUP - FWD,2:59.203,FIT
10,122,Jason Davidson,SUNDAE CUP - FWD,2:59.997,FIT
11,808,Lucas Schaar,SUNDAE CUP - FWD,3:00.761,YARIS
12,433,Robert Miller,SUNDAE CUP - FWD,3:03.198,RIO
1,687,Jackie Ding,TRACK MOD - RWD,2:15.450,M2
2,27,Brad Perkins,TRACK MOD - RWD,2:15.520,M3
3,29x,Kyle Mckiou,TRACK MOD - RWD,2:16.270,GR SUPRA
4,445,Justin Peachey,TRACK MOD - RWD,2:17.962,CORVETTE
5,89,Brandon Hodge,TRACK MOD - RWD,2:18.705,GR SUPRA
6,250,Andrew Brownfield,TRACK MOD - RWD,2:19.363,GR SUPRA
7,314,Michael Puglisi,TRACK MOD - AWD,2:20.317,LANCER
8,426,Alex Roy,TRACK MOD - RWD,2:24.659,M3
9,33,Chris Boersma,TRACK MOD - FWD,2:26.343,CIVIC
10,826,Tim Fleury,TRACK MOD - RWD,2:27.233,CAMARO
11,191,Jessica Powers,TRACK MOD - RWD,2:42.727,CORVETTE
12,462,Natalie Corder,TRACK MOD - RWD,2:43.523,MX-5 MIATA
13,19,Josh Powers,TRACK MOD - RWD,,CORVETTE
14,299,Colton Drescosky,TRACK MOD - RWD,,VIPER
1,57,Mike Dusold,UNLIMITED - RWD,2:04.583,CAMARO
2,52,Nicholas Gardner,UNLIMITED - RWD,2:16.849,SHELBY GT500
3,174,David Calzada,UNLIMITED - RWD,2:20.724,Miata
4,324,Jeffrey Gordon,UNLIMITED - RWD,2:24.785,GT3 RS
5,966,Team VitourP1.com,UNLIMITED - RWD,2:27.042,Z06
6,338,Ernestas Puzelis,UNLIMITED - RWD,2:27.089,CAYMAN
7,171,Andrius Bertulis,UNLIMITED - RWD,2:27.734,RCF
8,22,Team P1.tires,UNLIMITED - RWD,2:31.626,CORVETTE
9,610,Nick Anderson,UNLIMITED - RWD,,VIPER
