TrackBattle Practice 2 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,57,Mike Dusold,UNLIMITED - RWD,2:15.068,CAMARO
2,27,Brad Perkins,TRACK MOD - RWD,2:17.713,M3
3,687,Jackie Ding,TRACK MOD - RWD,2:18.004,M2
4,29x,Kyle Mckiou,TRACK MOD - RWD,2:18.086,GR SUPRA
5,29,Kyle Mckiou,STREET MOD - RWD,2:19.803,GR SUPRA
6,89,Brandon Hodge,TRACK MOD - RWD,2:20.331,GR SUPRA
7,52,Nicholas Gardner,UNLIMITED - RWD,2:20.454,SHELBY GT500
8,445,Justin Peachey,TRACK MOD - RWD,2:20.592,CORVETTE
9,70,Dewey Dewitt,STREET MOD - AWD,2:20.918,IMPREZA
10,121,Ryan Mathews,STREET MOD - RWD,2:21.103,CORVETTE
11,314,Michael Puglisi,TRACK MOD - AWD,2:21.494,LANCER
12,250,Andrew Brownfield,TRACK MOD - RWD,2:21.599,GR SUPRA
13,299,Colton Drescosky,TRACK MOD - RWD,2:21.958,VIPER
14,84,Ido Waksman,STREET GT - RWD,2:21.994,CORVETTE
15,34,Andy Voelkel,STREET GT - RWD,2:22.564,CORVETTE
16,171,Andrius Bertulis,UNLIMITED - RWD,2:23.452,RCF
17,33,Chris Boersma,TRACK MOD - FWD,2:25.186,CIVIC
18,324,Jeffrey Gordon,UNLIMITED - RWD,2:25.887,GT3 RS
19,364,Nicholas Hendrix,STREET GT - RWD,2:26.086,CORVETTE
20,570,Kyle Magnuson,STREET GT - RWD,2:26.518,718 CAYMAN
21,226,Jerry Liu,STREET MOD - RWD,2:26.534,GT4 RS
22,966,Team VitourP1.com,UNLIMITED - RWD,2:26.768,Z06
23,187,Keenan Prusank,STREET GT - RWD,2:27.130,CAMARO
24,338,Ernestas Puzelis,UNLIMITED - RWD,2:27.720,CAYMAN
25,398,Mike Vaniperen,TRACK MOD - RWD,2:29.377,MUSTANG
26,193,Brad Moore,STREET - RWD,2:29.649,718 CAYMAN
27,330,James Houghton,CLUB TR - FWD,2:30.783,CSX
28,550,Christian Aranha,STREET GT - RWD,2:31.065,CAMARO
29,625,Sam Bosnian,STREET - RWD,2:31.954,350Z
30,139,Wilbur Huang,STREET MOD - RWD,2:32.165,GR SUPRA
31,511,Peter Granberg,CLUB TR - RWD,2:32.521,BRZ
32,22,Team P1.tires,UNLIMITED - RWD,2:32.778,CORVETTE
33,108,Andre Wenzel,STREET MOD - RWD,2:32.798,RX-7
34,610,Nick Anderson,UNLIMITED - RWD,2:34.178,VIPER
35,326,Stan Fayngold,CLUB TR - RWD,2:34.474,86
36,215,Vito Jin,STREET GT - RWD,2:35.062,GR SUPRA
37,654,Nick Aegerter,STREET - AWD,2:35.079,FOCUS
38,145,Devin Hofmann,STREET MOD - AWD,2:35.387,WRX
39,73,Jeremy Salenius,STREET MOD - RWD,2:36.008,CORVETTE
40,38,Aaron Rekkedahl,STREET - FWD,2:36.023,CIVIC TYPE R
41,310,Mike Coons,STREET - AWD,2:36.071,IMPREZA
42,11,Graham Gaylord,CLUB TR - AWD,2:36.189,COROLLA
43,199,Ian Flavin,CLUB TR - RWD,2:36.922,BRZ
44,19,Josh Powers,TRACK MOD - RWD,2:37.149,CORVETTE
45,426,Alex Roy,TRACK MOD - RWD,2:37.262,M3
46,517,Tim Lutz,STREET MOD - RWD,2:37.642,CORVETTE
47,230,Daniel Persing,CLUB TR - RWD,2:38.801,BRZ
48,123,Whiskey Danger Racing,CLUB TR - RWD,2:38.848,S2000
49,151,Nathan Poulson,CLUB TR - RWD,2:39.042,BRZ
50,14,Kal Fortner,STREET MOD - RWD,2:39.337,AMG GT S
51,155,Munzir Habibovic,STREET - RWD,2:39.417,350Z
52,75,Jerome Cahuzac,STREET GT - RWD,2:39.761,M2
53,126,Jacob Abbott,CLUB TR - RWD,2:39.855,BRZ
54,223,Kunwoo Lee,CLUB TR - RWD,2:40.045,GR86
55,622,Jake Rawson,STREET - RWD,2:40.132,M3
56,415,Ivan Onofriiciuc,STREET - RWD,2:41.131,370Z
57,50,Azmath Mohammed,CLUB TR - RWD,2:41.522,MR2
58,58,Grant White,STREET MOD - RWD,2:41.744,MUSTANG
59,720,Alex Martinez,STREET GT - RWD,2:41.834,M4
60,26,Arthur Dvortsen,CLUB TR - RWD,2:43.955,MX-5 MIATA
61,186,Trip Walker,CLUB TR - RWD,2:45.674,FR-S
62,372,Aladin Klicic,STREET - RWD,2:45.744,370Z
63,169,Dan Mai,CLUB TR - RWD,2:46.179,325I
64,360,Gopihath Ramchand,CLUB TR - RWD,2:46.293,S2000
65,823,Junar Gwinn,CLUB TR - FWD,2:46.467,CIVIC
66,142,Juan Johnson,CLUB TR - RWD,2:47.147,S2000
67,205,Neal Scharte,STREET MOD - RWD,2:47.777,RX-8
68,194,Mike Callaway,STREET - AWD,2:47.877,IMPREZA
69,462,Natalie Corder,TRACK MOD - RWD,2:49.228,MX-5 MIATA
70,209,Kevin Wendt,STREET - AWD,2:51.091,LEGACY
71,80,Chris Nahill,CLUB TR - RWD,2:54.022,BRZ
72,528,Richard Sawicki,SUNDAE CUP - RWD,2:54.060,MX-5 MIATA
73,181,Joseph King,SUNDAE CUP - FWD,2:54.545,PROTEGE
74,130,James Smith,SUNDAE CUP - FWD,2:56.436,FIT
75,216,Nickolas Berg,SUNDAE CUP - FWD,2:57.070,FIT
76,428,Brad Smith,SUNDAE CUP - FWD,2:57.303,FIT
77,144,Ryan Mukherjee,SUNDAE CUP - FWD,2:58.130,FIT
78,370,Sam Deuling,SUNDAE CUP - FWD,2:59.405,FIT
79,292,Jim Frohwirth,SUNDAE CUP - FWD,3:00.200,FIT
80,67,Jonathan Denk,STREET MOD - FWD,3:01.008,CIVIC
81,488,Matt Dietlin,SUNDAE CUP - FWD,3:01.009,FIT
82,122,Jason Davidson,SUNDAE CUP - FWD,3:01.207,FIT
83,808,Lucas Schaar,SUNDAE CUP - FWD,3:02.847,YARIS
84,433,Robert Miller,SUNDAE CUP - FWD,3:05.767,RIO
85,373,Benjamin Smolen,CLUB TR - FWD,3:06.459,JETTA
86,329,Greg Diehl,CLUB TR - AWD,3:08.475,Impreza
87,61,Fez Babar,CLUB TR - RWD,7:48.587,GR86
88,826,Tim Fleury,TRACK MOD - RWD,,CAMARO
89,191,Jessica Powers,TRACK MOD - RWD,,CORVETTE
90,150,Alex Moss,STREET MOD - RWD,,S2000
91,174,David Calzada,UNLIMITED - RWD,,Miata
