Qualifying 3 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,727,Mario Mirone,CLUB TR - FWD,1:36.264,CIVIC
2,61,Fez Babar,CLUB TR - RWD,1:36.667,GR86
3,531,Evan Weider,CLUB TR - FWD,1:36.765,CIVIC
4,514,Evan Mclaren,CLUB TR - FWD,1:36.787,INTEGRA
5,330,James Houghton,CLUB TR - FWD,1:37.297,CSX
6,511,Peter Granberg,CLUB TR - RWD,1:37.451,BRZ
7,11,Graham Gaylord,CLUB TR - FWD,1:39.118,COROLLA
8,880,Jason Nguyen,CLUB TR - RWD,1:39.204,FR-S
9,410,Foster Johnson,CLUB TR - RWD,1:39.218,S2000
10,94,Mike Bryant,CLUB TR - RWD,1:39.795,MX-5
11,13,Jerami Bailey,CLUB TR - RWD,1:40.102,FR-S
12,151,Ian Flavin,CLUB TR - RWD,1:40.422,BRZ
13,161,Todd Kaley,CLUB TR - RWD,1:40.689,BRZ
14,151x,Nathan Poulson,CLUB TR - RWD,1:40.772,BRZ
15,28,Peter Zhang,CLUB TR - RWD,1:40.796,FR-S
16,80,Chris Nahill,CLUB TR - RWD,1:40.925,BRZ
17,442,Logan Geyer,CLUB TR - RWD,1:41.502,BRZ
18,515,Winning Formula,CLUB TR - RWD,1:42.022,S2000
19,142,Juan Johnson,CLUB TR - RWD,1:42.943,S2000
20,238,Garrett Gloceri,CLUB TR - RWD,1:43.950,RX-8
21,611,Benjamin Carter,CLUB TR - RWD,1:44.462,S2000
22,15,Adam Wrobel,CLUB TR - FWD,1:44.980,INTEGRA
23,919,Drew Turner,CLUB TR - RWD,1:46.938,S2000
24,99,George Reeves,CLUB TR - RWD,1:53.350,MX-5
25,823,Erin Weaver,CLUB TR - RWD,1:59.970,Miata
26,232x,Andrew DeKonig,MODEL3 - AWD,1:30.645,Model S
27,63,Luca Barberis,STREET - AWD,1:32.900,LANCER
28,470,Eddy Segal,STREET - FWD,1:37.256,CIVIC
29,39,Gregory Formosa,STREET - AWD,1:38.542,LANCER
30,45,Ross Ligibel,STREET - RWD,1:38.933,M3
31,194,Mike Callaway,STREET - AWD,1:38.964,IMPREZA
32,7,Thomas Halka,STREET - AWD,1:39.367,IMPREZA
33,997,Jason Gaydos,STREET - RWD,1:40.188,BRZ
34,69,Cody Umbaugh,STREET - FWD,1:44.935,CIVIC
35,209,Kevin Wendt,STREET - AWD,1:46.451,LEGACY
36,291,Dylan Rodgers,STREET - RWD,1:47.101,MX-5 MIATA
37,660,Rick Hoback,STREET - RWD,1:48.119,Crown Victoria
38,84,Ido Waksman,STREET GT - RWD,1:31.647,CORVETTE
39,570,Kyle Magnuson,STREET GT - RWD,1:33.366,718 CAYMAN
40,187,Keenan Prusank,STREET GT - RWD,1:33.767,CAMARO
41,17,Alex Artayet,STREET GT - RWD,1:34.888,M3
42,364,Nicholas Hendrix,STREET GT - RWD,1:35.166,CORVETTE
43,363,Michael Kubiak,STREET GT - RWD,1:35.667,CORVETTE
44,89,Brandon Hodge,STREET GT - RWD,1:36.119,GR SUPRA
45,2,Connor Gallagher,STREET GT - AWD,1:36.644,GT-R
46,351,Michael Barnes,STREET GT - RWD,1:36.689,MUSTANG
47,44,Joel Phillips,STREET GT - RWD,1:36.976,911
48,75,Jerome Cahuzac,STREET GT - RWD,1:42.112,M2
49,3,C.J. Mantel,STREET GT - RWD,1:42.406,911
50,40,Ben Bulthuis,STREET GT - RWD,,GR SUPRA
51,70,Dewey Dewitt,STREET MOD - AWD,1:28.395,IMPREZA
52,121,Ryan Mathews,STREET MOD - RWD,1:29.362,CORVETTE
53,14,Kal Fortner,STREET MOD - RWD,1:30.954,AMG GT S
54,29,Kyle Mckiou,STREET MOD - RWD,1:31.593,GR SUPRA
55,307,Andy Hsiao,STREET MOD - RWD,1:33.170,CORVETTE
56,6,Michael Aumick,STREET MOD - AWD,1:33.368,IMPREZA
57,82,Jaime Santos,STREET MOD - RWD,1:33.833,135I
58,62,Matt Simpkins,STREET MOD - RWD,1:34.206,GR SUPRA
59,741,John Butler,STREET MOD - RWD,1:41.737,M3
60,5,Ezekiel Malchow,STREET MOD - RWD,1:44.257,MUSTANG
61,317,Tim Turner,STREET MOD - RWD,1:46.945,M3
62,575,Clay Davidson,STREET MOD - RWD,1:47.342,240SX
63,463,Kevin Gu,SUNDAE CUP - FWD,1:49.044,CIVIC
64,170,Cooper Pierce,SUNDAE CUP - FWD,1:49.285,CIVIC
65,92,Brad Smith,SUNDAE CUP - FWD,1:49.317,Fit
66,134,David Best,SUNDAE CUP - FWD,1:49.499,FIT
67,91,Chris Rice,SUNDAE CUP - FWD,1:49.558,FIT
68,395,Michael Smith,SUNDAE CUP - FWD,1:49.614,FIT
69,174,Jim Rauck,SUNDAE CUP - FWD,1:49.664,CIVIC
70,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:49.970,FIT
71,909,Robertson Racing Mooncake,SUNDAE CUP - FWD,1:50.079,MX-5 MIATA
72,156,Mike Janssen,SUNDAE CUP - FWD,1:50.318,HARDTOP
73,369,Lucas Urban,SUNDAE CUP - FWD,1:50.364,ZX2
74,126,Abbott Auto,SUNDAE CUP - FWD,1:51.206,FIT
75,488,Matt Dietlin,SUNDAE CUP - FWD,1:51.325,FIT
76,130,James Smith,SUNDAE CUP - FWD,1:51.509,FIT
77,357,Luis Rodriguez,SUNDAE CUP - FWD,1:52.014,FIT
78,271,Ryan Carwile,SUNDAE CUP - FWD,1:52.047,COOPER
79,1,Chris Wolf,SUNDAE CUP - FWD,1:54.160,FIT
80,181,Heretics Time Attack,SUNDAE CUP - FWD,1:55.363,2
81,762,Alec Lavelle,SUNDAE CUP - FWD,1:55.858,FIT
