Qualifying 2 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,511,Peter Granberg,CLUB TR - RWD,1:36.130,BRZ
2,61,Fez Babar,CLUB TR - RWD,1:36.593,GR86
3,531,Evan Weider,CLUB TR - FWD,1:36.952,CIVIC
,514,Evan Mclaren,CLUB TR - FWD,1:37.352,INTEGRA
,727,Mario Mirone,CLUB TR - FWD,1:38.028,CIVIC
,11,Graham Gaylord,CLUB TR - FWD,1:39.284,COROLLA
,410,Foster Johnson,CLUB TR - RWD,1:39.876,S2000
,13,Jerami Bailey,CLUB TR - RWD,1:39.920,FR-S
,94,Mike Bryant,CLUB TR - RWD,1:39.960,MX-5
,880,Jason Nguyen,CLUB TR - RWD,1:40.019,FR-S
,161,Todd Kaley,CLUB TR - RWD,1:40.139,BRZ
,80,Chris Nahill,CLUB TR - RWD,1:40.913,BRZ
,151,Ian Flavin,CLUB TR - RWD,1:40.947,BRZ
,515,Winning Formula,CLUB TR - RWD,1:41.665,S2000
,151x,Nathan Poulson,CLUB TR - RWD,1:41.764,BRZ
,28,Peter Zhang,CLUB TR - RWD,1:42.258,FR-S
,442,Logan Geyer,CLUB TR - RWD,1:42.306,BRZ
,611,Benjamin Carter,CLUB TR - RWD,1:42.723,S2000
,238,Garrett Gloceri,CLUB TR - RWD,1:43.274,RX-8
,142,Juan Johnson,CLUB TR - RWD,1:46.145,S2000
,15,Adam Wrobel,CLUB TR - FWD,1:47.895,INTEGRA
,823,Erin Weaver,CLUB TR - RWD,1:55.449,Miata
,99,George Reeves,CLUB TR - RWD,1:57.320,MX-5
,232x,Andrew DeKonig,MODEL3 - AWD,1:28.859,Model S
,333x,Tony Barber,MODEL3 - AWD,1:35.244,Model 3
,555,Joe Mielke,STREET - AWD,1:32.414,WRX STI
,333,Tony Barber,STREET - AWD,1:35.246,MODEL 3
,470,Eddy Segal,STREET - FWD,1:37.221,CIVIC
,39,Gregory Formosa,STREET - AWD,1:38.087,LANCER
,7,Thomas Halka,STREET - AWD,1:38.822,IMPREZA
,194,Mike Callaway,STREET - AWD,1:39.253,IMPREZA
,45,Ross Ligibel,STREET - RWD,1:40.428,M3
,997,Jason Gaydos,STREET - RWD,1:40.847,BRZ
,69,Cody Umbaugh,STREET - FWD,1:43.716,CIVIC
,660,Rick Hoback,STREET - RWD,1:48.659,Crown Victoria
,209,Kevin Wendt,STREET - AWD,1:49.562,LEGACY
,291,Dylan Rodgers,STREET - RWD,1:51.222,MX-5 MIATA
,84,Ido Waksman,STREET GT - RWD,1:31.900,CORVETTE
,570,Kyle Magnuson,STREET GT - RWD,1:32.763,718 CAYMAN
,17,Alex Artayet,STREET GT - RWD,1:34.615,M3
,364,Nicholas Hendrix,STREET GT - RWD,1:34.883,CORVETTE
,89,Brandon Hodge,STREET GT - RWD,1:35.084,GR SUPRA
,363,Michael Kubiak,STREET GT - RWD,1:35.777,CORVETTE
,44,Joel Phillips,STREET GT - RWD,1:36.774,911
,40,Ben Bulthuis,STREET GT - RWD,1:36.776,GR SUPRA
,2,Connor Gallagher,STREET GT - AWD,1:36.793,GT-R
,8,Andrew Mishra,STREET GT - RWD,1:37.293,CAYMAN
,187,Keenan Prusank,STREET GT - RWD,1:37.366,CAMARO
,351,Michael Barnes,STREET GT - RWD,1:37.383,MUSTANG
,34,Austin Hertel,STREET GT - RWD,1:39.732,M2
,75,Jerome Cahuzac,STREET GT - RWD,1:41.951,M2
,3,C.J. Mantel,STREET GT - RWD,1:43.243,911
,70,Dewey Dewitt,STREET MOD - AWD,1:28.989,IMPREZA
,121,Ryan Mathews,STREET MOD - RWD,1:30.298,CORVETTE
,6,Michael Aumick,STREET MOD - AWD,1:30.439,IMPREZA
,14,Kal Fortner,STREET MOD - RWD,1:30.742,AMG GT S
,29,Kyle Mckiou,STREET MOD - RWD,1:31.530,GR SUPRA
,307,Andy Hsiao,STREET MOD - RWD,1:32.646,CORVETTE
,82,Jaime Santos,STREET MOD - RWD,1:32.786,135I
,62,Matt Simpkins,STREET MOD - RWD,1:34.238,GR SUPRA
,741,John Butler,STREET MOD - RWD,1:41.355,M3
,317,Tim Turner,STREET MOD - RWD,1:47.958,M3
,575,Clay Davidson,STREET MOD - RWD,1:49.542,240SX
,5,Ezekiel Malchow,STREET MOD - RWD,,MUSTANG
,134,David Best,SUNDAE CUP - FWD,1:49.323,FIT
,130,James Smith,SUNDAE CUP - FWD,1:49.384,FIT
,92,Brad Smith,SUNDAE CUP - FWD,1:49.902,Fit
,463,Kevin Gu,SUNDAE CUP - FWD,1:50.004,CIVIC
,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:50.530,FIT
,156,Mike Janssen,SUNDAE CUP - FWD,1:50.616,HARDTOP
,395,Michael Smith,SUNDAE CUP - FWD,1:51.137,FIT
,170,Cooper Pierce,SUNDAE CUP - FWD,1:51.280,CIVIC
,91,Chris Rice,SUNDAE CUP - FWD,1:51.376,FIT
,369,Lucas Urban,SUNDAE CUP - FWD,1:51.928,ZX2
,488,Matt Dietlin,SUNDAE CUP - FWD,1:52.032,FIT
,126,Abbott Auto,SUNDAE CUP - FWD,1:52.049,FIT
,271,Ryan Carwile,SUNDAE CUP - FWD,1:53.328,COOPER
,909,Robertson Racing Mooncake,SUNDAE CUP - FWD,1:54.879,MX-5 MIATA
,181,Heretics Time Attack,SUNDAE CUP - FWD,1:55.051,2
,1,Chris Wolf,SUNDAE CUP - FWD,1:56.479,FIT
,357,Luis Rodriguez,SUNDAE CUP - FWD,1:57.014,FIT
,762,Alec Lavelle,SUNDAE CUP - FWD,1:57.664,FIT
,969,Pete Lindberg,SUNDAE CUP - FWD,1:57.784,FIT
,968,Erin Weaver,SUNDAE CUP - FWD,2:02.674,COUPE
,175,Adam Morgan,SUNDAE CUP - FWD,2:07.701,FIT
,174,Jim Rauck,SUNDAE CUP - FWD,,CIVIC
,232,Andrew DeKonig,TRACK MOD - RWD,1:28.860,Model S
,33,Chris Boersma,TRACK MOD - FWD,1:30.318,CIVIC
,7,Luke Mcgrew,TRACK MOD - RWD,1:32.095,CORVETTE
,19,Josh Powers,TRACK MOD - RWD,1:36.548,CORVETTE
,212,Chris Smith,TRACK MOD - RWD,1:37.262,1 SERIES
,404,David Bamforth,TRACK MOD - AWD,1:38.186,IMPREZA
