Qualifying 2 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
,12,Andrew Sonnevil,TRACK MOD - RWD,1:40.455,MX-5 Miata
,64,Alex Westergaard,TRACK MOD - RWD,1:41.168,S2000
,191,Jessica Powers,TRACK MOD - RWD,1:42.395,CORVETTE
,114,Bronson Mcnemar,TRACK MOD - RWD,,MX-5 MIATA
,52,Nicholas Gardner,UNLIMITED - RWD,1:31.131,SHELBY GT500
,430,Devan Keeling,UNLIMITED - RWD,1:32.289,MUSTANG
,500,Steve Luca,UNLIMITED - RWD,1:32.849,MUSTANG
,338,Ernestas Puzelis,UNLIMITED - RWD,1:32.941,CORVETTE C6
,171,Andrius Bertulis,UNLIMITED - RWD,1:35.994,RCF
,22,Dallas Reed,UNLIMITED - RWD,6:42.309,RX-8
