Practice 2 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
27,232x,Andrew DeKonig,MODEL3 - AWD,1:35.736,Model S
28,363,Michael Kubiak,STREET GT - RWD,1:35.839,CORVETTE
29,77,Jason Kanakry,TRACK MOD - RWD,1:36.411,M3
30,40,Ben Bulthuis,STREET GT - RWD,1:36.591,GR SUPRA
31,351,Michael Barnes,STREET GT - RWD,1:36.596,MUSTANG
32,187,Keenan Prusank,STREET GT - RWD,1:36.599,CAMARO
33,727,Mario Mirone,CLUB TR - FWD,1:37.006,CIVIC
34,2,Connor Gallagher,STREET GT - AWD,1:37.707,GT-R
35,8,Andrew Mishra,STREET GT - RWD,1:37.915,CAYMAN
36,338,Ernestas Puzelis,UNLIMITED - RWD,1:37.933,CORVETTE C6
37,514,Evan Mclaren,CLUB TR - FWD,1:37.999,INTEGRA
38,470,Eddy Segal,STREET - FWD,1:38.231,CIVIC
39,19,Josh Powers,TRACK MOD - RWD,1:38.494,CORVETTE
40,531,Evan Weider,CLUB TR - FWD,1:38.781,CIVIC
41,511,Peter Granberg,CLUB TR - RWD,1:38.817,BRZ
42,404,David Bamforth,TRACK MOD - AWD,1:38.880,IMPREZA
43,39,Gregory Formosa,STREET - AWD,1:38.913,LANCER
44,330,James Houghton,CLUB TR - FWD,1:39.020,CSX
45,61,Fez Babar,CLUB TR - RWD,1:39.049,GR86
46,194,Mike Callaway,STREET - AWD,1:39.326,IMPREZA
47,13,Jerami Bailey,CLUB TR - RWD,1:39.729,FR-S
48,410,Foster Johnson,CLUB TR - RWD,1:39.999,S2000
49,12,Andrew Sonnevil,TRACK MOD - RWD,1:40.233,MX-5 Miata
50,94,Mike Bryant,CLUB TR - RWD,1:40.575,MX-5
51,7,Thomas Halka,STREET - AWD,1:40.754,IMPREZA
52,161,Todd Kaley,CLUB TR - RWD,1:40.870,BRZ
53,64,Alex Westergaard,TRACK MOD - RWD,1:41.113,S2000
54,515,Winning Formula,CLUB TR - RWD,1:41.476,S2000
55,28,Peter Zhang,CLUB TR - RWD,1:41.576,FR-S
56,11,Graham Gaylord,CLUB TR - FWD,1:41.631,COROLLA
57,880,Jason Nguyen,CLUB TR - RWD,1:41.644,FR-S
58,212,Chris Smith,TRACK MOD - RWD,1:42.451,1 SERIES
59,80,Chris Nahill,CLUB TR - RWD,1:42.529,BRZ
60,151,Last Minute Racing,CLUB TR - RWD,1:42.533,BRZ
61,997,Jason Gaydos,STREET - RWD,1:42.695,BRZ
62,611,Benjamin Carter,CLUB TR - RWD,1:42.721,S2000
63,191,Jessica Powers,TRACK MOD - RWD,1:42.894,CORVETTE
64,442,Logan Geyer,CLUB TR - RWD,1:43.321,BRZ
65,741,John Butler,STREET MOD - RWD,1:43.534,M3
66,75,Jerome Cahuzac,STREET GT - RWD,1:43.683,M2
67,142,Juan Johnson,CLUB TR - RWD,1:43.877,S2000
68,3,C.J. Mantel,STREET GT - RWD,1:44.854,911
69,238,Garrett Gloceri,CLUB TR - RWD,1:45.717,RX-8
70,15,Adam Wrobel,CLUB TR - FWD,1:46.078,INTEGRA
71,317,Tim Turner,STREET MOD - RWD,1:46.305,M3
72,209,Kevin Wendt,STREET - AWD,1:46.930,LEGACY
73,575,Clay Davidson,STREET MOD - RWD,1:48.111,240SX
74,291,Dylan Rodgers,STREET - RWD,1:48.384,MX-5 MIATA
75,130,James Smith,SUNDAE CUP - FWD,1:48.609,FIT
76,92,Brad Smith,SUNDAE CUP - FWD,1:49.104,Fit
77,395,Michael Smith,SUNDAE CUP - FWD,1:49.833,FIT
78,91,Chris Rice,SUNDAE CUP - FWD,1:49.841,FIT
79,170,Cooper Pierce,SUNDAE CUP - FWD,1:49.938,CIVIC
80,660,Rick Hoback,STREET - RWD,1:49.940,Crown Victoria
81,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:50.180,FIT
82,156,Mike Janssen,SUNDAE CUP - FWD,1:50.261,HARDTOP
83,463,Kevin Gu,SUNDAE CUP - FWD,1:50.349,CIVIC
84,134,David Best,SUNDAE CUP - FWD,1:50.355,FIT
85,174,Jim Rauck,SUNDAE CUP - FWD,1:50.721,CIVIC
86,909,Robertson Racing Mooncake,SUNDAE CUP - FWD,1:50.837,MX-5 MIATA
87,488,Matt Dietlin,SUNDAE CUP - FWD,1:51.165,FIT
88,357,Luis Rodriguez,SUNDAE CUP - FWD,1:52.969,FIT
89,369,Lucas Urban,SUNDAE CUP - FWD,1:52.979,ZX2
90,271,Ryan Carwile,SUNDAE CUP - FWD,1:54.484,COOPER
91,1,Chris Wolf,SUNDAE CUP - FWD,1:54.795,FIT
92,181,Heretics Time Attack,SUNDAE CUP - FWD,1:55.306,2
93,99,George Reeves,CLUB TR - RWD,1:55.543,MX-5
94,95,Will Stewart,STREET MOD - RWD,1:59.959,MX-5 MIATA
95,175,Adam Morgan,SUNDAE CUP - FWD,2:01.516,FIT
96,968,Erin Weaver,SUNDAE CUP - FWD,2:04.106,COUPE
97,126,Abbott Auto,SUNDAE CUP - FWD,2:04.969,FIT
98,279,Kris Kavar,STREET MOD - FWD,,CIVIC
99,162,Brian Blaine,TRACK MOD - RWD,,CIVIC
100,266,Shawn Bassett,UNLIMITED - RWD,,CIVIC
101,5,Ezekiel Malchow,STREET MOD - RWD,,MUSTANG
102,430,Devan Keeling,UNLIMITED - RWD,,MUSTANG
