Practice 2 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,70,Dewey Dewitt,STREET MOD - AWD,1:28.478,IMPREZA
2,182,Logan Carswell,UNLIMITED - RWD,1:28.773,RX-7
3,7,Luke Mcgrew,TRACK MOD - RWD,1:30.672,CORVETTE
4,22,Dallas Reed,UNLIMITED - RWD,1:30.818,RX-8
5,121,Ryan Mathews,STREET MOD - RWD,1:31.082,CORVETTE
6,52,Nicholas Gardner,UNLIMITED - RWD,1:31.161,SHELBY GT500
7,29,Kyle Mckiou,STREET MOD - RWD,1:31.546,GR SUPRA
8,114,Bronson Mcnemar,TRACK MOD - RWD,1:31.665,MX-5 MIATA
9,14,Kal Fortner,STREET MOD - RWD,1:31.740,AMG GT S
10,6,Michael Aumick,STREET MOD - AWD,1:32.223,IMPREZA
11,84,Ido Waksman,STREET GT - RWD,1:32.781,CORVETTE
12,555,Joe Mielke,STREET - AWD,1:33.506,WRX STI
13,63,Luca Barberis,STREET - AWD,1:33.791,LANCER
14,171,Andrius Bertulis,UNLIMITED - RWD,1:33.824,RCF
15,307,Andy Hsiao,STREET MOD - RWD,1:33.861,CORVETTE
16,54,Zachary Moore,STREET MOD - RWD,1:34.313,CORVETTE
17,333,Tony Barber,STREET - AWD,1:34.544,MODEL 3
18,333x,Tony Barber,MODEL3 - AWD,1:34.545,Model 3
19,82,Jaime Santos,STREET MOD - RWD,1:34.555,135I
20,570,Kyle Magnuson,STREET GT - RWD,1:34.695,718 CAYMAN
21,89,Brandon Hodge,STREET GT - RWD,1:35.562,GR SUPRA
22,17,Alex Artayet,STREET GT - RWD,1:35.630,M3
23,44,Joel Phillips,STREET GT - RWD,1:35.657,911
24,62,Matt Simpkins,STREET MOD - RWD,1:35.659,GR SUPRA
25,364,Nicholas Hendrix,STREET GT - RWD,1:35.714,CORVETTE
26,232,Andrew DeKonig,TRACK MOD - RWD,1:35.725,Model S
