Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:24.250,Corvette
2,212,Shawn Krebsbach,STREET MOD - AWD,1:31.723,Evo
3,180,Robert Thorne,TRACK MOD - RWD,1:33.037,S2000
4,30,Steve Luca,UNLIMITED - RWD,1:33.503,Mustang
5,80,Damian Dabrowski,UNLIMITED - RWD,1:33.829,350z
6,70,Dewey DeWitt,STREET MOD - AWD,1:35.045,Impreza L (Boogeyman)
7,991,Jimmy Rauck,TRACK MOD - RWD,1:35.185,GT2RS
8,776,Dallas Reed,UNLIMITED - RWD,1:35.572,RX-8
9,174,David Calzada,UNLIMITED - RWD,1:36.443,Miata
10,155,Joseph Mielke,STREET - AWD,1:36.654,Impreza WRX STi
11,7,Joshua Halka,STREET - AWD,1:36.988,Impreza WRX
12,441,Adam Ulrich,STREET MOD - RWD,1:37.833,Corvette
13,77,Alex Artayet,STREET GT - RWD,1:37.958,M3
14,28,Peter Zhang,STREET MOD - AWD,1:38.056,Impreza WRX
15,623,Stan Fayngold,STREET - AWD,1:38.093,EVO X
16,87,Team Twitch,STREET - RWD,1:38.494,M3
17,197,Kendall Samuel,UNLIMITED - AWD,1:38.496,Impreza
18,335,Christopher Bickford,STREET GT - RWD,1:38.651,Corvette
19,827,Vito Jin,STREET GT - RWD,1:38.720,M4
20,63,Luca Barberis,STREET MOD - AWD,1:38.960,Lancer Evolution 9
21,55,Charles Miller,STREET - AWD,1:39.272,Evo 9
22,834,Andrew Voelkel,STREET GT - RWD,1:39.336,Corvette C8
23,386,Jackie Ding,STREET - AWD,1:39.371,Model 3 Performance
24,771,Aric STREETer,CLUB TR - RWD,1:39.386,Elise
25,65,Ben Lin,STREET - AWD,1:39.399,Evo
26,333,Tony Barber,STREET - AWD,1:39.783,Model 3
27,19,Scott Hollingsworth,STREET MOD - RWD,1:39.853,S2000
28,52,Nicholas Gardner,UNLIMITED - RWD,1:39.990,GT500
29,74,Grant Davidson,STREET - FWD,1:40.260,Integra
30,4,Matt Williams,CLUB TR - RWD,1:40.332,RX7
31,66,Ben Thorn,CLUB TR - FWD,1:40.463,Civic
32,575,Clay Davidson,STREET MOD - RWD,1:40.774,Mustang
33,437,Cory Ross,TRACK MOD - RWD,1:41.003,M3
34,44,Joel Phillips,TRACK MOD - RWD,1:41.032,991
35,310,Mike Coons,STREET - AWD,1:41.139,Impreza WRX STI
36,36,Ben Mich,STREET MOD - RWD,1:41.222,RX-7
37,10,Kyoo Lee,STREET - AWD,1:41.564,Evo
38,12,Andrew Sonnevil,TRACK MOD - RWD,1:41.609,Miata
39,172,Anish Ramrakhyani,CLUB TR - RWD,1:41.616,S2000
40,255,Ryan Seiler,CLUB TR - RWD,1:41.945,S2000
41,470,Edward Segal,STREET - FWD,1:42.105,Civic Type R
42,340,Brian Leazenby,STREET GT - RWD,1:42.116,Mustang
43,495,Richard Cho,STREET - RWD,1:42.139,370Z
44,189,Team Jakoby,CLUB TR - RWD,1:42.207,S2000
45,625,Samel Meseljevic,STREET - AWD,1:42.322,EVO X
46,106,Jason Kanakry,STREET GT - RWD,1:42.367,M3
47,226,Jerry Liu,STREET GT - RWD,1:42.494,Supra
