Heat 9 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:25.439,Corvette
2,212,Shawn Krebsbach,STREET MOD - AWD,1:31.917,Evo
3,6,Michael Aumick,STREET MOD - AWD,1:34.398,Sti
4,30,Steve Luca,UNLIMITED - RWD,1:34.476,Mustang
5,460,Grant Walker,TRACK MOD - RWD,1:34.529,Miata
6,197,Kendall Samuel,UNLIMITED - AWD,1:34.556,Impreza
7,70,Dewey DeWitt,STREET MOD - AWD,1:34.562,Impreza L (Boogeyman)
8,80,Damian Dabrowski,UNLIMITED - RWD,1:34.591,350z
9,991,Jimmy Rauck,TRACK MOD - RWD,1:35.533,GT2RS
10,174,David Calzada,UNLIMITED - RWD,1:36.818,Miata
11,441,Adam Ulrich,STREET MOD - RWD,1:36.866,Corvette
12,155,Joseph Mielke,STREET - AWD,1:37.052,Impreza WRX STi
13,77,Alex Artayet,STREET GT - RWD,1:38.051,M3
14,623,Stan Fayngold,STREET - AWD,1:38.154,EVO X
15,52,Nicholas Gardner,UNLIMITED - RWD,1:38.163,GT500
16,7,Joshua Halka,STREET - AWD,1:38.175,Impreza WRX
17,87,Team Twitch,STREET - RWD,1:38.658,M3
18,335,Christopher Bickford,STREET GT - RWD,1:38.860,Corvette
19,55,Charles Miller,STREET - AWD,1:39.117,Evo 9
20,333,Tony Barber,STREET - AWD,1:39.305,Model 3
21,19,Scott Hollingsworth,STREET MOD - RWD,1:39.429,S2000
22,771,Aric STREETer,UNLIMITED - RWD,1:39.628,Elise
23,65,Ben Lin,STREET - AWD,1:39.752,Evo
24,827,Vito Jin,STREET GT - RWD,1:39.914,M4
25,79,Nicholas Kohrs,STREET MOD - FWD,1:39.957,Civic Si
26,63,Luca Barberis,STREET MOD - AWD,1:40.005,Lancer Evolution 9
27,437,Cory Ross,TRACK MOD - RWD,1:40.039,M3
28,834,Andrew Voelkel,STREET GT - RWD,1:40.157,Corvette C8
29,964,Chris Forestberg,SUPER UNLIMITED - RWD,1:40.161,Altimaniac
30,35,Alex Westergaard,STREET MOD - RWD,1:40.341,S2000
31,74,Grant Davidson,STREET - FWD,1:40.793,Integra
32,625,Samel Meseljevic,STREET - AWD,1:40.970,EVO X
33,12,Andrew Sonnevil,TRACK MOD - RWD,1:40.971,Miata
34,66,Ben Thorn,CLUB TR - FWD,1:41.126,Civic
35,575,Clay Davidson,STREET MOD - RWD,1:41.277,Mustang
36,4,Matt Williams,CLUB TR - RWD,1:41.446,RX7
37,310,Mike Coons,STREET - AWD,1:41.530,Impreza WRX STI
38,226,Jerry Liu,STREET GT - RWD,1:41.955,Supra
39,44,Joel Phillips,TRACK MOD - RWD,1:41.982,991
40,106,Jason Kanakry,STREET GT - RWD,1:42.113,M3
41,470,Edward Segal,STREET - FWD,1:42.362,Civic Type R
42,189,Team Jakoby,CLUB TR - RWD,1:42.400,S2000
43,511,Peter Granberg,STREET MOD - RWD,1:42.487,BRZ
44,224,Charlie Whitney,UNLIMITED - FWD,1:42.572,Festiva
45,109,Dana Basinski,CLUB TR - RWD,1:43.127,Brz
46,495,Richard Cho,STREET - RWD,1:44.100,370Z
47,321,Teagan Thostenson,STREET - AWD,1:44.106,STi
48,31,Bart Goldenbald,TRACK MOD - RWD,1:44.279,Miata
49,514,Evan Mclaren,CLUB TR - FWD,1:44.439,Integra
50,424,Michael Norman,STREET - AWD,1:45.033,STI Hatchback
51,14,Kal Fortner,STREET MOD - AWD,1:45.091,S4
52,610,Fez Babar,CLUB TR - RWD,1:45.357,FRS
53,700,Tom Halka,STREET - AWD,1:45.620,2.5 RS
54,270,Max Rooney,CLUB TR - FWD,1:46.562,Civic Si
55,736,Cody Smith,STREET MOD - RWD,1:46.713,Cutlass
56,58,Benny Buljko,STREET - RWD,1:46.756,370Z
57,373,Ivan Onofriiciuc,STREET MOD - RWD,1:47.023,370z
58,105,Chris Smith,STREET MOD - RWD,1:47.159,135
59,238,Garrett Gloceri,CLUB TR - RWD,1:47.368,RX-8
60,124,PhD Racing V-Lobster,STREET - FWD,1:48.984,Veloster N
61,888,Sammy So,TRACK MOD - AWD,1:49.907,WRX
62,440,Taylor Steck,STREET - RWD,1:50.035,350z
63,230,Lester Epps,CLUB TR - FWD,1:50.380,Celica
64,142,Juan Johnson,CLUB TR - RWD,1:50.748,S2000
65,68,Daniel Montanez,CLUB TR - RWD,1:54.348,BRZ
66,139,Kevin Head,SUNDAE CUP - FWD,1:54.665,Fit
67,47,Nicholas Lucchesi,STREET - FWD,1:54.990,Civic
68,411,Hard Times Racing,SUNDAE CUP - FWD,1:55.151,Fit
69,716,Mike Mills,SUNDAE CUP - FWD,1:57.230,Fiesta
70,595,Dustin Williams,SUNDAE CUP - FWD,1:57.531,Civic
71,926,James Morgan,SUNDAE CUP - FWD,1:57.593,Fit
72,600,Dalton Klein,SUNDAE CUP - FWD,1:57.762,Fit
73,969,Peter Lindberg,SUNDAE CUP - FWD,2:00.139,FIT
74,172,Anish Ramrakhyani,CLUB TR - RWD,,S2000
