Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:24.116,Corvette
2,212,Shawn Krebsbach,STREET MOD - AWD,1:32.781,Evo
3,180,Robert Thorne,TRACK MOD - RWD,1:33.640,S2000
4,991,Jimmy Rauck,TRACK MOD - RWD,1:33.959,GT2RS
5,460,Grant Walker,TRACK MOD - RWD,1:35.097,Miata
6,80,Damian Dabrowski,UNLIMITED - RWD,1:35.944,350z
7,776,Dallas Reed,UNLIMITED - RWD,1:36.134,RX-8
8,174,David Calzada,UNLIMITED - RWD,1:36.494,Miata
9,35,Alex Westergaard,STREET MOD - RWD,1:36.937,S2000
10,155,Joseph Mielke,STREET - AWD,1:36.949,Impreza WRX STi
11,77,Alex Artayet,STREET GT - RWD,1:37.734,M3
12,7,Joshua Halka,STREET - AWD,1:38.046,Impreza WRX
13,79,Nicholas Kohrs,STREET MOD - FWD,1:38.143,Civic Si
14,441,Adam Ulrich,STREET MOD - RWD,1:38.625,Corvette
15,437,Cory Ross,TRACK MOD - RWD,1:38.691,M3
16,87,Team Twitch,STREET - RWD,1:38.730,M3
17,55,Charles Miller,STREET - AWD,1:38.897,Evo 9
18,335,Christopher Bickford,STREET GT - RWD,1:38.978,Corvette
19,386,Jackie Ding,STREET - AWD,1:39.022,Model 3 Performance
20,834,Andrew Voelkel,STREET GT - RWD,1:39.303,Corvette C8
21,128,Joshua Hanger,STREET MOD - RWD,1:39.364,RX-7
22,63,Luca Barberis,STREET MOD - AWD,1:39.475,Lancer Evolution 9
23,52,Nicholas Gardner,UNLIMITED - RWD,1:39.874,GT500
24,827,Vito Jin,STREET GT - RWD,1:40.015,M4
25,333,Tony Barber,STREET - AWD,1:40.015,Model 3
26,19,Scott Hollingsworth,STREET MOD - RWD,1:40.357,S2000
27,74,Grant Davidson,STREET - FWD,1:40.643,Integra
28,575,Clay Davidson,STREET MOD - RWD,1:40.778,Mustang
29,10,Kyoo Lee,STREET - AWD,1:41.049,Evo
30,66,Ben Thorn,CLUB TR - FWD,1:41.186,Civic
31,167,Taylor Allen,UNLIMITED - RWD,1:41.242,Corvette Z06
32,172,Anish Ramrakhyani,CLUB TR - RWD,1:41.388,S2000
33,12,Andrew Sonnevil,TRACK MOD - RWD,1:41.580,Miata
34,511,Peter Granberg,STREET MOD - RWD,1:41.585,BRZ
35,340,Brian Leazenby,STREET GT - RWD,1:41.627,Mustang
36,106,Jason Kanakry,STREET GT - RWD,1:41.629,M3
37,189,Team Jakoby,CLUB TR - RWD,1:41.665,S2000
38,531,Evan Weider,CLUB TR - FWD,1:41.679,Civic
39,625,Samel Meseljevic,STREET - AWD,1:41.830,EVO X
40,36,Ben Mich,STREET MOD - RWD,1:41.887,RX-7
41,44,Joel Phillips,TRACK MOD - RWD,1:41.922,991
42,226,Jerry Liu,STREET GT - RWD,1:42.129,Supra
43,470,Edward Segal,STREET - FWD,1:42.426,Civic Type R
44,109,Dana Basinski,CLUB TR - RWD,1:42.835,Brz
45,31,Bart Goldenbald,TRACK MOD - RWD,1:42.918,Miata
46,255,Ryan Seiler,CLUB TR - RWD,1:43.241,S2000
