GLTC Race 4 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,484,Matan Rosenberg,GLTC - RWD,1:39.154,2,6,,25
2,28,Peter Zhang,GLTC - RWD,1:40.704,2,6,0.205,21
3,272,Larry Moore,GLTC - RWD,1:40.075,2,6,1.005,18
4,173,Anthony Domenici,GLTC - RWD,1:41.177,2,6,1.222,16
5,20,George Koustoumbardis,GLTC - RWD,1:40.642,2,6,0.525,15
6,144,Vytis Aranauskas,GLTC - RWD,1:43.481,6,6,1.3,14
7,244,Abdul Osmani,GLTC - RWD,1:42.752,2,6,1.9,13
8,207,Adam Wood,GLTC - AWD,1:44.222,2,6,0.909,12
9,162,Alex Audi,GLTC - RWD,1:42.351,2,6,0.262,11
10,424,Jayceton Lapid,GLTC - RWD,1:44.608,2,6,0.535,10
11,546,Andy Sundeen,GLTC - RWD,1:43.894,2,6,0.687,9
12,440,Daniel Giraldo,GLTC - RWD,1:45.661,2,6,0.95,8
13,420,Nikita Rushmanov,GLTC - RWD,1:45.877,6,6,0.138,7
14,50,Azmath Mohammed,GLTC - RWD,1:45.678,6,6,0.105,6
15,616,Mark Sadang,GLTC - RWD,1:45.836,6,6,1.162,5
16,333,Fiona Lou,GLTC - RWD,1:45.991,6,6,0.365,4
17,469,Oscar Jackson,GLTC - RWD,1:45.101,6,6,0.321,3
18,5,Kevin Bandy,GLTC - RWD,1:45.137,6,6,0.242,2
19,806,Christopher Rosales,GLTC - FWD,1:44.764,6,6,0.319,1
20,132,Jack Wischmeyer,GLTC - FWD,1:44.092,6,6,0.03,0
21,401,Bryan Zimmerman,GLTC - RWD,1:46.261,2,6,1.787,0
22,53,Rich Leon,GLTC - FWD,,0,6,8.4,0
23,93,Eric Talistu,GLTC - RWD,1:50.884,2,6,0.936,0
24,617,Ryan Fitzgerald,GLTC - RWD,1:50.859,2,6,1.988,0
25,87,Nicholas Stentiford,GLTC - RWD,1:47.710,1,1,5 Laps,0
26,94,Jonathan Lugod,GLTC - RWD,,0,,1 Lap,0
DQ,75,Jon Vo,GLTC - RWD,1:48.442,1,1,,0
