GLTC Race 1 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,484,Matan Rosenberg,GLTC - RWD,1:38.719,2,9,,25
2,47,Justin Ross,GLTC - RWD,1:38.949,6,9,1.621,21
3,17,Tony Marchev,GLTC - RWD,1:40.051,6,9,6.5,18
4,132,Jack Wischmeyer,GLTC - FWD,1:39.639,3,9,5.453,16
5,440,Daniel Giraldo,GLTC - RWD,1:40.633,7,9,1.157,15
6,75,Jon Vo,GLTC - RWD,1:40.246,7,9,7.199,14
7,162,Alex Audi,GLTC - RWD,1:41.029,7,9,0.337,13
8,272,Larry Moore,GLTC - RWD,1:40.582,7,9,0.54,12
9,207,Adam Wood,GLTC - AWD,1:41.044,6,9,5.942,11
10,806,Christopher Rosales,GLTC - FWD,1:42.022,4,9,4.535,10
11,87,Nicholas Stentiford,GLTC - RWD,1:42.045,6,9,0.524,9
12,144,Vytis Aranauskas,GLTC - RWD,1:42.056,4,9,0.962,8
13,20,George Koustoumbardis,GLTC - RWD,1:42.130,3,9,1.543,7
14,28,Peter Zhang,GLTC - RWD,1:40.292,5,9,1.562,6
15,420,Nikita Rushmanov,GLTC - RWD,1:42.435,4,9,0.541,5
16,925,John Borchelt,GLTC - RWD,1:42.153,6,9,0.87,4
17,244,Abdul Osmani,GLTC - RWD,1:43.851,2,9,12.035,3
18,97,Adam Bao,GLTC - RWD,1:43.278,9,9,2.231,2
19,5,Kevin Bandy,GLTC - RWD,1:42.522,6,9,1.129,1
20,333,Fiona Lou,GLTC - RWD,1:43.212,4,9,1.242,0
21,13,Daniel Rose,GLTC - RWD,1:42.182,5,9,1.535,0
22,424,Jayceton Lapid,GLTC - RWD,1:44.302,7,9,10.91,0
23,616,Mark Sadang,GLTC - RWD,1:46.784,5,9,12.055,0
24,401,Bryan Zimmerman,GLTC - RWD,1:46.375,7,9,10.899,0
25,93,Eric Talistu,GLTC - RWD,1:47.639,7,9,3.005,0
26,173,Anthony Domenici,GLTC - RWD,1:42.540,5,8,1 Lap,0
27,53,Rich Leon,GLTC - FWD,1:49.068,6,8,1:02.148,0
28,617,Ryan Fitzgerald,GLTC - RWD,1:55.105,5,8,50.193,0
29,469,Oscar Jackson,GLTC - RWD,,0,,8 Laps,0
30,94,Jonathan Lugod,GLTC - RWD,,0,,2.126,0
