GLTC Race 2 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,484,Matan Rosenberg,GLTC - RWD,1:39.521,3,7,,25
2,47,Justin Ross,GLTC - RWD,1:39.808,3,7,0.722,21
3,132,Jack Wischmeyer,GLTC - FWD,1:40.173,2,7,1.024,18
4,28,Peter Zhang,GLTC - RWD,1:39.792,4,7,1.173,16
5,272,Larry Moore,GLTC - RWD,1:40.463,2,7,0.705,15
6,207,Adam Wood,GLTC - AWD,1:41.743,2,7,0.033,14
7,87,Nicholas Stentiford,GLTC - RWD,1:41.925,2,7,1.105,13
8,144,Vytis Aranauskas,GLTC - RWD,1:41.996,2,7,0.692,12
9,162,Alex Audi,GLTC - RWD,1:41.243,4,7,1.585,11
10,806,Christopher Rosales,GLTC - FWD,1:42.075,2,7,0.338,10
11,925,John Borchelt,GLTC - RWD,1:43.132,4,7,0.501,9
12,173,Anthony Domenici,GLTC - RWD,1:43.947,2,7,0.32,8
13,97,Adam Bao,GLTC - RWD,1:42.821,2,7,1.741,7
14,13,Daniel Rose,GLTC - RWD,1:44.302,2,7,0.904,6
15,424,Jayceton Lapid,GLTC - RWD,1:44.731,2,7,0.544,5
16,244,Abdul Osmani,GLTC - RWD,1:43.657,2,7,0.448,4
17,333,Fiona Lou,GLTC - RWD,1:44.296,3,7,1.172,3
18,546,Andy Sundeen,GLTC - RWD,1:44.227,4,7,0.403,2
19,5,Kevin Bandy,GLTC - RWD,1:43.938,4,7,0,1
20,616,Mark Sadang,GLTC - RWD,1:45.117,7,7,1.812,0
21,20,George Koustoumbardis,GLTC - RWD,1:45.104,7,7,0.781,0
22,401,Bryan Zimmerman,GLTC - RWD,1:44.447,7,7,0.154,0
23,50,Azmath Mohammed,GLTC - RWD,1:44.652,7,7,0.26,0
24,93,Eric Talistu,GLTC - RWD,1:48.174,2,7,6.339,0
25,53,Rich Leon,GLTC - FWD,1:51.706,2,7,4.996,0
26,617,Ryan Fitzgerald,GLTC - RWD,1:53.554,4,7,3.045,0
27,17,Tony Marchev,GLTC - RWD,1:41.267,2,5,2 Laps,0
28,469,Oscar Jackson,GLTC - RWD,1:49.876,1,1,4 Laps,0
DQ,75,Jon Vo,GLTC - RWD,1:40.075,2,7,,0
DQ,440,Daniel Giraldo,GLTC - RWD,1:41.035,2,7,,0
DQ,420,Nikita Rushmanov,GLTC - RWD,1:43.373,2,7,,0
