Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,296,James Houghton,UNLIMITED - AWD,51.299,Evolution
2,326,Sasha Anis,UNLIMITED - RWD,52.968,350Z
3,411,Ryan Tuerck,UNLIMITED - RWD,53.648,GR Supra
4,86,Jackie Ding,STREET MOD - RWD,55.195,GR Supra
5,33,Chris Boersma,TRACK MOD - FWD,55.526,Civic
6,80,Damian Dabrowski,UNLIMITED - RWD,56.032,350Z
7,197,Kendall Samuel,TRACK MOD - AWD,56.351,Impreza
8,14,Kal Fortner,STREET MOD - RWD,57.926,GTS
9,52,Nicholas Gardner,UNLIMITED - RWD,58.227,Mustang
10,176,Cody Hunt,STREET GT - RWD,58.402,Corvette
11,350,Steve Luca,STREET GT - RWD,58.597,Mustang
12,106,Jason Kanakry,STREET MOD - RWD,58.769,720S
13,275,Steven Mahadeo,TRACK MOD - FWD,58.830,Civic
14,66,Ben Thorn,CLUB TR - FWD,59.436,Civic
15,215,Sasha Anis,TRACK MOD - AWD,59.613,Model 3 Peformance
16,60,Christopher Hatch,TRACK MOD - AWD,59.742,Model 3 Peformance
17,399,Kevin Kerr,STREET - AWD,1:00.077,Lancer
18,488,Blake Fitzgerald,CLUB TR - RWD,1:00.370,S2000
19,529,Chris Nahill,STREET MOD - RWD,1:00.438,GR Supra
20,226,Jerry Liu,STREET MOD - RWD,1:00.455,GR Supra
21,470,Eddy Segal,STREET - FWD,1:00.766,Civic
22,449,Colin Fitzgerald,STREET MOD - AWD,1:01.027,WRX
23,95,Darian Taggart,CLUB TR - RWD,1:01.142,S2000
24,511,Peter Granberg,CLUB TR - RWD,1:01.367,BRZ
25,328,Marshall Chang,STREET MOD - RWD,1:01.422,GR Supra
26,21,Teagan Thostenson,STREET - AWD,1:01.558,Impreza
27,450,Christopher Acosta,TRACK MOD - FWD,1:01.974,Civic
28,233,Otto Munoz,CLUB TR - RWD,1:02.124,S2000
29,145,Devin Hofmann,STREET MOD - AWD,1:02.339,WRX
30,204,Michael Budai,STREET MOD - FWD,1:02.396,Civic
31,543,Vincent Nardone,STREET GT - RWD,1:02.441,Mustang
32,53,Benson Tai,CLUB TR - RWD,1:02.657,S2000
33,444,Brian FroZone,STREET MOD - FWD,1:02.728,Golf GTI
34,994,Nathan Brown,STREET - FWD,1:02.955,Golf
35,921,Devin Herndon,STREET - AWD,1:02.996,GLA-Class
36,342,Dan Persing,STREET - AWD,1:03.011,WRX
37,323,Nick Rivadeneira,CLUB TR - RWD,1:03.242,S2000
38,247,Patrick Huxley,TRACK MOD - FWD,1:03.956,Civic
39,595,Dustin Williams,STREET - FWD,1:03.966,Civic
40,403,Donald Lui,CLUB TR - RWD,1:04.075,BRZ
41,13,Jerami Bailey,CLUB TR - RWD,1:04.228,FR-S
42,22,Scott Giles,CLUB TR - FWD,1:04.546,CRX
43,394,William Petrow,STREET - RWD,1:04.561,370Z
44,230,Team NRB,CLUB TR - FWD,1:04.623,Celica
45,580,Junar Gwinn,CLUB TR - FWD,1:04.769,Civic
46,129,Matt Williams,SUNDAE CUP - FWD,1:05.069,Fit
47,464,Nick Babin,CLUB TR - RWD,1:05.248,MX-5 Miata
48,603,Andrew Johnson,STREET - RWD,1:05.316,128
49,500,Sean Sullivan,STREET - FWD,1:05.353,Golf GTI
50,395,Michael-Ross Smith,SUNDAE CUP - FWD,1:05.734,Fit
51,826,Jake Abbott,SUNDAE CUP - FWD,1:06.464,Fit
52,253,Alexander Peterson,STREET MOD - AWD,1:06.605,Legacy
53,235,Anthony Novelli,SUNDAE CUP - FWD,1:06.718,Fit
54,370,Sam Deuling,SUNDAE CUP - FWD,1:07.231,Fit
55,121,Joseph King,SUNDAE CUP - FWD,1:07.287,Protege
56,150,Alex Moss,SUNDAE CUP - FWD,1:07.979,S2000
57,411,Kyle Carstens,SUNDAE CUP - FWD,1:08.618,Fit
58,425,Ethan Brown,STREET MOD - FWD,1:09.163,Golf
59,301,Stewart Storm,SUNDAE CUP - FWD,1:10.042,Fit
60,801,Daniel Malloy,SUNDAE CUP - FWD,1:10.134,2
61,322,Justin Okamoto,CLUB TR - RWD,1:10.345,318i
62,725,Erik Voelkle,SUNDAE CUP - FWD,1:14.855,Fit
63,400,Logan Manning,SUNDAE CUP - FWD,1:20.690,Fit
64,70,Eric (Dewey) DeWitt,STREET MOD - AWD,2:48.913,Impreza
