Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,296,James Houghton,UNLIMITED - AWD,51.740,Evolution
2,326,Sasha Anis,UNLIMITED - RWD,51.830,350Z
3,86,Jackie Ding,STREET MOD - RWD,54.133,GR Supra
4,411,Ryan Tuerck,UNLIMITED - RWD,54.401,GR Supra
5,460,Grant Walker,TRACK MOD - RWD,55.367,MX-5 Miata
6,80,Damian Dabrowski,UNLIMITED - RWD,55.392,350Z
7,33,Chris Boersma,TRACK MOD - FWD,55.818,Civic
8,70,Eric (Dewey) DeWitt,STREET MOD - AWD,56.520,Impreza
9,106,Jason Kanakry,STREET MOD - RWD,57.322,720S
10,52,Nicholas Gardner,UNLIMITED - RWD,57.518,Mustang
11,14,Kal Fortner,STREET MOD - RWD,57.654,GTS
12,176,Cody Hunt,STREET GT - RWD,57.894,Corvette
13,350,Steve Luca,STREET GT - RWD,57.932,Mustang
14,62,Brian Blaine,TRACK MOD - RWD,58.341,RX-7
15,66,Ben Thorn,CLUB TR - FWD,58.666,Civic
16,275,Steven Mahadeo,TRACK MOD - FWD,58.876,Civic
17,144,Kevin Parlett,UNLIMITED - RWD,59.504,G35
18,488,Blake Fitzgerald,CLUB TR - RWD,59.674,S2000
19,511,Peter Granberg,CLUB TR - RWD,59.717,BRZ
20,226,Jerry Liu,STREET MOD - RWD,59.884,GR Supra
21,529,Chris Nahill,STREET MOD - RWD,59.914,GR Supra
22,470,Eddy Segal,STREET - FWD,1:00.137,Civic
23,77,Alex Artayet,STREET GT - RWD,1:00.228,M3
24,399,Kevin Kerr,STREET - AWD,1:00.452,Lancer
25,403,Donald Lui,CLUB TR - RWD,1:00.677,BRZ
26,449,Colin Fitzgerald,STREET MOD - AWD,1:01.062,WRX
27,328,Marshall Chang,STREET MOD - RWD,1:01.132,GR Supra
28,21,Teagan Thostenson,STREET - AWD,1:01.251,Impreza
29,204,Michael Budai,STREET MOD - FWD,1:01.404,Civic
30,543,Vincent Nardone,STREET GT - RWD,1:01.550,Mustang
31,53,Benson Tai,CLUB TR - RWD,1:01.558,S2000
32,450,Christopher Acosta,TRACK MOD - FWD,1:01.931,Civic
33,233,Otto Munoz,CLUB TR - RWD,1:01.943,S2000
34,821,Evan Madore,STREET - FWD,1:01.946,One
35,323,Nick Rivadeneira,CLUB TR - RWD,1:02.047,S2000
36,145,Devin Hofmann,STREET MOD - AWD,1:02.079,WRX
37,252,Kaval Vilkhu,CLUB TR - FWD,1:02.385,Civic
38,994,Nathan Brown,STREET - FWD,1:02.448,Golf
39,342,Dan Persing,STREET - AWD,1:02.676,WRX
40,921,Devin Herndon,STREET - AWD,1:02.892,GLA-Class
41,464,Nick Babin,CLUB TR - RWD,1:03.049,MX-5 Miata
42,13,Jerami Bailey,CLUB TR - RWD,1:03.142,FR-S
43,247,Patrick Huxley,TRACK MOD - FWD,1:03.447,Civic
44,95,Darian Taggart,CLUB TR - RWD,1:03.481,S2000
45,595,Dustin Williams,STREET - FWD,1:03.590,Civic
46,575,Clay Davidson,STREET MOD - RWD,1:03.725,240sx
47,394,William Petrow,STREET - RWD,1:03.814,370Z
48,230,Team NRB,CLUB TR - FWD,1:04.144,Celica
49,500,Sean Sullivan,STREET - FWD,1:04.187,Golf GTI
50,603,Andrew Johnson,STREET - RWD,1:04.943,128
51,228,Justin Kennedy,STREET - FWD,1:05.007,Cooper
52,444,Brian FroZone,STREET MOD - FWD,1:05.128,Golf GTI
53,129,Matt Williams,SUNDAE CUP - FWD,1:05.130,Fit
54,480,Thomas Farrell,STREET - AWD,1:05.321,Golf R
55,580,Junar Gwinn,CLUB TR - FWD,1:05.376,Civic
56,395,Michael-Ross Smith,SUNDAE CUP - FWD,1:05.538,Fit
57,826,Jake Abbott,SUNDAE CUP - FWD,1:06.093,Fit
58,253,Alexander Peterson,STREET MOD - AWD,1:06.665,Legacy
59,235,Anthony Novelli,SUNDAE CUP - FWD,1:06.951,Fit
60,411,Kyle Carstens,SUNDAE CUP - FWD,1:07.061,Fit
61,197,Kendall Samuel,TRACK MOD - AWD,1:07.148,Impreza
62,370,Sam Deuling,SUNDAE CUP - FWD,1:07.283,Fit
63,301,Stewart Storm,SUNDAE CUP - FWD,1:08.226,Fit
64,121,Joseph King,SUNDAE CUP - FWD,1:09.415,Protege
65,150,Alex Moss,SUNDAE CUP - FWD,1:09.590,Fit
66,801,Daniel Malloy,SUNDAE CUP - FWD,1:09.686,2
67,425,Ethan Brown,STREET MOD - FWD,1:11.461,Golf
68,400,Logan Manning,SUNDAE CUP - FWD,1:12.805,Fit
69,725,Erik Voelkle,SUNDAE CUP - FWD,1:14.554,Fit
