Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,80,Damian Dabrowski,UNLIMITED - RWD,55.476,350Z
2,296,James Houghton,UNLIMITED - AWD,55.545,Evolution
3,460,Grant Walker,TRACK MOD - RWD,55.713,MX-5 Miata
4,86,Jackie Ding,STREET MOD - RWD,55.845,GR Supra
5,411,Ryan Tuerck,Unlimited - RWD,56.667,GR Supra
6,70,Eric (Dewey) DeWitt,STREET MOD - AWD,56.748,Impreza
7,150,Alex Moss,STREET MOD - RWD,56.909,S2000
8,14,Kal Fortner,STREET MOD - RWD,58.139,GTS
9,52,Nicholas Gardner,UNLIMITED - RWD,58.253,Mustang
10,33,Chris Boersma,TRACK MOD - FWD,58.343,Civic
11,176,Cody Hunt,STREET GT - RWD,58.382,Corvette
12,106,Jason Kanakry,STREET MOD - RWD,58.540,720S
13,60,Christopher Hatch,TRACK MOD - AWD,59.186,Model 3 Peformance
14,215,Sasha Anis,TRACK MOD - AWD,59.219,Model 3 Peformance
15,350,Steve Luca,STREET GT - RWD,59.525,Mustang
16,529,Chris Nahill,STREET MOD - RWD,59.876,GR Supra
17,65,Ben Lin,STREET - AWD,59.907,Lancer
18,488,Blake Fitzgerald,CLUB TR - RWD,1:00.558,S2000
19,403,Donald Lui,CLUB TR - RWD,1:00.600,BRZ
20,399,Kevin Kerr,STREET - AWD,1:00.764,Lancer
21,77,Alex Artayet,STREET GT - RWD,1:00.863,M3
22,66,Ben Thorn,CLUB TR - FWD,1:01.049,Civic
23,275,Steven Mahadeo,TRACK MOD - FWD,1:01.247,Civic
24,511,Peter Granberg,CLUB TR - RWD,1:01.295,BRZ
25,323,Nick Rivadeneira,CLUB TR - RWD,1:01.503,S2000
26,145,Devin Hofmann,STREET MOD - AWD,1:01.531,WRX
27,821,Evan Madore,STREET - FWD,1:01.542,One
28,251,Chris Smith,STREET MOD - RWD,1:02.024,135i
29,62,Brian Blaine,TRACK MOD - RWD,1:02.131,RX-7
30,328,Marshall Chang,Street Mod - RWD,1:02.216,GR Supra
31,470,Eddy Segal,STREET - FWD,1:02.746,Civic
32,247,Patrick Huxley,TRACK MOD - FWD,1:02.968,Civic
33,342,Dan Persing,STREET - AWD,1:02.999,WRX
34,464,Nick Babin,CLUB TR - RWD,1:03.249,MX-5 Miata
35,21,Teagan Thostenson,STREET - AWD,1:03.349,Impreza
36,514,Evan Mclaren,CLUB TR - FWD,1:03.400,Integra
37,994,Nathan Brown,STREET - FWD,1:03.498,Golf
38,95,Darian Taggart,CLUB TR - RWD,1:03.503,S2000
39,53,Benson Tai,CLUB TR - RWD,1:03.701,S2000
40,230,Team NRB,CLUB TR - FWD,1:03.876,Celica
41,142,Juan Johnson,CLUB TR - RWD,1:03.884,S2000
42,543,Vincent Nardone,STREET GT - RWD,1:03.889,Mustang
43,921,Devin Herndon,STREET - AWD,1:03.994,GLA Class
44,365,William Washburn,Track Mod - RWD,1:04.127,CSL
45,13,Jerami Bailey,CLUB TR - RWD,1:04.187,FR-S
46,575,Clay Davidson,STREET MOD - RWD,1:04.546,240sx
47,603,Andrew Johnson,STREET - RWD,1:04.573,128
48,444,Brian FroZone,STREET MOD - FWD,1:04.597,Golf GTI
49,394,William Petrow,STREET - RWD,1:04.803,370Z
50,395,Michael-Ross Smith,SUNDAE CUP - FWD,1:04.882,Fit
51,96,Sean Heneghan,CLUB TR - FWD,1:04.923,Civic
52,89,Brandon Hodge,STREET GT - RWD,1:05.018,GR Supra
53,411,Kyle Carstens,SUNDAE CUP - FWD,1:05.574,Fit
54,595,Dustin Williams,STREET - FWD,1:05.606,Civic
55,500,Sean Sullivan,STREET - FWD,1:05.859,Golf GTI
56,129,Matt Williams,SUNDAE CUP - FWD,1:06.218,Fit
57,405,David Pratte,STREET MOD - FWD,1:07.720,Integra Type R
58,590,Thomas Farrell,TRACK MOD - AWD,1:08.009,Lancer
59,450,Christopher Acosta,TRACK MOD - FWD,1:08.475,Civic
60,301,Stewart Storm,SUNDAE CUP - FWD,1:08.643,Fit
61,252,Kaval Vilkhu,CLUB TR - FWD,1:08.834,Civic
62,449,Colin Fitzgerald,STREET MOD - AWD,1:10.104,WRX
63,801,Daniel Malloy,SUNDAE CUP - FWD,1:10.272,2
64,228,Justin Kennedy,STREET - FWD,1:10.364,Cooper
65,400,Logan Manning,SUNDAE CUP - FWD,1:11.584,Fit
66,725,Erik Voelkle,SUNDAE CUP - FWD,1:13.221,Fit
67,226,Jerry Liu,STREET MOD - RWD,1:13.339,GR Supra
68,425,Ethan Brown,STREET MOD - FWD,1:15.903,Golf
69,609,CJ Mantel,Street Mod - AWD,,A4
70,197,Kendall Samuel,TRACK MOD - AWD,,Impreza
