Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,133,Dan Foley,UNLIMITED - AWD,2:08.073,Evo x
2,991,Jimmy Rauck,TRACK MOD - RWD,2:10.583,GT2RS
3,150,Alexander Moss,STREET MOD - RWD,2:10.968,S2000
4,441,Adam Ulrich,STREET MOD - RWD,2:12.281,Corvette
5,87,Team Twitch,STREET - RWD,2:14.988,M3
6,176,Jacob Hunt,STREET GT - RWD,2:15.055,Corvette Grand Sport
7,180,Dallas Reed,UNLIMITED - RWD,2:15.278,RX-8
8,670,Doug Francis,STREET GT - RWD,2:15.537,Corvette Z06
9,79,Nicholas Kohrs,STREET MOD - FWD,2:15.626,Civic
10,52,Nicholas Gardner,UNLIMITED - RWD,2:16.121,GT500
11,7,Joshua Halka,STREET - AWD,2:16.406,Impreza WRX
12,335,Christopher Bickford,STREET GT - RWD,2:17.168,Corvette
13,77,Alex Artayet,STREET GT - RWD,2:18.286,M3
14,15,Rusty English,STREET GT - RWD,2:18.827,Corvette Z06
15,333,Tony Barber,STREET - AWD,2:19.041,Model 3
16,2,Ryan Dussex,UNLIMITED - AWD,2:19.320,Impreza
17,10,Kyoo Lee,STREET - AWD,2:19.903,Evo
18,9,Drew Turner,CLUB TR - RWD,2:20.252,S2000
19,64,Grant Mullet,STREET GT - RWD,2:20.782,Corvette
20,705,Patrick Daugherty,STREET - FWD,2:20.823,Type R
21,65,Ben Lin,STREET - AWD,2:21.017,Evo
22,808,Chong Lor,STREET - FWD,2:21.332,Type R
23,83,Shane Duncan,STREET - RWD,2:21.575,S2000
24,189,Jakob Boedenauer,CLUB TR - RWD,2:22.066,S2000
25,145,Devin Hoffman,STREET MOD - AWD,2:22.195,WRX STI
26,4,Matt Williams,CLUB TR - RWD,2:22.399,RX7
27,920,Mary Valdez,STREET - FWD,2:22.820,Civic Type R
28,510,Piero Pucci,STREET MOD - AWD,2:23.070,Evolution 8
29,39,Graham Gaylord,STREET GT - RWD,2:23.135,C8
30,63,Luca Barberis,STREET MOD - AWD,2:23.188,Lancer Evolution 9
31,495,Richard Cho,STREET - RWD,2:23.254,370Z
32,575,Clay Davidson,STREET MOD - RWD,2:23.735,Mustang
33,29,Kevin Tanakhone,CLUB TR - RWD,2:24.181,S2000
34,12,Andrew Sonnevil,TRACK MOD - RWD,2:24.493,Miata
35,112,Ethan Bailey,STREET - AWD,2:24.696,WRX
36,27,Ken Devriese,CLUB TR - RWD,2:25.253,S2000
37,177,Michael Neat,STREET MOD - RWD,2:25.471,FR-S
38,195,Mike Jannsen,STREET - FWD,2:25.580,Civic
39,98,Keyin Ding,STREET - FWD,2:25.885,Focus RS
40,148,Barry Ehrnschwender,STREET GT - RWD,2:26.418,Corvette Grand Sport
41,81,Tyler Powell,UNLIMITED - RWD,2:26.441,240z
42,113,David Walker,STREET - RWD,2:27.633,FRS
43,700,Tom Halka,STREET - AWD,2:27.818,Impreza WRX
44,203,Austin Leiphart,CLUB TR - RWD,2:28.662,Mx-5
45,141,Lisa Keyes,STREET - FWD,2:28.934,Civic Si
46,28,Peter Zhang,CLUB TR - RWD,2:29.820,FRS
47,291,Chad Ross,TRACK MOD - RWD,2:30.538,Corvette Z06
48,46,Nehru Cheddie,STREET - RWD,2:30.612,M3
49,602,Daniel Chun,CLUB TR - FWD,2:30.736,Civic SI
50,206,Dalton Klein,TRACK MOD - RWD,2:31.596,Camaro
51,221,Joseph King,TRACK MOD - FWD,2:34.323,Festiva
52,616,Taylor Bowling,STREET - RWD,2:36.478,S2000
53,395,Michael Smith,SUNDAE CUP - FWD,2:38.378,Fit
54,48,Torry Skurski,STREET - RWD,2:39.214,328i
55,292,Charity Thompson,STREET MOD - RWD,2:40.680,86
56,373,Ivan Onofriiciuc,STREET - RWD,2:44.983,370z
57,197,Kendall Samuel,UNLIMITED - AWD,2:49.162,Impreza
58,139,Team Brap,SUNDAE CUP - FWD,2:49.209,Fit
59,411,Kyle Carstens,SUNDAE CUP - FWD,2:50.167,Fit
60,142,Juan Johnson,STREET MOD - RWD,2:53.776,S2000
61,255,Ryan Seiler,CLUB TR - RWD,,S2000
62,440,Taylor Steck,STREET - RWD,,350z
