Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MOD - RWD,2:08.460,Supra #TA90
2,991,Jimmy Rauck,TRACK MOD - RWD,2:08.640,GT2RS
3,133,Dan Foley,UNLIMITED - AWD,2:09.616,Evo x
4,150,Alexander Moss,STREET MOD - RWD,2:12.342,S2000
5,52,Nicholas Gardner,UNLIMITED - RWD,2:14.541,GT500
6,670,Doug Francis,STREET GT - RWD,2:14.616,Corvette Z06
7,87,Team Twitch,STREET - RWD,2:15.336,M3
8,460,Grant Walker,TRACK MOD - RWD,2:15.364,Miata
9,79,Nicholas Kohrs,STREET MOD - FWD,2:16.407,Civic
10,7,Joshua Halka,STREET - AWD,2:17.198,Impreza WRX
11,335,Christopher Bickford,STREET GT - RWD,2:17.443,Corvette
12,441,Adam Ulrich,STREET MOD - RWD,2:18.150,Corvette
13,176,Jacob Hunt,STREET GT - RWD,2:18.603,Corvette Grand Sport
14,333,Tony Barber,STREET - AWD,2:18.818,Model 3
15,32,Mullet Racing,TRACK MOD - RWD,2:19.064,Corvette
16,2,Ryan Dussex,UNLIMITED - AWD,2:19.887,Impreza
17,291,Chad Ross,TRACK MOD - RWD,2:19.984,Corvette Z06
18,63,Luca Barberis,STREET MOD - AWD,2:20.015,Lancer Evolution 9
19,77,Alex Artayet,STREET GT - RWD,2:20.461,M3
20,65,Ben Lin,STREET - AWD,2:20.686,Evo
21,90,Jimmy Diggs,CLUB TR - FWD,2:20.758,Civic Sport
22,705,Patrick Daugherty,STREET - FWD,2:20.817,Type R
23,10,Kyoo Lee,STREET - AWD,2:20.869,Evo
24,9,Drew Turner,CLUB TR - RWD,2:20.969,S2000
25,39,Jeremy Boysen,STREET GT - RWD,2:21.821,C8
26,495,Richard Cho,STREET - RWD,2:21.943,370Z
27,64,Grant Mullet,STREET GT - RWD,2:22.302,Corvette
28,83,Shane Duncan,STREET - RWD,2:22.703,S2000
29,920,Mary Valdez,STREET - FWD,2:22.741,Civic Type R
30,808,Chong Lor,STREET - FWD,2:22.791,Type R
31,575,Clay Davidson,STREET MOD - RWD,2:22.910,Mustang
32,189,Jakob Boedenauer,CLUB TR - RWD,2:23.022,S2000
33,27,Ken Devriese,CLUB TR - RWD,2:24.864,S2000
34,109,Dana Basinski,CLUB TR - RWD,2:24.893,Brz
35,145,Devin Hoffman,STREET MOD - AWD,2:24.946,WRX STI
36,510,Piero Pucci,STREET MOD - AWD,2:25.178,Evolution 8
37,29,Kevin Tanakhone,CLUB TR - RWD,2:25.288,S2000
38,12,Andrew Sonnevil,TRACK MOD - RWD,2:25.424,Miata
39,177,Michael Neat,STREET MOD - RWD,2:25.646,FR-S
40,4,Matt Williams,CLUB TR - RWD,2:25.649,RX7
41,98,Keyin Ding,STREET - FWD,2:25.978,Focus RS
42,195,Mike Jannsen,STREET - FWD,2:26.402,Civic
43,112,Ethan Bailey,STREET - AWD,2:26.472,WRX
44,327,Scott Knick,UNLIMITED - RWD,2:26.789,Corvette
45,113,David Walker,STREET - RWD,2:26.873,FRS
46,81,Tyler Powell,UNLIMITED - RWD,2:27.017,240z
47,148,Barry Ehrnschwender,STREET GT - RWD,2:28.607,Corvette Grand Sport
48,46,Nehru Cheddie,STREET - RWD,2:29.174,M3
49,203,Austin Leiphart,CLUB TR - RWD,2:30.031,Mx-5
50,141,Lisa Keyes,STREET - FWD,2:30.387,Civic Si
51,385,Ian Manger,STREET - FWD,2:30.413,RSX
52,602,Daniel Chun,CLUB TR - FWD,2:30.921,Civic SI
53,206,Dalton Klein,TRACK MOD - RWD,2:31.206,Camaro
54,255,Ryan Seiler,CLUB TR - RWD,2:31.699,S2000
55,28,Peter Zhang,CLUB TR - RWD,2:32.272,FRS
56,221,Joseph King,TRACK MOD - FWD,2:34.253,Festiva
57,48,Torry Skurski,STREET - RWD,2:38.820,328i
58,700,Tom Halka,STREET - AWD,2:39.234,Impreza WRX
59,395,Michael Smith,SUNDAE CUP - FWD,2:41.854,Fit
60,440,Taylor Steck,STREET - RWD,2:43.853,350z
61,139,Team Brap,SUNDAE CUP - FWD,2:46.897,Fit
62,292,Charity Thompson,STREET MOD - RWD,2:47.678,86
63,142,Juan Johnson,STREET MOD - RWD,2:48.722,S2000
64,373,Ivan Onofriiciuc,STREET - RWD,2:49.284,370z
65,411,Kyle Carstens,SUNDAE CUP - FWD,2:50.337,Fit
66,926,James Morgan,SUNDAE CUP - FWD,2:50.931,Fit
67,433,Bob Miller,SUNDAE CUP - FWD,2:58.614,Rio
68,197,Kendall Samuel,UNLIMITED - AWD,,Impreza
69,180,Dallas Reed,UNLIMITED - RWD,,RX-8
70,245,Justin Peachey,TRACK MOD - RWD,,Corvette
