Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,245,Justin Peachey,TRACK MOD - RWD,2:16.805,Corvette
2,86,Jackie Ding,STREET MOD - RWD,2:18.371,Supra #TA90
3,83,Shane Duncan,STREET - RWD,2:21.474,S2000
4,150,Alexander Moss,STREET MOD - RWD,2:22.685,S2000
5,705,Patrick Daugherty,STREET - FWD,2:22.928,Type R
6,15,Rusty English,STREET GT - RWD,2:23.331,Corvette Z06
7,2,Ryan Dussex,UNLIMITED - AWD,2:23.697,Impreza
8,7,Joshua Halka,STREET - AWD,2:24.240,Impreza WRX
9,670,Doug Francis,STREET GT - RWD,2:24.846,Corvette Z06
10,808,Chong Lor,STREET - FWD,2:25.199,Type R
11,335,Christopher Bickford,STREET GT - RWD,2:25.444,Corvette
12,495,Richard Cho,STREET - RWD,2:25.530,370Z
13,10,Kyoo Lee,STREET - AWD,2:25.969,Evo
14,29,Kevin Tanakhone,CLUB TR - RWD,2:26.053,S2000
15,441,Adam Ulrich,STREET MOD - RWD,2:26.121,Corvette
16,90,Jimmy Diggs,CLUB TR - FWD,2:26.370,Civic Sport
17,148,Barry Ehrnschwender,STREET GT - RWD,2:27.470,Corvette Grand Sport
18,65,Ben Lin,STREET - AWD,2:27.979,Evo
19,333,Tony Barber,STREET - AWD,2:28.003,Model 3
20,176,Jacob Hunt,STREET GT - RWD,2:28.222,Corvette Grand Sport
21,87,Team Twitch,STREET - RWD,2:28.983,M3
22,189,Jakob Boedenauer,CLUB TR - RWD,2:30.256,S2000
23,575,Clay Davidson,STREET MOD - RWD,2:30.275,Mustang
24,63,Luca Barberis,STREET MOD - AWD,2:31.098,Lancer Evolution 9
25,255,Ryan Seiler,CLUB TR - RWD,2:31.309,S2000
26,991,Jimmy Rauck,TRACK MOD - RWD,2:31.324,GT2RS
27,77,Alex Artayet,STREET GT - RWD,2:31.395,M3
28,113,David Walker,STREET - RWD,2:31.988,FRS
29,920,Mary Valdez,STREET - FWD,2:32.301,Civic Type R
30,79,Nicholas Kohrs,STREET MOD - FWD,2:33.201,Civic
31,195,Mike Jannsen,STREET - FWD,2:33.867,Civic
32,700,Tom Halka,STREET - AWD,2:33.965,Impreza WRX
33,27,Ken Devriese,CLUB TR - RWD,2:34.425,S2000
34,203,Austin Leiphart,CLUB TR - RWD,2:34.472,Mx-5
35,385,Ian Manger,STREET - FWD,2:34.917,RSX
36,112,Ethan Bailey,STREET - AWD,2:35.431,WRX
37,98,Keyin Ding,STREET - FWD,2:36.212,Focus RS
38,109,Dana Basinski,CLUB TR - RWD,2:36.627,Brz
39,460,Grant Walker,TRACK MOD - RWD,2:37.752,Miata
40,395,Michael Smith,SUNDAE CUP - FWD,2:40.411,Fit
41,602,Daniel Chun,CLUB TR - FWD,2:40.571,Civic SI
42,46,Nehru Cheddie,STREET - RWD,2:41.436,M3
43,145,Devin Hoffman,STREET MOD - AWD,2:42.625,WRX STI
44,291,Chad Ross,TRACK MOD - RWD,2:42.791,Corvette Z06
45,510,Piero Pucci,STREET MOD - AWD,2:43.509,Evolution 8
46,139,Team Brap,SUNDAE CUP - FWD,2:44.038,Fit
47,221,Joseph King,TRACK MOD - FWD,2:45.441,Festiva
48,327,Scott Knick,UNLIMITED - RWD,2:45.773,Corvette
49,48,Torry Skurski,STREET - RWD,2:50.139,328i
50,81,Tyler Powell,UNLIMITED - RWD,2:50.922,240z
51,141,Lisa Keyes,STREET - FWD,2:51.363,Civic Si
52,411,Kyle Carstens,SUNDAE CUP - FWD,2:51.438,Fit
53,28,Peter Zhang,CLUB TR - RWD,2:53.448,FRS
54,38,Ernestas Puzelis,TRACK MOD - RWD,2:55.383,370Z
55,206,Dalton Klein,TRACK MOD - RWD,3:02.362,Camaro
56,440,Taylor Steck,STREET - RWD,3:02.772,350z
57,142,Juan Johnson,STREET MOD - RWD,3:04.499,S2000
58,373,Ivan Onofriiciuc,STREET - RWD,3:06.010,370z
59,133,Dan Foley,UNLIMITED - AWD,,Evo x
60,52,Nicholas Gardner,UNLIMITED - RWD,,GT500
