RUSH Race 1 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,5,Rob Radmann,RUSH SRX - RWD,1:30.216,2,6,,25
2,8,Blair Hosie,RUSH SRX - RWD,1:29.831,3,6,0.482,21
3,69,Cheddar O'Brien,RUSH SRX - RWD,1:49.658,2,6,1.352,18
4,2,Michael Schneider,RUSH SRX - RWD,1:34.989,2,4,2 Laps,16
5,46,John Ulmer,RUSH SRX - RWD,1:39.145,1,1,,15
1,56,Ryan Leach,RUSH SR - RWD,1:33.838,3,6,0.791,25
2,34,Andy Voelkel,RUSH SR - RWD,1:34.500,3,6,1.445,21
3,253,Hasan Ahmed,RUSH SR - RWD,1:35.169,2,6,0.533,18
4,33,Ethan Alexander,RUSH SR - RWD,1:35.324,3,6,0.514,16
5,190,John Robinson,RUSH SR - RWD,1:35.519,3,6,0.749,15
6,12,Bret Digiacomo,RUSH SR - RWD,1:35.471,2,6,0.953,14
7,74,Jason Oehler,RUSH SR - RWD,1:36.057,2,6,1.440,13
8,18,Darius Garcia,RUSH SR - RWD,1:36.849,2,6,1.589,12
9,28,Tj Hunt,RUSH SR - RWD,1:37.270,2,6,0.685,11
10,188,Matt Wilson,RUSH SR - RWD,1:37.107,2,6,1.404,10
11,53,Evan Shanks,RUSH SR - RWD,1:38.118,2,6,2.019,9
12,199,Michael Neff,RUSH SR - RWD,1:36.486,2,6,0.600,8
13,58,Bill Wright,RUSH SR - RWD,1:40.604,2,6,2.338,7
14,59,Larry Brady,RUSH SR - RWD,1:41.230,2,6,1.128,6
15,22,Jeremy Boysen,RUSH SR - RWD,1:40.416,2,6,1.281,5
16,30,Vilas Saldanha,RUSH SR - RWD,1:41.536,2,6,0.703,4
17,256,Samuel Reed,RUSH SR - RWD,1:41.066,2,6,0.905,3
18,133,Grant Anderson,RUSH SR - RWD,1:40.700,2,6,1.051,2
19,51,Jeff Hughes,RUSH SR - RWD,1:41.018,2,6,0.594,1
20,227,Aj Campo,RUSH SR - RWD,1:40.701,2,6,0.330,0
21,333,Andrew Lee,RUSH SR - RWD,1:42.780,2,6,0.913,0
22,17,John Howe,RUSH SR - RWD,1:48.055,1,6,7.921,0
23,7,Nico Bratz,RUSH SR - RWD,1:39.554,1,1,3 Laps,0
DQ,70,James French,RUSH SR - RWD,1:33.619,3,6,,0
DQ,88,Jaylan Battley,RUSH SR - RWD,1:37.058,2,6,,0
DQ,144,Nate Hamilton,RUSH SR - RWD,1:36.608,2,6,,0
Provisional Results - 5/9/25 12:13,,,,,,,,
Official Results - 5/10/25 13:36,,,,,,,,
"Penalty - Car 70, Pass under yellow, DQ - 5/9/25 13:04",,,,,,,,
"Penalty - Car 88, Pass under yellow, DQ - 5/9/25 13:04",,,,,,,,
"Penalty - Car 144, Pass under yellow, DQ - 5/9/25 13:04",,,,,,,,
"Penalty - Car 46, Incident Responsibility, DQ 5/10/205 13:36",,,,,,,,
