TrackBattle Heat 5 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,714,Sasha Anis,UNLIMITED - RWD,50.686,350Z
2,500,Steven Luca,UNLIMITED - RWD,53.635,MUSTANG
3,606,Allen Patten,STREET MOD - RWD,54.362,GR SUPRA
4,29x,Kyle Mckiou,TRACK MOD - RWD,54.699,GR SUPRA
5,27,Brad Perkins,TRACK MOD - RWD,55.87,M3
6,82,Jaime Santos,STREET MOD - RWD,56.199,135I
7,307,Andy Hsiao,TRACK MOD - RWD,56.74,CORVETTE
8,220,Jesse Echanique,TRACK MOD - AWD,56.839,ECLIPSE
9,490,Peter Liu,STREET MOD - RWD,56.937,GR SUPRA
10,34,Andy Voelkel,STREET GT - RWD,57.002,CORVETTE
11,14,Kal Fortner,STREET MOD - RWD,57.153,AMG GT S
12,84,Ido Waksman,STREET GT - RWD,57.204,CORVETTE
13,150,Alex Moss,STREET MOD - RWD,57.466,S2000
14,525,Jeremy Lowder,UNLIMITED - RWD,57.585,CAMARO
15,404,David Bamforth,TRACK MOD - RWD,57.628,CAYMAN
16,269,Shawn Bassett,UNLIMITED - RWD,57.789,240Z
17,514,Evan Mclaren,CLUB TR - FWD,57.885,INTEGRA
18,63,Luca Barberis,STREET - AWD,58.039,LANCER
19,632,Chris Ferraro,UNLIMITED - RWD,58.074,M3
20,4,Kevin Parlett,UNLIMITED - RWD,58.1,G35
21,555,Joe Mielke,STREET - AWD,58.199,WRX STI
22,275,Steven Mahadeo,TRACK MOD - FWD,58.2,CIVIC
23,187,Keenan Prusank,STREET GT - RWD,58.279,CAMARO
24,114,Bronson Mcnemar,TRACK MOD - RWD,58.326,MX-5 MIATA
25,550,Christian Aranha,STREET GT - RWD,58.348,CAMARO
26,633,Nathan Geyer,UNLIMITED - RWD,58.465,M3
27,511,Peter Granberg,CLUB TR - RWD,58.493,BRZ
28,71,Kevin Horn,STREET GT - RWD,58.813,CAMARO
29,369,Igor Kesilyov,STREET GT - AWD,59.698,MODEL S
30,33,Chris Boersma,TRACK MOD - FWD,59.771,CIVIC
31,727,Mario Mirone,CLUB TR - FWD,59.906,CIVIC
32,2,Connor Gallagher,STREET GT - AWD,1:00.451,GT-R
33,80,Chris Nahill,CLUB TR - RWD,1:00.658,BRZ
34,997,Jason Gaydos,CLUB TR - RWD,1:00.685,BRZ
35,825,Team JZ Motorsports,STREET - FWD,1:00.835,CIVIC
36,800,Joel Fallaise,UNLIMITED - RWD,1:00.896,SCR1
37,230,Daniel Persing,CLUB TR - RWD,1:01.032,BRZ
38,317,Timothy Turner,STREET MOD - RWD,1:01.046,M3
39,281,Randy Reeves,STREET MOD - RWD,1:01.063,MX-5 MIATA
40,50,Azmath Mohammed,CLUB TR - RWD,1:01.118,MR2
41,565,Mark Brylo,STREET - AWD,1:01.188,LANCER
42,174,Nick Green,CLUB TR - FWD,1:01.289,FIT
43,238,Garrett Gloceri,CLUB TR - RWD,1:01.292,RX-8
44,464,Nicholas Babin,CLUB TR - RWD,1:01.300,MX-5 MIATA
45,427,Daley Pagano,STREET GT - RWD,1:01.336,M4
46,241,Dariush Lotfi,CLUB TR - RWD,1:01.381,MX-5 MIATA
47,994,Nathan Brown,STREET - FWD,1:01.408,GTI
48,126,Jacob Abbott,CLUB TR - RWD,1:01.606,BRZ
49,575,Clay Davidson,STREET MOD - RWD,1:01.608,MUSTANG
50,198,Bruce Yhun,CLUB TR - FWD,1:01.806,CIVIC
51,58,Grant White,STREET MOD - RWD,1:01.813,MUSTANG
52,69,Cody Umbaugh,STREET - FWD,1:01.872,CIVIC
53,145,Devin Hofmann,STREET MOD - AWD,1:02.112,WRX
54,365,Bill Washburn,TRACK MOD - RWD,1:02.318,CSL
55,738,Ian Johnson,CLUB TR - RWD,1:02.666,RX-8
56,470,Eddy Segal,STREET - FWD,1:02.789,CIVIC
57,614,Mark Riehle,CLUB TR - FWD,1:02.997,COOPER
58,925,Evan Motl,CLUB TR - RWD,1:03.421,S2000
59,401,Sean Sullivan,STREET - FWD,1:03.549,GOLF GTI
60,973,Luke Paglione,CLUB TR - FWD,1:03.568,INTEGRA
61,924,Dave Pratte,STREET MOD - RWD,1:03.919,MX-5 MIATA
62,76,Ethan Brown,STREET MOD - FWD,1:04.244,GOLF GTI
63,21,Devin Herndon,STREET - AWD,1:05.284,IMPREZA
64,216,Nickolas Berg,SUNDAE CUP - FWD,1:05.355,CIVIC
65,134,David Best,SUNDAE CUP - FWD,1:05.513,FIT
66,412,Austin Obrien,SUNDAE CUP - FWD,1:05.558,FIT
67,861,Grant Bourne,CLUB TR - RWD,1:05.599,86
68,370,Sam Deuling,SUNDAE CUP - FWD,1:05.861,FIT
69,411,Chris Rice,SUNDAE CUP - FWD,1:06.067,FIT
70,545,Danny Kruger,SUNDAE CUP - FWD,1:07.193,FIT
71,818,Jonny Grunwald,TRACK MOD - RWD,1:08.682,RX-7
72,981,Tim Pforzheimer,SUNDAE CUP - FWD,1:08.832,FIT
73,325,Nate Hoopes,STREET GT - RWD,1:08.911,1 SERIES
74,915,Dylan Rodgers,CLUB TR - RWD,1:08.963,MX-5 MIATA
75,808,Lucas Schaar,SUNDAE CUP - FWD,1:09.327,YARIS
76,744,Ian Stone,SUNDAE CUP - FWD,1:10.333,FIT
77,181,Joseph King,SUNDAE CUP - FWD,,PROTEGE
78,416,Scott Merrick,STREET - RWD,,RX-7
79,252,Adam Korince,SUNDAE CUP - FWD,,FIT
80,732,Chris Johnson,UNLIMITED - RWD,,SKYLINE GTR
81,993,Samuel Miller,SUNDAE CUP - RWD,,MX-5 MIATA
82,523,Sean Condon,CLUB TR - RWD,,3 SERIES
83,700,Paul Jaquish,TRACK MOD - AWD,,TALON
84,176,Cody Hunt,STREET MOD - RWD,,CORVETTE
85,991,Michael Budai,CLUB TR - FWD,,CIVIC
86,335,Evan Slater,UNLIMITED - RWD,,944
87,212,Chris Smith,TRACK MOD - RWD,,1 SERIES
88,471,Sylvain Toupin,UNLIMITED - RWD,,300ZX
