TrackBattle Heat 4 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,500,Steven Luca,UNLIMITED - RWD,52.794,MUSTANG
2,606,Allen Patten,STREET MOD - RWD,53.887,GR SUPRA
3,335,Evan Slater,UNLIMITED - RWD,54.599,944
4,27,Brad Perkins,TRACK MOD - RWD,54.666,M3
5,29x,Kyle Mckiou,TRACK MOD - RWD,55.126,GR SUPRA
6,82,Jaime Santos,STREET MOD - RWD,56.19,135I
7,34,Andy Voelkel,STREET GT - RWD,56.311,CORVETTE
8,212,Chris Smith,TRACK MOD - RWD,56.336,1 SERIES
9,220,Jesse Echanique,TRACK MOD - AWD,56.709,ECLIPSE
10,84,Ido Waksman,STREET GT - RWD,57.134,CORVETTE
11,404,David Bamforth,TRACK MOD - RWD,57.302,CAYMAN
12,307,Andy Hsiao,TRACK MOD - RWD,57.406,CORVETTE
13,525,Jeremy Lowder,UNLIMITED - RWD,57.47,CAMARO
14,63,Luca Barberis,STREET - AWD,57.65,LANCER
15,33,Chris Boersma,TRACK MOD - FWD,57.716,CIVIC
16,490,Peter Liu,STREET MOD - RWD,57.781,GR SUPRA
17,14,Kal Fortner,STREET MOD - RWD,57.901,AMG GT S
18,555,Joe Mielke,STREET - AWD,57.95,WRX STI
19,633,Nathan Geyer,UNLIMITED - RWD,58.041,M3
20,471,Sylvain Toupin,UNLIMITED - RWD,58.045,300ZX
21,4,Kevin Parlett,UNLIMITED - RWD,58.046,G35
22,511,Peter Granberg,CLUB TR - RWD,58.061,BRZ
23,632,Chris Ferraro,UNLIMITED - RWD,58.066,M3
24,550,Christian Aranha,STREET GT - RWD,58.154,CAMARO
25,146,Rob Dahm,TRACK MOD - RWD,58.275,RX-7
26,187,Keenan Prusank,STREET GT - RWD,58.294,CAMARO
27,330,James Houghton,CLUB TR - FWD,58.331 DQ,CSX
28,275,Steven Mahadeo,TRACK MOD - FWD,58.637,CIVIC
29,727,Mario Mirone,CLUB TR - FWD,58.658,CIVIC
30,71,Kevin Horn,STREET GT - RWD,58.729,CAMARO
31,269,Shawn Bassett,UNLIMITED - RWD,58.743,240Z
32,700,Paul Jaquish,TRACK MOD - AWD,58.757,TALON
33,176,Cody Hunt,STREET MOD - RWD,58.84,CORVETTE
34,514,Evan Mclaren,CLUB TR - FWD,58.865,INTEGRA
35,2,Connor Gallagher,STREET GT - AWD,58.886,GT-R
36,256,Drew Vosk,STREET GT - RWD,58.948,GR SUPRA
37,50,Azmath Mohammed,CLUB TR - RWD,59.46,MR2
38,230,Daniel Persing,CLUB TR - RWD,59.507,BRZ
39,470,Eddy Segal,STREET - FWD,59.568,CIVIC
40,281,Randy Reeves,STREET MOD - RWD,59.803,MX-5 MIATA
41,925,Evan Motl,CLUB TR - RWD,59.811,S2000
42,991,Michael Budai,CLUB TR - FWD,59.876,CIVIC
43,80,Chris Nahill,CLUB TR - RWD,59.907,BRZ
44,427,Daley Pagano,STREET GT - RWD,59.949,M4
45,800,Joel Fallaise,UNLIMITED - RWD,1:00.215,SCR1
46,565,Mark Brylo,STREET - AWD,1:00.275,LANCER
47,825,Team JZ Motorsports,STREET - FWD,1:00.338,CIVIC
48,369,Igor Kesilyov,STREET GT - AWD,1:00.463,MODEL S
49,53,Benson Tai,STREET - RWD,1:00.687,S2000
50,997,Jason Gaydos,CLUB TR - RWD,1:00.743,BRZ
51,241,Dariush Lotfi,CLUB TR - RWD,1:00.907,MX-5 MIATA
52,994,Nathan Brown,STREET - FWD,1:00.929,GTI
53,365,Bill Washburn,TRACK MOD - RWD,1:01.046,CSL
54,69,Cody Umbaugh,STREET - FWD,1:01.062,CIVIC
55,317,Timothy Turner,STREET MOD - RWD,1:01.114,M3
56,575,Clay Davidson,STREET MOD - RWD,1:01.124,MUSTANG
57,174,Nick Green,CLUB TR - FWD,1:01.144,FIT
58,126,Jacob Abbott,CLUB TR - RWD,1:01.411,BRZ
59,464,Nicholas Babin,CLUB TR - RWD,1:01.444,MX-5 MIATA
60,198,Bruce Yhun,CLUB TR - FWD,1:01.600,CIVIC
61,145,Devin Hofmann,STREET MOD - AWD,1:01.602,WRX
62,218,Jason Mulderig,CLUB TR - RWD,1:01.651,S2000
63,238,Garrett Gloceri,CLUB TR - RWD,1:01.673,RX-8
64,76,Ethan Brown,STREET MOD - FWD,1:02.178,GOLF GTI
65,58,Grant White,STREET MOD - RWD,1:02.268,MUSTANG
66,959,James Wood,TRACK MOD - RWD,1:02.471,RX-7
67,614,Mark Riehle,CLUB TR - FWD,1:02.623,COOPER
68,738,Ian Johnson,CLUB TR - RWD,1:02.688,RX-8
69,507,Vincent Nardone,CLUB TR - RWD,1:03.141,3 SERIES
70,21,Devin Herndon,STREET - AWD,1:03.498,IMPREZA
71,861,Grant Bourne,CLUB TR - RWD,1:03.528,86
72,915,Dylan Rodgers,CLUB TR - RWD,1:03.722,MX-5 MIATA
73,411,Chris Rice,SUNDAE CUP - FWD,1:04.160,FIT
74,181,Joseph King,SUNDAE CUP - FWD,1:04.199,PROTEGE
75,134,David Best,SUNDAE CUP - FWD,1:04.397,FIT
76,216,Nickolas Berg,SUNDAE CUP - FWD,1:04.553,CIVIC
77,370,Sam Deuling,SUNDAE CUP - FWD,1:04.579,FIT
78,401,Sean Sullivan,STREET - FWD,1:04.963,GOLF GTI
79,412,Austin Obrien,SUNDAE CUP - FWD,1:05.045,FIT
80,545,Danny Kruger,SUNDAE CUP - FWD,1:06.244,FIT
81,416,Scott Merrick,STREET - RWD,1:06.346,RX-7
82,981,Tim Pforzheimer,SUNDAE CUP - FWD,1:06.476,FIT
83,744,Ian Stone,SUNDAE CUP - FWD,1:06.576,FIT
84,808,Lucas Schaar,SUNDAE CUP - FWD,1:06.861,YARIS
85,325,Nate Hoopes,STREET GT - RWD,1:07.237,1 SERIES
86,252,Adam Korince,SUNDAE CUP - FWD,1:09.222,FIT
87,732,Chris Johnson,UNLIMITED - RWD,1:09.461,SKYLINE GTR
88,993,Samuel Miller,SUNDAE CUP - RWD,1:11.115,MX-5 MIATA
89,523,Sean Condon,CLUB TR - RWD,1:13.108,3 SERIES
90,150,Alex Moss,STREET MOD - RWD,1:53.551,S2000
