TrackBattle Heat 1 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,714,Sasha Anis,UNLIMITED - RWD,50.894,350Z
2,500,Steven Luca,UNLIMITED - RWD,52.533,MUSTANG
3,335,Evan Slater,UNLIMITED - RWD,53.636,944
4,29,Kyle Mckiou,STREET MOD - RWD,55.105,GR SUPRA
5,606,Allen Patten,STREET MOD - RWD,55.164,GR SUPRA
6,29x,Kyle Mckiou,TRACK MOD - RWD,55.685,GR SUPRA
7,27,Brad Perkins,TRACK MOD - RWD,55.709,M3
8,490,Peter Liu,STREET MOD - RWD,56.056,GR SUPRA
9,34,Andy Voelkel,STREET GT - RWD,57.172,CORVETTE
10,404,David Bamforth,TRACK MOD - RWD,57.238,CAYMAN
11,89,Brandon Hodge,TRACK MOD - RWD,57.505,GR SUPRA
12,212,Chris Smith,TRACK MOD - RWD,57.548,1 SERIES
13,84,Ido Waksman,STREET GT - RWD,57.554,CORVETTE
14,307,Andy Hsiao,TRACK MOD - RWD,57.636,CORVETTE
15,525,Jeremy Lowder,UNLIMITED - RWD,57.819,CAMARO
16,632,Chris Ferraro,UNLIMITED - RWD,57.839,M3
17,514,Evan Mclaren,CLUB TR - FWD,57.867,INTEGRA
18,14,Kal Fortner,STREET MOD - RWD,57.994,AMG GT S
19,330,James Houghton,CLUB TR - FWD,58.009 DQ,CSX
20,63,Luca Barberis,STREET - AWD,58.02,LANCER
21,82,Jaime Santos,STREET MOD - RWD,58.134,135I
22,187,Keenan Prusank,STREET GT - RWD,58.384,CAMARO
23,550,Christian Aranha,STREET GT - RWD,58.694,CAMARO
24,71,Kevin Horn,STREET GT - RWD,58.695,CAMARO
25,33,Chris Boersma,TRACK MOD - FWD,59.195,CIVIC
26,114,Bronson Mcnemar,TRACK MOD - RWD,59.338,MX-5 MIATA
27,2,Connor Gallagher,STREET GT - AWD,59.404,GT-R
28,555,Joe Mielke,STREET - AWD,59.434,WRX STI
29,230,Daniel Persing,CLUB TR - RWD,59.491,BRZ
30,511,Peter Granberg,CLUB TR - RWD,59.538,BRZ
31,727,Mario Mirone,CLUB TR - FWD,59.578,CIVIC
32,4,Kevin Parlett,UNLIMITED - RWD,59.681,G35
33,633,Nathan Geyer,UNLIMITED - RWD,59.728,M3
34,925,Evan Motl,CLUB TR - RWD,59.845,S2000
35,150,Alex Moss,STREET MOD - RWD,59.982,S2000
36,470,Eddy Segal,STREET - FWD,1:00.020,CIVIC
37,80,Chris Nahill,CLUB TR - RWD,1:00.076,BRZ
38,50,Azmath Mohammed,CLUB TR - RWD,1:00.253,MR2
39,994,Nathan Brown,STREET - FWD,1:00.538,GTI
40,176,Cody Hunt,STREET MOD - RWD,1:01.021,CORVETTE
41,69,Cody Umbaugh,STREET - FWD,1:01.180,CIVIC
42,256,Drew Vosk,STREET GT - RWD,1:01.231,GR SUPRA
43,174,Nick Green,CLUB TR - FWD,1:01.263,FIT
44,700,Paul Jaquish,TRACK MOD - AWD,1:01.275,TALON
45,53,Benson Tai,STREET - RWD,1:01.376,S2000
46,991,Michael Budai,CLUB TR - FWD,1:01.386,CIVIC
47,198,Bruce Yhun,CLUB TR - FWD,1:01.596,CIVIC
48,238,Garrett Gloceri,CLUB TR - RWD,1:01.674,RX-8
49,825,Team JZ Motorsports,STREET - FWD,1:01.752,CIVIC
50,269,Shawn Bassett,UNLIMITED - RWD,1:01.834,240Z
51,281,Randy Reeves,STREET MOD - RWD,1:01.869,MX-5 MIATA
52,471,Sylvain Toupin,UNLIMITED - RWD,1:01.903,300ZX
53,218,Jason Mulderig,CLUB TR - RWD,1:01.997,S2000
54,464,Nicholas Babin,CLUB TR - RWD,1:02.170,MX-5 MIATA
55,241,Dariush Lotfi,CLUB TR - RWD,1:02.174,MX-5 MIATA
56,997,Jason Gaydos,CLUB TR - RWD,1:02.198,BRZ
57,427,Daley Pagano,STREET GT - RWD,1:02.480,M4
58,365,Bill Washburn,TRACK MOD - RWD,1:02.616,CSL
59,575,Clay Davidson,STREET MOD - RWD,1:02.901,MUSTANG
60,126,Jacob Abbott,CLUB TR - RWD,1:03.072,BRZ
61,145,Devin Hofmann,STREET MOD - AWD,1:03.161,WRX
62,401,Sean Sullivan,STREET - FWD,1:03.227,GOLF GTI
63,614,Mark Riehle,CLUB TR - FWD,1:03.253,COOPER
64,194,Mike Callaway,STREET - AWD,1:03.300,IMPREZA
65,915,Dylan Rodgers,CLUB TR - RWD,1:03.381,MX-5 MIATA
66,738,Ian Johnson,CLUB TR - RWD,1:03.456,RX-8
67,861,Grant Bourne,CLUB TR - RWD,1:03.850,86
68,317,Timothy Turner,STREET MOD - RWD,1:04.004,M3
69,21,Devin Herndon,STREET - AWD,1:04.235,IMPREZA
70,411,Chris Rice,SUNDAE CUP - FWD,1:04.473,FIT
71,134,David Best,SUNDAE CUP - FWD,1:05.210,FIT
72,412,Austin Obrien,SUNDAE CUP - FWD,1:05.280,FIT
73,545,Danny Kruger,SUNDAE CUP - FWD,1:05.512,FIT
74,58,Grant White,STREET MOD - RWD,1:05.556,MUSTANG
75,370,Sam Deuling,SUNDAE CUP - FWD,1:05.728,FIT
76,181,Joseph King,SUNDAE CUP - FWD,1:05.818,PROTEGE
77,981,Tim Pforzheimer,SUNDAE CUP - FWD,1:06.057,FIT
78,744,Ian Stone,SUNDAE CUP - FWD,1:06.519,FIT
79,808,Lucas Schaar,SUNDAE CUP - FWD,1:06.627,YARIS
80,76,Ethan Brown,STREET MOD - FWD,1:06.764,GOLF GTI
81,322,Justin Okamoto,CLUB TR - RWD,1:06.958,318I
82,325,Nate Hoopes,STREET GT - RWD,1:07.841,1 SERIES
83,216,Nickolas Berg,SUNDAE CUP - FWD,1:09.341,CIVIC
84,252,Adam Korince,SUNDAE CUP - FWD,1:10.253,FIT
85,959,James Wood,TRACK MOD - RWD,1:18.988,RX-7
86,257,Thomas Austin,STREET - AWD,1:39.372,IMPREZA
87,523,Sean Condon,CLUB TR - RWD,4:42.044,3 SERIES
88,993,Samuel Miller,SUNDAE CUP - RWD,,MX-5 MIATA
89,369,Igor Kesilyov,STREET GT - AWD,,MODEL S
90,220,Jesse Echanique,TRACK MOD - AWD,,ECLIPSE
