TrackBattle Heat 6 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,335,Evan Slater,UNLIMITED - RWD,54.674,944
2,29x,Kyle Mckiou,TRACK MOD - RWD,54.721,GR SUPRA
3,606,Allen Patten,STREET MOD - RWD,55.366,GR SUPRA
4,27,Brad Perkins,TRACK MOD - RWD,55.738,M3
5,150,Alex Moss,STREET MOD - RWD,56.261,S2000
6,490,Peter Liu,STREET MOD - RWD,56.598,GR SUPRA
7,82,Jaime Santos,STREET MOD - RWD,56.645,135I
8,84,Ido Waksman,STREET GT - RWD,57.072,CORVETTE
9,307,Andy Hsiao,TRACK MOD - RWD,57.207,CORVETTE
10,14,Kal Fortner,STREET MOD - RWD,57.293,AMG GT S
11,34,Andy Voelkel,STREET GT - RWD,57.326,CORVETTE
12,269,Shawn Bassett,UNLIMITED - RWD,57.402,240Z
13,63,Luca Barberis,STREET - AWD,57.664,LANCER
14,514,Evan Mclaren,CLUB TR - FWD,57.754,INTEGRA
15,404,David Bamforth,TRACK MOD - RWD,57.884,CAYMAN
16,555,Joe Mielke,STREET - AWD,58.178,WRX STI
17,33,Chris Boersma,TRACK MOD - FWD,58.205,CIVIC
18,632,Chris Ferraro,UNLIMITED - RWD,58.24,M3
19,550,Christian Aranha,STREET GT - RWD,58.332,CAMARO
20,187,Keenan Prusank,STREET GT - RWD,58.353,CAMARO
21,114,Bronson Mcnemar,TRACK MOD - RWD,58.381,MX-5 MIATA
22,176,Cody Hunt,STREET MOD - RWD,58.39,CORVETTE
23,511,Peter Granberg,CLUB TR - RWD,58.405,BRZ
24,71,Kevin Horn,STREET GT - RWD,58.522,CAMARO
25,700,Paul Jaquish,TRACK MOD - AWD,58.693,TALON
26,275,Steven Mahadeo,TRACK MOD - FWD,58.702,CIVIC
27,2,Connor Gallagher,STREET GT - AWD,59.077,GT-R
28,727,Mario Mirone,CLUB TR - FWD,59.143,CIVIC
29,633,Nathan Geyer,UNLIMITED - RWD,59.613,M3
30,281,Randy Reeves,STREET MOD - RWD,59.629,MX-5 MIATA
31,50,Azmath Mohammed,CLUB TR - RWD,59.737,MR2
32,427,Daley Pagano,STREET GT - RWD,59.771,M4
33,317,Timothy Turner,STREET MOD - RWD,59.917,M3
34,470,Eddy Segal,STREET - FWD,59.928,CIVIC
35,991,Michael Budai,CLUB TR - FWD,1:00.074,CIVIC
36,230,Daniel Persing,CLUB TR - RWD,1:00.197,BRZ
37,80,Chris Nahill,CLUB TR - RWD,1:00.241,BRZ
38,800,Joel Fallaise,UNLIMITED - RWD,1:00.462,SCR1
39,69,Cody Umbaugh,STREET - FWD,1:00.679,CIVIC
40,825,Team JZ Motorsports,STREET - FWD,1:00.698,CIVIC
41,925,Evan Motl,CLUB TR - RWD,1:00.725,S2000
42,565,Mark Brylo,STREET - AWD,1:00.760,LANCER
43,218,Jason Mulderig,CLUB TR - RWD,1:00.960,S2000
44,575,Clay Davidson,STREET MOD - RWD,1:00.967,MUSTANG
45,997,Jason Gaydos,CLUB TR - RWD,1:01.057,BRZ
46,126,Jacob Abbott,CLUB TR - RWD,1:01.143,BRZ
47,238,Garrett Gloceri,CLUB TR - RWD,1:01.162,RX-8
48,994,Nathan Brown,STREET - FWD,1:01.227,GTI
49,145,Devin Hofmann,STREET MOD - AWD,1:01.356,WRX
50,174,Nick Green,CLUB TR - FWD,1:01.549,FIT
51,76,Ethan Brown,STREET MOD - FWD,1:01.619,GOLF GTI
52,464,Nicholas Babin,CLUB TR - RWD,1:01.689,MX-5 MIATA
53,241,Dariush Lotfi,CLUB TR - RWD,1:01.978,MX-5 MIATA
54,198,Bruce Yhun,CLUB TR - FWD,1:02.058,CIVIC
55,861,Grant Bourne,CLUB TR - RWD,1:02.648,86
56,738,Ian Johnson,CLUB TR - RWD,1:02.875,RX-8
57,614,Mark Riehle,CLUB TR - FWD,1:03.078,COOPER
58,507,Vincent Nardone,CLUB TR - RWD,1:03.324,3 SERIES
59,21,Devin Herndon,STREET - AWD,1:03.991,IMPREZA
60,915,Dylan Rodgers,CLUB TR - RWD,1:04.331,MX-5 MIATA
61,370,Sam Deuling,SUNDAE CUP - FWD,1:04.496,FIT
62,216,Nickolas Berg,SUNDAE CUP - FWD,1:04.632,CIVIC
63,401,Sean Sullivan,STREET - FWD,1:04.677,GOLF GTI
64,411,Chris Rice,SUNDAE CUP - FWD,1:04.742,FIT
65,134,David Best,SUNDAE CUP - FWD,1:05.062,FIT
66,412,Austin Obrien,SUNDAE CUP - FWD,1:05.130,FIT
67,545,Danny Kruger,SUNDAE CUP - FWD,1:06.054,FIT
68,981,Tim Pforzheimer,SUNDAE CUP - FWD,1:06.305,FIT
69,744,Ian Stone,SUNDAE CUP - FWD,1:06.812,FIT
70,416,Scott Merrick,STREET - RWD,1:06.849,RX-7
71,322,Justin Okamoto,CLUB TR - RWD,1:06.988,318I
72,808,Lucas Schaar,SUNDAE CUP - FWD,1:07.286,YARIS
73,325,Nate Hoopes,STREET GT - RWD,1:07.430,1 SERIES
74,818,Jonny Grunwald,TRACK MOD - RWD,1:08.108,RX-7
75,252,Adam Korince,SUNDAE CUP - FWD,1:10.286,FIT
76,993,Samuel Miller,SUNDAE CUP - RWD,1:11.223,MX-5 MIATA
77,523,Sean Condon,CLUB TR - RWD,1:12.959,3 SERIES
78,973,Luke Paglione,CLUB TR - FWD,3:35.235,INTEGRA
79,714,Sasha Anis,UNLIMITED - RWD,,350Z
80,369,Igor Kesilyov,STREET GT - AWD,,MODEL S
81,220,Jesse Echanique,TRACK MOD - AWD,,ECLIPSE
