Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:24.486,Corvette
2,113,Will Au-Yeung,TRACK MODIFIED - FWD,1:31.514,RSX
3,314,Michael Puglisi,TRACK MOD - AWD,1:32.386,Evo 9
4,6,Michael Aumick,STREET MODIFIED - AWD,1:32.876,WRX STi
5,150,ASM SuperK,STREET MODIFIED - RWD,1:33.618,S2000
6,991,Jimmy Rauck,TRACK MOD - RWD,1:33.692,911 GT2RS
7,70,Dewey Dewitt,STREET MODIFIED - AWD,1:34.090,Impreza L
8,106,Jason Kanakry,STREET MODIFIED - RWD,1:34.459,600LT
9,86,Alex Lee,STREET MODIFIED - RWD,1:34.597,Supra
10,197,Kendall Samuel,TRACK MOD - AWD,1:34.826,Impreza
11,174,David Calzada,UNLIMITED - RWD,1:34.834,Miata
12,14,Kal Fortner,STREET MODIFIED - RWD,1:36.140,GTS
13,176,Cody Hunt,STREET GT - RWD,1:36.167,Corvette
14,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:36.359,Civic Si
15,155,Joe Mielke,STREET - AWD,1:36.453,Impreza WRX STi
16,33,Chris Boersma,TRACK MOD - FWD,1:36.708,Civic
17,350,Steven Luca,STREET GT - RWD,1:36.933,Shelby GT350R
18,460,Grant Walker,TRACK MOD - RWD,1:36.955,Miata
19,52,Nicholas Gardner,UNLIMITED - RWD,1:36.956,Mustang GT500
20,206,Dalton Klein,TRACK MOD - RWD,1:37.155,Corvette
21,335,Christopher Bickford,TRACK MOD - RWD,1:37.574,Camaro
22,63,Luca Barberis,STREET - AWD,1:37.907,Lancer Evolution 9
23,623,Stan Fayngold,STREET - AWD,1:38.243,Evo X
24,34,Andy Voelkel,STREET GT - RWD,1:38.243,Corvette
25,7,Tony Barber,STREET - AWD,1:38.363,Impreza WRX
26,114,Bronson McNemar,TRACK MOD - RWD,1:38.639,Miata
27,65,Ben Lin,STREET - AWD,1:38.712,Evo 9
28,77,Alex Artayet,STREET GT - RWD,1:38.755,M3
29,74,Grant Davidson,CLUB TR - FWD,1:39.085,Integra GSR
30,35,Alex Westergaard,STREET MODIFIED - RWD,1:39.295,S2000
31,109,Dana Basinski,CLUB TR - RWD,1:39.556,BRZ
32,363,Mike Kubiak,STREET GT - RWD,1:39.770,Corvette Z06
33,625,Sammy Bosnian,STREET - RWD,1:39.899,350z Nismo
34,44,Joel Phillips,TRACK MOD - RWD,1:40.140,Carrera S
35,54,Tim Kainu,STREET GT - RWD,1:40.329,Supra
36,531,Evan Weider,CLUB TR - FWD,1:40.358,Civic
37,66,Ben Thorn,CLUB TR - FWD,1:40.371,Civic
38,19,Scott Hollingsworth,STREET MODIFIED - RWD,1:40.613,S2000
39,827,Vito Jin,STREET GT - RWD,1:40.685,M4
40,511,Peter Granberg,CLUB TR - RWD,1:40.690,BRZ
41,50,Ruben Manrique,STREET GT - RWD,1:41.005,Supra
42,776,Dallas Reed,UNLIMITED - RWD,1:41.047,RX-8
43,21,Teagan Thostenson,STREET - AWD,1:41.448,STi
44,89,Brandon Hodge,STREET GT - RWD,1:41.475,Supra
45,470,Eddy Segal,STREET - FWD,1:42.071,Civic Type R
46,514,Evan Mclaren,CLUB TR - FWD,1:42.249,Integra
47,105,Chris Smith,STREET MODIFIED - RWD,1:42.301,135i
48,12,Matthew Koval,CLUB TR - RWD,1:42.700,S2000
49,555,Patrick Daugherty,STREET - FWD,1:42.859,Civic Type R
50,595,Dustin Williams,TRACK MOD - AWD,1:43.026,R32 GTR
51,610,Fez Babar,CLUB TR - RWD,1:43.197,GR86
52,310,Mike Coons,STREET - AWD,1:43.266,WRX STi
53,27,Mario Mirone,CLUB TR - FWD,1:43.316,Civic
54,266,Derek Mews,STREET - RWD,1:43.758,370z
