Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:29.257,Corvette
2,411,Ryan Tuerck,UNLIMITED - RWD,1:33.535,GR Supra
3,991,Jimmy Rauck,TRACK MOD - RWD,1:33.556,911 GT2RS
4,70,Dewey Dewitt,STREET MODIFIED - AWD,1:33.728,Impreza L
5,6,Michael Aumick,STREET MODIFIED - AWD,1:33.931,WRX STi
6,106,Jason Kanakry,STREET MODIFIED - RWD,1:34.398,600LT
7,314,Michael Puglisi,TRACK MOD - AWD,1:34.565,Evo 9
8,174,David Calzada,UNLIMITED - RWD,1:34.587,Miata
9,113,Will Au-Yeung,TRACK MODIFIED - FWD,1:35.717,RSX
10,176,Cody Hunt,STREET GT - RWD,1:36.464,Corvette
11,377,Tianyi Ma,TRACK MODIFIED - RWD,1:36.583,911 GT3RS
12,52,Nicholas Gardner,UNLIMITED - RWD,1:36.740,Mustang GT500
13,7,Tony Barber,STREET - AWD,1:36.826,Impreza WRX
14,34,Andy Voelkel,STREET GT - RWD,1:37.239,Corvette
15,350,Steven Luca,STREET GT - RWD,1:37.316,Shelby GT350R
16,77,Alex Artayet,STREET GT - RWD,1:37.397,M3
17,114,Bronson McNemar,TRACK MOD - RWD,1:37.466,Miata
18,65,Ben Lin,STREET - AWD,1:37.591,Evo 9
19,63,Luca Barberis,STREET - AWD,1:37.603,Lancer Evolution 9
20,623,Stan Fayngold,STREET - AWD,1:37.605,Evo X
21,33,Chris Boersma,TRACK MOD - FWD,1:39.104,Civic
22,19,Scott Hollingsworth,STREET MODIFIED - RWD,1:39.342,S2000
23,44,Joel Phillips,TRACK MOD - RWD,1:39.465,Carrera S
24,12,Andrew Sonnevil,TRACK MOD - RWD,1:39.806,Miata
25,510,Piero Pucci,STREET MODIFIED - AWD,1:40.253,Evolution
26,310,Mike Coons,STREET - AWD,1:40.461,WRX STi
27,363,Mike Kubiak,STREET GT - RWD,1:40.580,Corvette Z06
28,21,Teagan Thostenson,STREET - AWD,1:40.862,STi
29,66,Ben Thorn,CLUB TR - FWD,1:40.934,Civic
30,54,Tim Kainu,STREET GT - RWD,1:41.018,Supra
31,335,Christopher Bickford,TRACK MOD - RWD,1:41.145,Camaro
32,109,Dana Basinski,CLUB TR - RWD,1:41.286,BRZ
33,50,Ruben Manrique,STREET GT - RWD,1:41.658,Supra
34,470,Eddy Segal,STREET - FWD,1:41.814,Civic Type R
35,233,Kevin Wesley,UNLIMITED - RWD,1:41.903,Hellcat Redeye
36,514,Evan Mclaren,CLUB TR - FWD,1:42.598,Integra
37,89,Brandon Hodge,STREET GT - RWD,1:42.784,Supra
38,38,Ernestas Puzelis,TRACK MOD - RWD,1:43.090,370z
39,12,Matthew Koval,CLUB TR - RWD,1:43.151,S2000
40,555,Patrick Daugherty,STREET - FWD,1:43.419,Civic Type R
41,610,Fez Babar,CLUB TR - RWD,1:43.472,GR86
42,41,Foster Johnson,CLUB TR - RWD,1:43.719,S2000
43,27,Mario Mirone,CLUB TR - FWD,1:44.148,Civic
44,595,Dustin Williams,TRACK MOD - AWD,1:44.182,R32 GTR
45,11,Graham Gaylord,STREET - AWD,1:45.028,Impreza
46,206,Dalton Klein,TRACK MOD - RWD,1:45.531,Corvette
47,266,Derek Mews,STREET - RWD,1:46.010,370z
48,91,Chris Rice,STREET GT - RWD,1:46.566,Mustang Shelby GT
49,700,Tom Halka,STREET - AWD,1:47.186,2.5RS
50,96,Sean Heneghan,CLUB TR - FWD,1:47.210,Civic Si
51,88,Austin Goetz,CLUB TR - FWD,1:47.468,Civic
52,95,Darian Taggart,CLUB TR - RWD,1:47.552,S2000
53,13,Jerami Bailey,CLUB TR - RWD,1:47.690,FR-S
54,736,Cody Smith,STREET MODIFIED - RWD,1:47.846,Cutlass
55,519,Malindima Sampa,STREET - RWD,1:47.910,350z
56,869,Kevin Vo,CLUB TR - RWD,1:47.941,FR-S
57,442,Logan Geyer,CLUB TR - RWD,1:48.334,BRZ
58,444,Brian Smith,STREET MODIFIED - FWD,1:48.532,GTI
59,886,Chong Lor,CLUB TR - RWD,1:48.595,FR-S
60,238,Garrett Gloceri,CLUB TR - RWD,1:49.388,RX-8
61,474,Derek Durkee,CLUB TR - FWD,1:50.454,Cooper S
62,614,Eric Knerr,CLUB TR - RWD,1:50.478,MX-5
63,142,Juan Johnson,CLUB TR - RWD,1:51.076,S2000
64,440,Taylor Steck,STREET - RWD,1:51.146,350z
65,129,Matt Williams,SUNDAE CUP - FWD,1:52.877,Fit
66,47,Nicholas Lucchesi,STREET - FWD,1:53.970,Civic
67,826,Jacob Abbott,SUNDAE CUP - FWD,1:54.029,Fit
68,85,Tim Beek,STREET - RWD,1:54.308,Cobalt
69,411,Anthony Novelli,SUNDAE CUP - FWD,1:54.621,Fit
70,334,James Smith,SUNDAE CUP - FWD,1:54.625,Fit
71,771,Aric Streeter,SUNDAE CUP - FWD,1:55.246,Cooper
72,926,James Morgan,SUNDAE CUP - FWD,1:55.820,Fit
73,139,Kevin Head,SUNDAE CUP - FWD,1:56.040,Fit
74,199,Ian Flavin,CLUB TR - RWD,1:56.169,BRZ
75,230,Team NRB,CLUB TR - FWD,1:57.247,Celica GT
76,969,Pete Lindberg,SUNDAE CUP - FWD,1:58.531,
77,909,Becky Burton,SUNDAE CUP - FWD,1:58.942,2
78,42,Brandt Vircks,CLUB TR - FWD,1:59.065,Veloster Turbo R Spec
79,729,Gregg Diehl,CLUB TR - AWD,1:59.225,Impreza
80,121,Joseph King,SUNDAE CUP - FWD,1:59.325,Protege
81,801,Dan Malloy,SUNDAE CUP - FWD,2:05.297,2
82,351,Michael Barnes,STREET GT - RWD,,Shelby GT350
83,575,Clay Davidson,STREET MODIFIED - RWD,,Mustang
84,776,Dallas Reed,UNLIMITED - RWD,,RX-8
85,79,Nicholas Kohrs,STREET MODIFIED - FWD,,Civic Si
