Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
49,266,Derek Mews,STREET - RWD,1:44.788,370z
50,88,Austin Goetz,CLUB TR - FWD,1:44.805,Civic
51,351,Michael Barnes,STREET GT - RWD,1:44.862,Shelby GT350
52,869,Kevin Vo,CLUB TR - RWD,1:45.000,FR-S
53,91,Chris Rice,STREET GT - RWD,1:45.710,Mustang Shelby GT
54,13,Jerami Bailey,CLUB TR - RWD,1:46.042,FR-S
55,700,Tom Halka,STREET - AWD,1:46.920,2.5RS
56,96,Sean Heneghan,CLUB TR - FWD,1:47.211,Civic Si
57,194,Mike Callaway,STREET - AWD,1:47.217,Impreza WRX
58,142,Juan Johnson,CLUB TR - RWD,1:47.369,S2000
59,519,Malindima Sampa,STREET - RWD,1:47.501,350z
60,206,Dalton Klein,TRACK MOD - RWD,1:47.579,Corvette
61,444,Brian Smith,STREET MODIFIED - FWD,1:48.302,GTI
62,238,Garrett Gloceri,CLUB TR - RWD,1:48.317,RX-8
63,95,Darian Taggart,CLUB TR - RWD,1:48.775,S2000
64,614,Eric Knerr,CLUB TR - RWD,1:49.450,MX-5
65,440,Taylor Steck,STREET - RWD,1:49.520,350z
66,474,Derek Durkee,CLUB TR - FWD,1:51.000,Cooper S
67,826,Jacob Abbott,SUNDAE CUP - FWD,1:54.184,Fit
68,411,Anthony Novelli,SUNDAE CUP - FWD,1:54.334,Fit
69,729,Gregg Diehl,CLUB TR - AWD,1:54.553,Impreza
70,130,James Smith,SUNDAE CUP - FWD,1:54.618,Fit
71,139,Kevin Head,SUNDAE CUP - FWD,1:54.866,Fit
72,47,Nicholas Lucchesi,STREET - FWD,1:55.188,Civic
73,926,James Morgan,SUNDAE CUP - FWD,1:55.629,Fit
74,129,Matt Williams,SUNDAE CUP - FWD,1:55.647,Fit
75,230,Team NRB,CLUB TR - FWD,1:57.002,Celica GT
76,716,Mike Mills,SUNDAE CUP - FWD,1:57.453,Fiesta
77,909,Becky Burton,SUNDAE CUP - FWD,1:58.109,2
78,886,Chong Lor,CLUB TR - RWD,1:59.081,FR-S
79,121,Joseph King,SUNDAE CUP - FWD,1:59.231,Protege
80,42,Brandt Vircks,CLUB TR - FWD,2:00.029,Veloster Turbo R Spec
81,801,Dan Malloy,SUNDAE CUP - FWD,2:04.200,2
82,33,Chris Boersma,TRACK MOD - FWD,,Civic
83,72,Feras Qartoumy,UNLIMITED - RWD,,Corvette
