Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,991,Jimmy Rauck,TRACK MOD - RWD,1:32.507,911 GT2RS
2,314,Michael Puglisi,TRACK MOD - AWD,1:32.901,Evo 9
3,70,Dewey Dewitt,STREET MODIFIED - AWD,1:33.551,Impreza L
4,150,ASM SuperK,STREET MODIFIED - RWD,1:34.082,S2000
5,174,David Calzada,UNLIMITED - RWD,1:34.702,Miata
6,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:35.010,Civic Si
7,6,Michael Aumick,STREET MODIFIED - AWD,1:35.616,WRX STi
8,14,Kal Fortner,STREET MODIFIED - RWD,1:35.776,GTS
9,776,Dallas Reed,UNLIMITED - RWD,1:36.162,RX-8
10,155,Joe Mielke,STREET - AWD,1:36.515,Impreza WRX STi
11,377,Tianyi MA,TRACK MOD - RWD,1:37.425,
12,65,Ben Lin,STREET - AWD,1:37.490,Evo 9
13,176,Cody Hunt,STREET GT - RWD,1:37.530,Corvette
14,77,Alex Artayet,STREET GT - RWD,1:37.622,M3
15,34,Andy Voelkel,STREET GT - RWD,1:37.635,Corvette
16,7,Tony Barber,STREET - AWD,1:37.781,Impreza WRX
17,350,Steven Luca,STREET GT - RWD,1:38.307,Shelby GT350R
18,335,Christopher Bickford,TRACK MOD - RWD,1:38.435,Camaro
19,74,Grant Davidson,CLUB TR - FWD,1:39.192,Integra GSR
20,363,Mike Kubiak,STREET GT - RWD,1:39.376,Corvette Z06
21,19,Scott Hollingsworth,STREET MODIFIED - RWD,1:39.458,S2000
22,623,Stan Fayngold,STREET - AWD,1:39.472,Evo X
23,44,Joel Phillips,TRACK MOD - RWD,1:39.580,Carrera S
24,625,Samel Meseljevic,STREET - RWD,1:39.869,350z Nismo
25,511,Peter Granberg,CLUB TR - RWD,1:39.933,BRZ
26,109,Dana Basinski,CLUB TR - RWD,1:39.969,BRZ
27,114,Bronson McNemar,TRACK MOD - RWD,1:40.064,Miata
28,12,Andrew Sonnevil,TRACK MOD - RWD,1:40.077,Miata
29,531,Evan Weider,CLUB TR - FWD,1:40.378,Civic
30,510,Piero Pucci,STREET MODIFIED - AWD,1:40.763,Evolution
31,54,Tim Kainu,STREET GT - RWD,1:40.984,Supra
32,773,Keenan Prusank,STREET GT - RWD,1:41.086,Camaro SS 1LE
33,310,Mike Coons,STREET - AWD,1:41.193,WRX STi
34,66,Ben Thorn,CLUB TR - FWD,1:41.265,Civic
35,514,Evan Mclaren,CLUB TR - FWD,1:41.301,Integra
36,575,Clay Davidson,STREET MODIFIED - RWD,1:41.343,Mustang
37,21,Teagan Thostenson,STREET - AWD,1:41.377,STi
38,470,Eddy Segal,STREET - FWD,1:41.953,Civic Type R
39,89,Brandon Hodge,STREET GT - RWD,1:42.828,Supra
40,50,Ruben Manrique,STREET GT - RWD,1:42.870,Supra
41,63,Luca Barberis,STREET - RWD,1:43.035,Lancer Evolution 9
42,27,Mario Mirone,CLUB TR - FWD,1:43.382,Civic
43,38,Ernestas Puzelis,TRACK MOD - RWD,1:43.694,370z
44,555,Patrick Daugherty,STREET - FWD,1:43.869,Civic Type R
45,736,Cody Smith,STREET MODIFIED - RWD,1:44.354,Cutlass
46,610,Fez Babar,CLUB TR - RWD,1:44.457,GR86
47,595,Dustin Williams,TRACK MOD - AWD,1:44.628,R32 GTR
48,234,Brad Riemann,STREET - AWD,1:44.704,Focus RS
