Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:29.951,Corvette
2,150,ASM SuperK,STREET MODIFIED - RWD,1:33.227,S2000
3,991,Jimmy Rauck,TRACK MOD - RWD,1:33.849,911 GT2RS
4,70,Dewey Dewitt,STREET MODIFIED - AWD,1:33.951,Impreza L
5,106,Jason Kanakry,STREET MODIFIED - RWD,1:34.304,600LT
6,174,David Calzada,UNLIMITED - RWD,1:34.480,Miata
7,314,Michael Puglisi,TRACK MOD - AWD,1:34.810,Evo 9
8,14,Kal Fortner,STREET MODIFIED - RWD,1:35.589,GTS
9,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:36.014,Civic Si
10,155,Joe Mielke,STREET - AWD,1:36.458,Impreza WRX STi
11,63,Luca Barberis,STREET - AWD,1:37.077,Lancer Evolution 9
12,52,Nicholas Gardner,UNLIMITED - RWD,1:37.512,Mustang GT500
13,77,Alex Artayet,STREET GT - RWD,1:37.603,M3
14,34,Andy Voelkel,STREET GT - RWD,1:37.634,Corvette
15,776,Dallas Reed,UNLIMITED - RWD,1:37.682,RX-8
16,623,Stan Fayngold,STREET - AWD,1:37.899,Evo X
17,335,Christopher Bickford,TRACK MOD - RWD,1:38.016,Camaro
18,176,Cody Hunt,STREET GT - RWD,1:38.057,Corvette
19,65,Ben Lin,STREET - AWD,1:38.090,Evo 9
20,350,Steven Luca,STREET GT - RWD,1:38.900,Shelby GT350R
21,7,Tony Barber,STREET - AWD,1:38.954,Impreza WRX
22,109,Dana Basinski,CLUB TR - RWD,1:39.005,BRZ
23,19,Scott Hollingsworth,STREET MODIFIED - RWD,1:39.497,S2000
24,74,Grant Davidson,CLUB TR - FWD,1:39.634,Integra GSR
25,44,Joel Phillips,TRACK MOD - RWD,1:39.772,Carrera S
26,511,Peter Granberg,CLUB TR - RWD,1:39.864,BRZ
27,363,Mike Kubiak,STREET GT - RWD,1:40.146,Corvette Z06
28,12,Andrew Sonnevil,TRACK MOD - RWD,1:40.352,Miata
29,114,Bronson McNemar,TRACK MOD - RWD,1:40.438,Miata
30,460,Grant Walker,TRACK MOD - RWD,1:40.468,Miata
31,531,Evan Weider,CLUB TR - FWD,1:40.857,Civic
32,54,Tim Kainu,STREET GT - RWD,1:41.030,Supra
33,66,Ben Thorn,CLUB TR - FWD,1:41.050,Civic
34,575,Clay Davidson,STREET MODIFIED - RWD,1:41.213,Mustang
35,514,Evan Mclaren,CLUB TR - FWD,1:41.574,Integra
36,21,Teagan Thostenson,STREET - AWD,1:41.587,STi
37,6,Michael Aumick,STREET MODIFIED - AWD,1:42.028,WRX STi
38,470,Eddy Segal,STREET - FWD,1:42.061,Civic Type R
39,38,Ernestas Puzelis,TRACK MOD - RWD,1:42.158,370z
40,773,Keenan Prusank,STREET GT - RWD,1:42.161,Camaro SS 1LE
41,510,Piero Pucci,STREET MODIFIED - AWD,1:42.550,Evolution
42,12,Matthew Koval,CLUB TR - RWD,1:42.736,S2000
43,XX,Chris Smith,STREET MODIFIED - RWD,1:43.247,135i
44,310,Mike Coons,STREET - AWD,1:43.345,WRX STi
45,27,Mario Mirone,CLUB TR - FWD,1:43.437,Civic
46,41,Foster Johnson,CLUB TR - RWD,1:43.715,S2000
47,555,Patrick Daugherty,STREET - FWD,1:44.298,Civic Type R
48,610,Fez Babar,CLUB TR - RWD,1:44.583,GR86
49,736,Cody Smith,STREET MODIFIED - RWD,1:44.871,Cutlass
50,50,Ruben Manrique,STREET GT - RWD,1:44.914,Supra
51,33,Chris Boersma,TRACK MOD - FWD,1:45.076,Civic
52,89,Brandon Hodge,STREET GT - RWD,1:45.283,Supra
53,595,Dustin Williams,TRACK MOD - AWD,1:45.483,R32 GTR
54,869,Kevin Vo,CLUB TR - RWD,1:45.710,FR-S
55,266,Derek Mews,STREET - RWD,1:46.310,370z
56,13,Jerami Bailey,CLUB TR - RWD,1:46.540,FR-S
57,351,Michael Barnes,STREET GT - RWD,1:46.810,Shelby GT350
58,234,Brad Riemann,STREET - AWD,1:47.076,Focus RS
59,88,Austin Goetz,CLUB TR - FWD,1:47.113,Civic
60,142,Juan Johnson,CLUB TR - RWD,1:47.655,S2000
61,519,Malindima Sampa,STREET - RWD,1:48.547,350z
62,91,Chris Rice,STREET GT - RWD,1:48.827,Mustang Shelby GT
63,238,Garrett Gloceri,CLUB TR - RWD,1:49.084,RX-8
64,700,Tom Halka,STREET - AWD,1:49.349,2.5RS
65,95,Darian Taggart,CLUB TR - RWD,1:49.629,S2000
66,886,Chong Lor,CLUB TR - RWD,1:49.881,FR-S
67,194,Mike Callaway,STREET - AWD,1:49.903,Impreza WRX
68,474,Derek Durkee,CLUB TR - FWD,1:49.914,Cooper S
69,444,Brian Smith,STREET MODIFIED - FWD,1:49.939,GTI
70,614,Eric Knerr,CLUB TR - RWD,1:50.438,MX-5
71,96,Sean Heneghan,CLUB TR - FWD,1:50.856,Civic Si
72,230,Team NRB,CLUB TR - FWD,1:51.920,Celica GT
73,440,Taylor Steck,STREET - RWD,1:52.408,350z
74,411,Anthony Novelli,SUNDAE CUP - FWD,1:54.030,Fit
75,826,Jacob Abbott,SUNDAE CUP - FWD,1:54.137,Fit
76,334,James Smith,SUNDAE CUP - FWD,1:54.331,Fit
77,729,Gregg Diehl,CLUB TR - AWD,1:54.959,Impreza
78,129,Matt Williams,SUNDAE CUP - FWD,1:55.339,Fit
79,139,Kevin Head,SUNDAE CUP - FWD,1:55.931,Fit
80,909,Becky Burton,SUNDAE CUP - FWD,1:59.404,2
81,716,Mike Mills,SUNDAE CUP - FWD,2:01.198,Fiesta
82,42,Brandt Vircks,CLUB TR - FWD,2:03.463,Veloster Turbo R Spec
83,801,Daniel Malloy,SUNDAE CUP - FWD,2:07.121,2
84,994,Nathan Brown,STREET - FWD,,GTI
