Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,113,Will Au-Yeung,TRACK MODIFIED - FWD,1:33.125,RSX
2,991,Jimmy Rauck,TRACK MOD - RWD,1:33.493,911 GT2RS
3,150,ASM SuperK,STREET MODIFIED - RWD,1:33.601,S2000
4,314,Michael Puglisi,TRACK MOD - AWD,1:34.655,Evo 9
5,70,Dewey Dewitt,STREET MODIFIED - AWD,1:34.733,Impreza L
6,6,Michael Aumick,STREET MODIFIED - AWD,1:34.935,WRX STi
7,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:35.726,Civic Si
8,14,Kal Fortner,STREET MODIFIED - RWD,1:35.979,GTS
9,106,Jason Kanakry,STREET MODIFIED - RWD,1:36.280,600LT
10,86,Alex Lee,STREET MODIFIED - RWD,1:36.429,Supra
11,776,Dallas Reed,UNLIMITED - RWD,1:36.544,RX-8
12,155,Joe Mielke,STREET - AWD,1:36.553,Impreza WRX STi
13,176,Cody Hunt,STREET GT - RWD,1:36.622,Corvette
14,52,Nicholas Gardner,UNLIMITED - RWD,1:36.723,Mustang GT500
15,350,Steven Luca,STREET GT - RWD,1:36.930,Shelby GT350R
16,377,Tianyi Ma,TRACK MODIFIED - RWD,1:37.091,911 GT3RS
17,7,Tony Barber,STREET - AWD,1:37.263,Impreza WRX
18,63,Luca Barberis,STREET - AWD,1:37.351,Lancer Evolution 9
19,65,Ben Lin,STREET - AWD,1:37.441,Evo 9
20,114,Bronson McNemar,TRACK MOD - RWD,1:37.492,Miata
21,233,Kevin Wesley,UNLIMITED - RWD,1:37.958,Hellcat Redeye
22,34,Andy Voelkel,STREET GT - RWD,1:38.344,Corvette
23,77,Alex Artayet,STREET GT - RWD,1:39.147,M3
24,19,Scott Hollingsworth,STREET MODIFIED - RWD,1:39.209,S2000
25,74,Grant Davidson,CLUB TR - FWD,1:39.656,Integra GSR
26,109,Dana Basinski,CLUB TR - RWD,1:39.816,BRZ
27,12,Andrew Sonnevil,TRACK MOD - RWD,1:39.945,Miata
28,363,Mike Kubiak,STREET GT - RWD,1:40.055,Corvette Z06
29,44,Joel Phillips,TRACK MOD - RWD,1:40.185,Carrera S
