Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,314,Michael Puglisi,TRACK MOD - AWD,1:33.322,Evo 9
2,70,Dewey Dewitt,STREET MODIFIED - AWD,1:34.291,Impreza L
3,6,Michael Aumick,STREET MODIFIED - AWD,1:34.325,WRX STi
4,106,Jason Kanakry,STREET MODIFIED - RWD,1:34.759,600LT
5,174,David Calzada,UNLIMITED - RWD,1:35.655,Miata
6,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:35.931,Civic Si
7,86,Alex Lee,STREET MODIFIED - RWD,1:35.994,Supra
8,65,Ben Lin,STREET - AWD,1:36.388,Evo 9
9,176,Cody Hunt,STREET GT - RWD,1:36.724,Corvette
10,14,Kal Fortner,STREET MODIFIED - RWD,1:36.941,GTS
11,623,Stan Fayngold,STREET - AWD,1:37.250,Evo X
12,335,Christopher Bickford,TRACK MOD - RWD,1:37.352,Camaro
13,776,Dallas Reed,UNLIMITED - RWD,1:37.518,RX-8
14,377,Tianyi Ma,TRACK MODIFIED - RWD,1:37.714,911 GT3RS
15,33,Chris Boersma,TRACK MOD - FWD,1:38.396,Civic
16,114,Bronson McNemar,TRACK MOD - RWD,1:39.116,Miata
17,19,Scott Hollingsworth,STREET MODIFIED - RWD,1:39.302,S2000
18,109,Dana Basinski,CLUB TR - RWD,1:39.507,BRZ
19,206,Dalton Klein,TRACK MOD - RWD,1:39.651,Corvette
20,35,Alex Westergaard,STREET MODIFIED - RWD,1:39.845,S2000
21,77,Alex Artayet,STREET GT - RWD,1:40.049,M3
22,66,Ben Thorn,CLUB TR - FWD,1:40.051,Civic
23,12,Andrew Sonnevil,TRACK MOD - RWD,1:40.151,Miata
24,44,Joel Phillips,TRACK MOD - RWD,1:40.409,Carrera S
25,625,Sammy Bosnian,STREET - RWD,1:40.592,350z Nismo
26,310,Mike Coons,STREET - AWD,1:40.643,WRX STi
27,89,Brandon Hodge,STREET GT - RWD,1:40.828,Supra
28,54,Tim Kainu,STREET GT - RWD,1:40.897,Supra
29,531,Evan Weider,CLUB TR - FWD,1:41.191,Civic
30,50,Ruben Manrique,STREET GT - RWD,1:41.770,Supra
31,38,Ernestas Puzelis,TRACK MOD - RWD,1:42.509,370z
32,21,Teagan Thostenson,STREET - AWD,1:42.585,STi
33,12,Matthew Koval,CLUB TR - RWD,1:42.690,S2000
34,470,Eddy Segal,STREET - FWD,1:42.841,Civic Type R
35,27,Mario Mirone,CLUB TR - FWD,1:42.859,Civic
36,514,Evan Mclaren,CLUB TR - FWD,1:43.058,Integra
37,52,Nicholas Gardner,UNLIMITED - RWD,1:43.466,Mustang GT500
38,555,Patrick Daugherty,STREET - FWD,1:43.510,Civic Type R
39,610,Fez Babar,CLUB TR - RWD,1:43.617,GR86
40,266,Derek Mews,STREET - RWD,1:44.069,370z
41,11,Graham Gaylord,STREET - AWD,1:44.345,Impreza
42,736,Cody Smith,STREET MODIFIED - RWD,1:44.867,Cutlass
43,869,Kevin Vo,CLUB TR - RWD,1:44.954,FR-S
44,234,Brad Riemann,STREET - AWD,1:45.407,Focus RS
45,13,Jerami Bailey,CLUB TR - RWD,1:45.714,FR-S
46,88,Austin Goetz,CLUB TR - FWD,1:45.815,Civic
47,95,Darian Taggart,CLUB TR - RWD,1:45.816,S2000
48,91,Chris Rice,STREET GT - RWD,1:46.016,Mustang Shelby GT
49,238,Garrett Gloceri,CLUB TR - RWD,1:46.220,RX-8
50,700,Tom Halka,STREET - AWD,1:46.725,2.5RS
51,994,Nathan Brown,STREET - FWD,1:46.863,GTI
52,96,Sean Heneghan,CLUB TR - FWD,1:46.973,Civic Si
53,142,Juan Johnson,CLUB TR - RWD,1:47.126,S2000
54,519,Malindima Sampa,STREET - RWD,1:47.967,350z
55,442,Logan Geyer,CLUB TR - RWD,1:48.208,BRZ
