Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,49,Snap Understeer,STREET MODIFIED - AWD,1:56.169,TTRS
2,133,Dan Foley,STREET MODIFIED - AWD,2:00.289,Evo 10
3,7,Joshua Halka,STREET - AWD,2:07.530,Impreza WRX
4,135,Charlie Ensslin,UNLIMITED - AWD,2:09.745,STi
5,330,Vladimir Skirda,STREET - AWD,2:09.764,STi
6,90,Real Jimmy Diggs,STREET GT - RWD,2:10.325,Supra
7,505,Tim Beek,STREET - RWD,2:12.738,Sky Redline
8,14,Kal Fortner,STREET MODIFIED - AWD,2:12.965,S4
9,62,Brian Blaine,TRACK MODIFIED - RWD,2:16.584,Rx7
10,74,Grant Davidson,STREET - FWD,2:16.637,Integra
11,321,Teagan Thostenson,STREET - AWD,2:17.716,STi
12,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,2:19.178,Fit
13,56,Patrick Hardin,STREET - FWD,2:19.300,Civic Si
14,575,Clay Davidson,STREET MODIFIED - RWD,2:19.661,Mustang
15,511,Peter Granberg,STREET MODIFIED - RWD,2:20.458,BRZ
16,211,Troy Videkovich,STREET MODIFIED - AWD,2:21.154,WRX
17,17,Ryan Frew,STREET GT - RWD,2:22.649,Boxster S
18,32,Mullet Racing,TRACK MODIFIED - RWD,2:25.001,Corvette
19,495,Richard Cho,STREET - RWD,2:26.092,370z
20,85,Phiona Lou,STREET - RWD,2:29.659,S2000
21,83,Shane Duncan,STREET - RWD,2:30.776,S2000
22,24,Jacob Elkins,STREET MODIFIED - RWD,2:31.568,BRZ
23,11,Brandon Ham,STREET GT - RWD,2:40.771,911
