Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,133,Dan Foley,STREET MODIFIED - AWD,1:59.592,Evo 10
2,155,Joseph Mielke,STREET - AWD,2:04.150,STI
3,55,Charles Miller,STREET - AWD,2:08.128,Evo IX
4,7,Joshua Halka,STREET - AWD,2:09.023,Impreza WRX
5,49,Snap Understeer,STREET MODIFIED - AWD,2:10.562,TTRS
6,72,Feras Qartoumy,TRACK MODIFIED - RWD,2:11.448,Corvette
7,414,RS Motors,STREET MODIFIED - AWD,2:11.580,Evo IX
8,126,Eric Fleming,TRACK MODIFIED - RWD,2:15.088,Corvette
9,25,Max Schrager,STREET - AWD,2:15.675,STi
10,118,Jason Owens,STREET - FWD,2:16.342,Civic Si
11,66,Ben Thorn,STREET - FWD,2:16.958,Civic
12,63,Luca Barberis,STREET MODIFIED - AWD,2:17.936,Lancer Evolution IX
13,60,Mark Brylo,STREET - AWD,2:18.609,Evo
14,48,Torry Skurski,STREET - RWD,2:19.983,328i
15,222,Kevin Wesley,UNLIMITED - RWD,2:20.216,Challenger Scatpack
16,187,Nick Stentiford,STREET - RWD,2:21.064,Silvia
17,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,2:27.016,Fit
18,84,ASM MS7,TRACK MODIFIED - RWD,2:29.712,M3
19,296,Ryan McGriff,TRACK MODIFIED - RWD,2:34.212,SC400
20,24,Jacob Elkins,STREET MODIFIED - RWD,2:46.314,BRZ
21,19,Scott Hollingsworth,STREET MODIFIED - RWD,,S2000
22,211,Troy Videkovich,STREET MODIFIED - AWD,,WRX
