Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,460,Grant Walker,TRACK MODIFIED - RWD,1:36.785,Miata
2,86,Jackie Ding,STREET MODIFIED - RWD,1:40.398,Supra #TA90
3,70,Dewey DeWitt,STREET MODIFIED - AWD,1:40.823,Boogeyman
4,330,Vladimir Skirda,STREET - AWD,1:41.042,STi
5,233,Wilbur Huang,STREET GT - RWD,1:41.241,M4
6,115,Electron Sport,STREET MODIFIED - RWD,1:41.709,Corvette
7,303,Ryan Dussex,UNLIMITED - AWD,1:42.094,WRX
8,77,Alex Artayet,STREET GT - RWD,1:42.266,M3
9,83,Shane Duncan,STREET - RWD,1:43.392,S2000
10,32,Mullet Racing,TRACK MODIFIED - RWD,1:43.758,Corvette
11,10,Kyoo Lee,STREET - AWD,1:44.028,Lancer Evolution
12,117,Jared Garcia,STREET MODIFIED - RWD,1:44.186,S2000
13,575,Clay Davidson,STREET MODIFIED - RWD,1:44.318,Mustang
14,7,Joshua Halka,STREET - AWD,1:44.338,Impreza WRX
15,49,Snap Understeer,STREET MODIFIED - AWD,1:44.826,TTRS
16,133,Dan Foley,STREET MODIFIED - AWD,1:45.055,Evo 10
17,511,Peter Granberg,STREET MODIFIED - RWD,1:45.101,BRZ
18,17,Ryan Frew,STREET GT - RWD,1:45.149,Boxster S
19,63,Luca Barberis,STREET MODIFIED - AWD,1:45.241,Lancer Evolution IX
20,126,Eric Fleming,TRACK MODIFIED - RWD,1:45.534,Corvette
21,74,Grant Davidson,STREET - FWD,1:45.775,Integra
22,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:46.141,Civic Si
23,135,Charlie Ensslin,UNLIMITED - AWD,1:46.671,STi
24,66,Ben Thorn,STREET - FWD,1:46.761,Civic
25,64,Grant Mullet,STREET GT - RWD,1:46.762,Z06
26,321,Teagan Thostenson,STREET - AWD,1:47.212,STi
27,71,Joel Morrison,TRACK MODIFIED - RWD,1:47.257,S2000
28,85,Phiona Lou,STREET - RWD,1:47.442,S2000
29,155,Joseph Mielke,STREET - AWD,1:47.452,STI
30,187,Nick Stentiford,STREET - RWD,1:48.248,Silvia
31,19,Scott Hollingsworth,STREET MODIFIED - RWD,1:48.383,S2000
32,28,Peter Zhang,STREET MODIFIED - AWD,1:48.802,Impreza WRX
33,56,Patrick Hardin,STREET - FWD,1:49.430,Civic Si
34,118,Jason Owens,STREET - FWD,1:49.487,Civic Si
35,60,Mark Brylo,STREET - AWD,1:49.608,Evo
36,495,Richard Cho,STREET - RWD,1:49.724,370z
37,55,Charles Miller,STREET - AWD,1:50.434,Evo IX
38,52,Nicholas Gardner,TRACK MODIFIED - RWD,1:50.805,Shelby GT500
39,25,Max Schrager,STREET - AWD,1:51.202,STi
40,211,Troy Videkovich,STREET MODIFIED - AWD,1:51.284,WRX
41,505,Tim Beek,STREET - RWD,1:51.835,Sky Redline
42,625,Samel Meseljevic,STREET - RWD,1:52.813,350Z Nismo
43,222,Kevin Wesley,UNLIMITED - RWD,1:52.815,Challenger Scatpack
44,6,Michael Aumick,STREET MODIFIED - AWD,1:53.027,STI
45,31,Bart Goldenbeld,TRACK MODIFIED - RWD,1:53.102,Miata
46,375,Carson Christel,TRACK MODIFIED - FWD,1:53.130,GTI
47,48,Torry Skurski,STREET - RWD,1:54.153,328i
48,123,Chris Bickford,UNLIMITED - RWD,1:54.671,Camaro
49,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:54.842,Fit
50,128,Joshua Hanger,STREET MODIFIED - RWD,1:57.218,RX-7
51,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,1:57.772,Fit
52,333,Darby Barber,STREET MODIFIED - RWD,1:59.113,Miata
53,296,Ryan McGriff,TRACK MODIFIED - RWD,1:59.910,SC400
54,139,Kevin Head,SUNDAE CUP / SPECFIT - FWD,2:00.088,Fit
55,771,Aric Streeter,UNLIMITED - RWD,2:03.815,7
56,440,Taylor Steck,STREET - RWD,2:05.933,350z
57,24,Jacob Elkins,STREET MODIFIED - RWD,3:19.872,BRZ
58,90,Real Jimmy Diggs,STREET GT - RWD,,Supra
59,197,Mechanical Advantage Unlimited,UNLIMITED - AWD,,Sti
