Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,TRACK MODIFIED - RWD,1:26.993,Corvette
2,3,Jeremy Swenson,TRACK MODIFIED - RWD,1:28.163,Corvette
3,126,Eric Fleming,TRACK MODIFIED - RWD,1:29.068,Corvette
4,84,ASM MS7,TRACK MODIFIED - RWD,1:30.897,M3
5,414,RS Motors,STREET MODIFIED - AWD,1:31.444,Evo IX
6,86,Jackie Ding,STREET MODIFIED - RWD,1:32.008,Supra #TA90
7,71,Joel Morrison,TRACK MODIFIED - RWD,1:32.477,S2000
8,70,Dewey DeWitt,STREET MODIFIED - AWD,1:34.795,Boogeyman
9,6,Michael Aumick,STREET MODIFIED - AWD,1:35.192,STI
10,123,Chris Bickford,UNLIMITED - RWD,1:35.755,Camaro
11,49,Snap Understeer,STREET MODIFIED - AWD,1:36.142,TTRS
12,7,Joshua Halka,STREET - AWD,1:37.238,Impreza WRX
13,128,Joshua Hanger,STREET MODIFIED - RWD,1:37.380,RX-7
14,32,Mullet Racing,TRACK MODIFIED - RWD,1:37.590,Corvette
15,62,Brian Blaine,TRACK MODIFIED - RWD,1:37.680,Rx7
16,87,Team Twitch,STREET - RWD,1:37.839,M3
17,55,Charles Miller,STREET - AWD,1:38.062,Evo IX
18,333,Darby Barber,STREET MODIFIED - RWD,1:38.178,Miata
19,52,Nicholas Gardner,TRACK MODIFIED - RWD,1:38.372,Shelby GT500
20,330,Vladimir Skirda,STREET - AWD,1:38.498,STi
21,35,Alex Westergaard,STREET MODIFIED - RWD,1:38.586,S2000
22,460,Grant Walker,TRACK MODIFIED - RWD,1:38.650,Miata
23,63,Luca Barberis,STREET MODIFIED - AWD,1:38.699,Lancer Evolution IX
24,155,Joseph Mielke,STREET - AWD,1:38.868,STI
25,771,Aric Streeter,UNLIMITED - RWD,1:39.082,7
26,233,Wilbur Huang,STREET GT - RWD,1:39.448,M4
27,77,Alex Artayet,STREET GT - RWD,1:39.682,M3
28,66,Ben Thorn,STREET - FWD,1:39.817,Civic
29,79,Nicholas Kohrs,STREET MODIFIED - FWD,1:39.852,Civic Si
30,625,Samel Meseljevic,STREET - RWD,1:39.860,350Z Nismo
31,10,Kyoo Lee,STREET - AWD,1:40.201,Lancer Evolution
32,135,Charlie Ensslin,UNLIMITED - AWD,1:40.355,STi
33,511,Peter Granberg,STREET MODIFIED - RWD,1:40.801,BRZ
34,90,Real Jimmy Diggs,STREET GT - RWD,1:41.123,Supra
35,495,Richard Cho,STREET - RWD,1:41.536,370z
36,64,Grant Mullet,STREET GT - RWD,1:41.903,Z06
37,74,Grant Davidson,STREET - FWD,1:42.540,Integra
38,187,Nick Stentiford,STREET - RWD,1:42.565,Silvia
39,83,Shane Duncan,STREET - RWD,1:42.577,S2000
40,575,Clay Davidson,STREET MODIFIED - RWD,1:42.664,Mustang
41,31,Bart Goldenbeld,TRACK MODIFIED - RWD,1:43.117,Miata
42,17,Ryan Frew,STREET GT - RWD,1:43.386,Boxster S
43,321,Teagan Thostenson,STREET - AWD,1:44.031,STi
44,85,Phiona Lou,STREET - RWD,1:44.406,S2000
45,25,Max Schrager,STREET - AWD,1:45.338,STi
46,312,Mikey Singhaseni,STREET - FWD,1:45.563,TSX
47,211,Troy Videkovich,STREET MODIFIED - AWD,1:45.848,WRX
48,512,Savanna Little,STREET MODIFIED - RWD,1:45.908,Skyline
49,19,Scott Hollingsworth,STREET MODIFIED - RWD,1:47.364,S2000
50,375,Carson Christel,TRACK MODIFIED - FWD,1:47.372,GTI
51,11,Brandon Ham,STREET GT - RWD,1:48.167,911
52,505,Tim Beek,STREET - RWD,1:48.861,Sky Redline
53,56,Patrick Hardin,STREET - FWD,1:49.556,Civic Si
54,323,Michael Peters,STREET MODIFIED - RWD,1:50.538,S2000
55,48,Torry Skurski,STREET - RWD,1:51.839,328i
56,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:53.985,Fit
57,296,Ryan McGriff,TRACK MODIFIED - RWD,1:54.769,SC400
58,440,Taylor Steck,STREET - RWD,1:55.023,350z
59,139,Kevin Head,SUNDAE CUP / SPECFIT - FWD,1:56.275,Fit
60,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,1:56.369,Fit
61,651,Charlie Moua,STREET - FWD,4:35.139,Civic
62,24,Jacob Elkins,STREET MODIFIED - RWD,,BRZ
63,133,Dan Foley,STREET MODIFIED - AWD,,Evo 10
