Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,2:04.939,M3
2,283,Jess Moeding,TRACK MODIFIED - RWD,2:05.919,Corvette
3,86,Jackie Ding,STREET - RWD,2:10.585,S2000
4,61,Anthony Cuthbert,STREET - FWD,2:11.610,Type R
5,88,Mark Brylo,STREET MODIFIED - AWD,2:13.088,Lancer Evo
6,17,Robert Dice,UNLIMITED - RWD,2:14.077,240sx
7,70,Eric DeWitt,STREET - AWD,2:14.673,STI
8,23,Shawn Krebsbach,STREET MODIFIED - AWD,2:15.790,Lancer evolution 9
9,233,Jordan Bryant,UNLIMITED - AWD,2:21.244,STI
10,46,Nikolai Delov,STREET MODIFIED - RWD,2:22.320,M3-C
11,48,Torry Skurski,TRACK MODIFIED - FWD,2:25.801,Juke
12,52,Billy Ball,TRACK MODIFIED - RWD,2:28.227,Evo RS
13,288,Kevin Bus,TRACK MODIFIED - FWD,2:30.952,CRX
14,317,Nishanth Samala,STREET - RWD,2:33.140,BRZ
15,621,Troy Mass,STREET - RWD,2:33.273,BRZ
16,33,Brayden Connolly,STREET MODIFIED - RWD,2:35.069,X1/9
17,27,Noah Lucads,STREET MODIFIED - FWD,2:35.513,Civic
18,34,austin hertel,STREET - RWD,2:37.081,370z
19,74,Chris Neuman,STREET - RWD,2:38.175,M3
20,111,Julian Mancuso,STREET - RWD,2:48.706,FRS
