Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,1,Solo Motorsports,TRACK MODIFIED - AWD,1:51.230,Evo
2,80,Martin Wojteczko,UNLIMITED - RWD,1:59.503,Mustang GT4
3,71,Keith Owen,STREET MODIFIED - AWD,1:59.833,Legacy GT
4,969,Shane Mitchell,STREET MODIFIED - AWD,2:02.330,Evolution
5,283,Jess Moeding,TRACK MODIFIED - RWD,2:03.094,Corvette
6,55,Charles Miller,STREET - AWD,2:03.717,Evo IX
7,169,Angel Roman,STREET MODIFIED - AWD,2:06.630,WRX STI
8,14,Ivan Adamiec,TRACK MODIFIED - AWD,2:07.011,400p
9,666,Trentyn Meister,TRACK MODIFIED - FWD,2:07.546,Civic
10,12,Andrew Sonnevil,STREET MODIFIED - RWD,2:07.736,Miata
11,5,Luke McGrew,STREET - AWD,2:07.991,Sti
12,17,Robert Dice,UNLIMITED - RWD,2:08.681,240sx
13,61,Anthony Cuthbert,STREET - FWD,2:10.342,Type R
14,129,Matt Williams,SPEC FIT / ECO CUP - FWD,2:12.530,Fit
15,46,Nikolai Delov,STREET MODIFIED - RWD,2:14.365,M3-C
16,70,Eric DeWitt,STREET - AWD,2:14.636,STI
17,51,Joshua Orr,STREET - RWD,2:14.809,corvette
18,23,Shawn Krebsbach,STREET MODIFIED - AWD,2:15.029,Lancer evolution 9
19,24,Les Epps,STREET - FWD,2:15.821,Teggy
20,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,2:18.830,M3
21,48,Torry Skurski,TRACK MODIFIED - FWD,2:19.301,Juke
22,88,Mark Brylo,STREET MODIFIED - AWD,2:19.544,Lancer Evo
23,43,Brian Barnhill,TRACK MODIFIED - RWD,2:19.669,RX7
24,33,Brayden Connolly,STREET MODIFIED - RWD,2:19.985,X1/9
25,34,austin hertel,STREET - RWD,2:20.307,370z
26,42,Blake cameron,STREET - AWD,2:21.581,Sti
27,64,Wei Bui,STREET - RWD,2:22.216,Cayman S
28,32,Mark Bucheit,STREET - AWD,2:22.535,Skyline
29,460,Grant Walker,UNLIMITED - RWD,2:23.605,Miata
30,288,Kevin Bus,TRACK MODIFIED - FWD,2:24.285,CRX
31,52,Billy Ball,TRACK MODIFIED - RWD,2:26.175,Evo RS
32,11,Graham Gaylord,STREET MODIFIED - RWD,2:27.363,135i
33,151,David McCallister,TRACK MODIFIED - AWD,2:29.669,Evo IX
34,717,Scott Hollingsworth,UNLIMITED - RWD,2:30.603,S2000
35,111,Julian Mancuso,STREET - RWD,2:32.576,FRS
36,999,Ruben Lopez,STREET - RWD,2:34.193,S2000
37,621,Troy Mass,STREET - RWD,2:35.427,BRZ
38,317,Nishanth Samala,STREET - RWD,2:38.145,BRZ
39,41,James Houghton,UNLIMITED - FWD,,Integra
40,77,Jamie Pace,STREET - RWD,,350 Z
