Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,41,James Houghton,UNLIMITED - FWD,2:10.098,Integra
2,13,William Au-Yeung,UNLIMITED - FWD,2:10.646,RSX
3,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,2:12.553,M3
4,5,Luke McGrew,STREET - AWD,2:14.704,Sti
5,1,Solo Motorsports,TRACK MODIFIED - AWD,2:16.646,Evo
6,80,Martin Wojteczko,UNLIMITED - RWD,2:19.817,Mustang GT4
7,61,Anthony Cuthbert,STREET - FWD,2:25.539,Type R
8,17,Robert Dice,UNLIMITED - RWD,2:27.371,240sx
9,88,Mark Brylo,STREET MODIFIED - AWD,2:29.647,Lancer Evo
10,666,Trentyn Meister,TRACK MODIFIED - FWD,2:29.812,Civic
11,2,Kevin Wesley,UNLIMITED - RWD,2:29.942,Giulia Quadrifoglio
12,134,Tony Fuentes,STREET MODIFIED - RWD,2:31.002,M3
13,197,Kendall Samuel,UNLIMITED - AWD,2:31.538,Impreza
14,42,Blake cameron,STREET - AWD,2:31.952,Sti
15,50,Nathan Chambers,STREET - AWD,2:32.336,e92
16,129,Matt Williams,SPEC FIT / ECO CUP - FWD,2:32.626,Fit
17,288,Kevin Bus,TRACK MODIFIED - FWD,2:32.937,CRX
18,34,austin hertel,STREET - RWD,2:34.673,370z
19,6,micheal aumick,STREET MODIFIED - AWD,2:37.602,STI
20,64,Wei Bui,STREET - RWD,2:38.973,Cayman S
21,52,Billy Ball,TRACK MODIFIED - RWD,2:40.586,Evo RS
22,24,Les Epps,STREET - FWD,2:41.250,Teggy
23,169,Angel Roman,STREET MODIFIED - AWD,2:42.090,WRX STI
24,969,Shane Mitchell,STREET MODIFIED - AWD,2:42.524,Evolution
25,48,Torry Skurski,TRACK MODIFIED - FWD,2:43.141,Juke
26,94,Brandon Johnson,STREET - RWD,2:43.636,350Z
27,31,Chris Neal,STREET MODIFIED - RWD,2:44.841,Corvette
28,460,Grant Walker,UNLIMITED - RWD,2:45.124,Miata
29,717,Scott Hollingsworth,UNLIMITED - RWD,2:45.146,S2000
30,23,Shawn Krebsbach,STREET MODIFIED - AWD,2:45.715,Lancer evolution 9
31,27,Noah Lucads,STREET MODIFIED - FWD,2:46.181,Civic
32,916,Savanna Little,TRACK MODIFIED - RWD,2:47.738,350z
33,75,Jeremy Butts,STREET - RWD,2:48.026,SS
34,233,Jordan Bryant,UNLIMITED - AWD,2:49.309,STI
35,111,Julian Mancuso,STREET - RWD,2:54.668,FRS
36,18,Nicholas Chambers,STREET - RWD,2:54.821,Mustang GT
37,151,David McCallister,TRACK MODIFIED - AWD,2:55.438,Evo IX
38,283,Jess Moeding,TRACK MODIFIED - RWD,2:57.457,Corvette
39,621,Troy Mass,STREET - RWD,3:00.057,BRZ
40,314,Michael Puglisi,TRACK MODIFIED - AWD,3:07.432,Evolution
