Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,80,Martin Wojteczko,UNLIMITED - RWD,1:37.575,Mustang GT4
2,1,Solo Motorsports,TRACK MODIFIED - AWD,1:39.359,Evo
3,51,Joshua Orr,STREET - RWD,1:42.886,corvette
4,122,Brad/Matt Yonkers/DeReus,STREET MODIFIED - RWD,1:43.118,M3
5,13,William Au-Yeung,UNLIMITED - FWD,1:43.814,RSX
6,134,Tony Fuentes,STREET MODIFIED - RWD,1:43.905,M3
7,140,Dustin Rogers,TRACK MODIFIED - AWD,1:44.271,Evo X
8,34,austin hertel,STREET - RWD,1:44.401,370z
9,61,Anthony Cuthbert,STREET - FWD,1:44.566,Type R
10,23,Shawn Krebsbach,STREET MODIFIED - AWD,1:44.709,Lancer evolution 9
11,123,Christopher Bickford,STREET MODIFIED - AWD,1:44.851,Evolution X GSR
12,75,Jeremy Butts,STREET - RWD,1:46.386,SS
13,12,Andrew Sonnevil,STREET MODIFIED - RWD,1:46.669,Miata
14,71,Keith Owen,STREET MODIFIED - AWD,1:47.230,Legacy GT
15,969,Shane Mitchell,STREET MODIFIED - AWD,1:47.632,Evolution
16,70,Eric DeWitt,STREET - AWD,1:48.290,STI
17,5,Luke McGrew,STREET - AWD,1:48.703,Sti
18,666,Trentyn Meister,TRACK MODIFIED - FWD,1:48.930,Civic
19,169,Angel Roman,STREET MODIFIED - AWD,1:49.025,WRX STI
20,81,Benjamin Marouski,STREET MODIFIED - FWD,1:50.196,Cooper S
21,52,Billy Ball,TRACK MODIFIED - RWD,1:50.882,Evo RS
22,88,Mark Brylo,STREET MODIFIED - AWD,1:50.990,Lancer Evo
23,11,Graham Gaylord,STREET MODIFIED - RWD,1:51.703,135i
24,64,Wei Bui,STREET - RWD,1:53.035,Cayman S
25,288,Kevin Bus,TRACK MODIFIED - FWD,1:53.277,CRX
26,14,Ivan Adamiec,TRACK MODIFIED - AWD,1:53.986,400p
27,48,Torry Skurski,TRACK MODIFIED - FWD,1:54.140,Juke
28,314,Michael Puglisi,TRACK MODIFIED - AWD,1:54.202,Evolution
29,621,Troy Mass,STREET - RWD,1:55.651,BRZ
30,6,micheal aumick,STREET MODIFIED - AWD,1:57.083,STI
31,129,Matt Williams,SPEC FIT / ECO CUP - FWD,1:57.235,Fit
32,24,Les Epps,STREET - FWD,1:58.854,Teggy
33,717,Scott Hollingsworth,UNLIMITED - RWD,1:59.413,S2000
34,317,Nishanth Samala,STREET - RWD,1:59.623,BRZ
35,56,Neil Hancock,STREET - AWD,2:00.219,WRX
36,460,Grant Walker,UNLIMITED - RWD,2:01.001,Miata
37,95,Fiona Lou,STREET - RWD,2:01.090,M3
38,3,Ron Spear,STREET - RWD,2:01.569,Mustang GT
39,50,Nathan Chambers,STREET - AWD,2:01.920,e92
40,916,Savanna Little,TRACK MODIFIED - RWD,2:02.710,350z
41,43,Brian Barnhill,TRACK MODIFIED - RWD,2:03.023,RX7
42,18,Nicholas Chambers,STREET - RWD,2:05.839,Mustang GT
43,94,Brandon Johnson,STREET - RWD,2:06.577,350Z
44,111,Julian Mancuso,STREET - RWD,2:06.778,FRS
45,32,Mark Bucheit,STREET - AWD,2:09.563,Skyline
46,154,Jordan Nichols,STREET - RWD,2:16.729,Boxster
