Q3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,6,RICHARD BOAKE,UNLIMITED - AWD,1:04.391,SUBARU
2,199,Andy Smedegard,UNLIMITED - AWD,1:05.985,Mitsubishi
3,41,James Houghton,UNLIMITED - FWD,1:07.113,Acura
4,42,James Houghton,UNLIMITED - AWD,1:07.678,Mitsubishi
5,33,Eric Fleming,TRACK MODIFIED - RWD,1:09.480,Chevrolet
6,22,Jason Harding,TRACK MODIFIED - RWD,1:10.238,Chevrolet
7,21,Shawn Krebsbach,STREET MODIFIED - AWD,1:10.428,Mitsubishi
8,150,Alexander Moss,STREET MODIFIED - RWD,1:10.540,Honda
9,921,Aaron Byram,UNLIMITED - AWD,1:10.756,Subaru
10,0,Michael Puglisi,TRACK MODIFIED - AWD,1:10.775,Mitsubishi
11,66,Chris Boersma,TRACK MODIFIED - FWD,1:10.880,Honda
12,13,Andrew Stittle,TRACK MODIFIED - FWD,1:11.051,Suzuki
13,30,David Calzada,UNLIMITED - RWD,1:11.082,Mazda
14,107,Eric Dewitt,STREET MODIFIED - AWD,1:11.497,Subaru
15,24,Tyler Pappas,UNLIMITED - RWD,1:11.873,BMW
16,460,Grant Walker,UNLIMITED - RWD,1:12.288,Mazda
17,45,Dan Kroll,UNLIMITED - AWD,1:12.335,Subaru
18,1,Jeremy Boysen,STREET MODIFIED - RWD,1:12.339,Porsche
19,412,Sally McNulty,STREET MODIFIED - AWD,1:12.802,Subaru
20,2,Jonathan Finstrom,UNLIMITED - AWD,1:13.333,Subaru
21,70,Bob Meyer,UNLIMITED - RWD,1:13.382,Cheverolet
22,100,Shilun Wu,STREET MODIFIED - RWD,1:13.515,Ford
23,777,Joshua and Thomas Halka,STREET - AWD,1:13.535,Subaru
24,34,Austin Hertel,STREET - RWD,1:13.807,Nissan
25,88,Fiona Lou,STREET MODIFIED - RWD,1:13.873,Honda
26,74,Chris Neuman,STREET - RWD,1:13.874,BMW
27,52,James Houghton,STREET - FWD,1:14.209,Honda
28,200,Andy Smedegard,STREET - RWD,1:14.435,Honda
29,15,Mongha Molitor,TRACK MODIFIED - AWD,1:14.436,Subaru
30,62,Brian Blaine,TRACK MODIFIED - RWD,1:14.480,Mazda
31,759,Darby Barber,STREET MODIFIED - RWD,1:14.587,Mazda
32,113,Will Au-yeung,UNLIMITED - FWD,1:14.660,Acura
33,14,Ronnie Soliman,TRACK MODIFIED - AWD,1:15.755,Mitsubishi
34,555,Joe Mielke,STREET - AWD,1:16.006,Subaru
35,150,Anthony Leclerc,STREET - RWD,1:16.282,Alfa Romeo
36,625,Sam Bosnian,STREET - RWD,1:16.639,Nissan
37,666,Chris Kennealy,STREET - AWD,1:17.041,Ford
38,98,Brian McNamara,TRACK MODIFIED - RWD,1:17.677,Mazda
39,101,Jason Owens,STREET - FWD,1:18.099,Honda
40,7,Armin von Czarnowski,STREET - RWD,1:18.333,mazda
41,87,Johnny Rose,STREET - RWD,1:18.846,Mazda
42,55,Matt Christie,STREET - RWD,1:18.860,Ford
43,135,Chris Smith,STREET - RWD,1:22.096,BMW
44,440,Taylor Steck,STREET - RWD,1:27.104,Nissan
45,4,Ceso Bagay,STREET MODIFIED - AWD,1:40.298,Mitsubishi
47,,,,,
48,,,,,
49,,,,,
50,,,,,
51,,,,,
