Q2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,6,RICHARD BOAKE,UNLIMITED - AWD,1:03.259,STI
2,41,James Houghton,UNLIMITED - FWD,1:04.080,Integra
3,199,Andy Smedegard,UNLIMITED - AWD,1:05.274,Evo
4,42,James Houghton,UNLIMITED - AWD,1:07.439,Lancer Evolution
5,33,Eric Fleming,TRACK MODIFIED - RWD,1:09.507,Corvette
6,921,Aaron Byram,UNLIMITED - AWD,1:09.714,WRX STI
7,66,Chris Boersma,TRACK MODIFIED - FWD,1:09.827,Civic
8,22,Jason Harding,TRACK MODIFIED - RWD,1:10.221,Corvette
9,30,David Calzada,UNLIMITED - RWD,1:11.857,Miata
10,0,Michael Puglisi,TRACK MODIFIED - AWD,1:12.014,Evo
11,13,Andrew Stittle,TRACK MODIFIED - FWD,1:12.066,Swift
12,1,Jeremy Boysen,STREET MODIFIED - RWD,1:12.981,GT4
13,412,Sally McNulty,STREET MODIFIED - AWD,1:13.226,STi
14,70,Bob Meyer,UNLIMITED - RWD,1:13.250,Corvette
15,100,Shilun Wu,STREET MODIFIED - RWD,1:13.297,Mustang
16,50,Michael Aumick,STREET MODIFIED - AWD,1:13.516,Sti
17,34,Austin Hertel,STREET - RWD,1:13.692,370z
18,88,Fiona Lou,STREET MODIFIED - RWD,1:13.948,S2000
19,14,Ronnie Soliman,TRACK MODIFIED - AWD,1:13.978,Evo
20,74,Chris Neuman,STREET - RWD,1:14.611,M3
21,52,James Houghton,STREET - FWD,1:14.762,Civic
22,777,Joshua and Thomas Halka,STREET - AWD,1:14.957,Impreza WRX
23,15,Mongha Molitor,TRACK MODIFIED - AWD,1:15.120,Ipreza
24,759,Darby Barber,STREET MODIFIED - RWD,1:15.445,Miata
25,62,Brian Blaine,TRACK MODIFIED - RWD,1:15.449,RX7
26,150,Alexander Moss,STREET MODIFIED - RWD,1:16.179,S2000
27,555,Joe Mielke,STREET - AWD,1:17.233,Impreza WRX STi
28,666,Chris Kennealy,STREET - AWD,1:17.690,Focus RS
29,101,Jason Owens,STREET - FWD,1:17.738,Civic Type R
30,135,Chris Smith,STREET - RWD,1:23.710,1M
31,32,Simone Eid,STREET - RWD,1:24.701,Miata
32,4,Ceso Bagay,STREET MODIFIED - AWD,1:26.569,EVO
