Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MOD - RWD,1:38.176,Supra #TA90
2,459,Brad Perkins,UNLIMITED - RWD,1:38.354,M3
3,302,Dan Ropar,UNLIMITED - RWD,1:42.127,Corvette
4,28,Peter Zhang,STREET MOD - AWD,1:42.172,Impreza WRX
5,7,Joshua Halka,STREET - AWD,1:43.376,Impreza WRX
6,70,Dewey DeWitt,STREET MOD - AWD,1:43.799,Impreza L (Boogeyman)
7,63,Luca Barberis,STREET MOD - AWD,1:45.184,Lancer Evolution 9
8,511,Peter Granberg,STREET MOD - RWD,1:46.284,BRZ
9,55,Charles Miller,STREET - AWD,1:46.340,Evo 9
10,437,Cory Ross,TRACK MOD - RWD,1:46.418,M3
11,207,Adam Wood,STREET - AWD,1:46.605,Impreza
12,191,Andy Hollis,STREET - FWD,1:46.609,CRX
13,900,Ian Creps,STREET - FWD,1:47.453,Type R
14,737,Alex Lundeen,STREET - FWD,1:47.544,Mazdaspeed3
15,10,Kyoo Lee,STREET - AWD,1:47.858,Evo
16,255,Ryan Seiler,CLUB TR - RWD,1:47.859,S2000
17,700,Tom Halka,STREET - AWD,1:48.417,2.5 RS
18,9,Drew Turner,CLUB TR - RWD,1:49.033,S2000
19,299,John Hunter,STREET - RWD,1:49.145,Miata
20,717,Drew Cleaver,TRACK MOD - AWD,1:49.291,Model 3 performance
21,527,Jackson Jensen,CLUB TR - RWD,1:50.556,S2000
22,809,Team MVP,CLUB TR - RWD,1:51.187,FRS
23,736,Cody Smith,STREET MOD - RWD,1:51.392,Cutlass
24,310,Mike Coons,STREET - AWD,1:52.250,Impreza WRX STI
25,540,Douglas Hills,TRACK MOD - FWD,1:52.812,Civic
26,234,Brad Riemann,STREET - AWD,1:53.055,Focus RS
27,46,Nehru Cheddie,TRACK MOD - RWD,1:53.770,M3
28,629,Jiaqi Li,STREET GT - RWD,1:54.255,Julia
29,424,Michael Norman,STREET - AWD,1:54.373,STI Hatchback
30,48,Torry Skurski,STREET - RWD,1:59.002,328i
31,129,Matt Williams,SUNDAE CUP - FWD,1:59.724,Fit
32,139,Team Brap,SUNDAE CUP - FWD,1:59.932,Fit
33,411,Hard Times Racing,SUNDAE CUP - FWD,2:02.331,Fit
34,926,James Morgan,SUNDAE CUP - FWD,2:04.432,Fit
35,702,IR Racing,SUNDAE CUP - FWD,2:04.733,Fit
36,594,Rory Lonergan,SUNDAE CUP - FWD,2:05.708,Fit
37,600,Dalton Klein,SUNDAE CUP - FWD,2:08.983,Fit
38,6,Michael Aumick,STREET MOD - AWD,7:22.189,Sti
39,,,,,
40,,,,,
