Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,459,Brad Perkins,UNLIMITED - RWD,1:40.220,M3
2,690,Dan Gordon,UNLIMITED - RWD,1:40.885,ZR1
3,150,Alex Moss,STREET MOD - RWD,1:41.275,S2000
4,6,Michael Aumick,STREET MOD - AWD,1:43.119,Sti
5,7,Joshua Halka,STREET - AWD,1:44.812,Impreza WRX
6,302,Dan Ropar,UNLIMITED - RWD,1:45.049,Corvette
7,28,Peter Zhang,STREET MOD - AWD,1:45.227,Impreza WRX
8,437,Cory Ross,TRACK MOD - RWD,1:47.030,M3
9,70,Dewey DeWitt,STREET MOD - AWD,1:47.079,Impreza L (Boogeyman)
10,191,Andy Hollis,STREET - FWD,1:47.779,CRX
11,511,Peter Granberg,STREET MOD - RWD,1:48.087,BRZ
12,255,Ryan Seiler,CLUB TR - RWD,1:48.304,S2000
13,700,Tom Halka,STREET - AWD,1:48.689,2.5 RS
14,63,Luca Barberis,STREET MOD - AWD,1:49.038,Lancer Evolution 9
15,55,Charles Miller,STREET - AWD,1:49.198,Evo 9
16,900,Ian Creps,STREET - FWD,1:49.567,Type R
17,14,Kal Fortner,STREET MOD - AWD,1:49.764,S4
18,207,Adam Wood,STREET - AWD,1:49.865,Impreza
19,737,Alex Lundeen,STREET - FWD,1:49.980,Mazdaspeed3
20,9,Drew Turner,CLUB TR - RWD,1:50.944,S2000
21,10,Kyoo Lee,STREET - AWD,1:50.957,Evo
22,510,Piero Pucci,STREET MOD - AWD,1:51.124,Evolution 8
23,299,John Hunter,STREET - RWD,1:51.460,Miata
24,527,Jackson Jensen,CLUB TR - RWD,1:52.200,S2000
25,717,Drew Cleaver,TRACK MOD - AWD,1:52.330,Model 3 performance
26,809,Team MVP,CLUB TR - RWD,1:52.738,FRS
27,310,Mike Coons,STREET - AWD,1:53.893,Impreza WRX STI
28,629,Jiaqi Li,STREET GT - RWD,1:55.402,Julia
29,234,Brad Riemann,STREET - AWD,1:55.448,Focus RS
30,540,Douglas Hills,TRACK MOD - FWD,1:55.476,Civic
31,736,Cody Smith,STREET MOD - RWD,1:56.308,Cutlass
32,21,Austin Covey,STREET MOD - RWD,1:56.912,Corvette
33,46,Nehru Cheddie,TRACK MOD - RWD,1:57.059,M3
34,22,Luke Records,STREET - RWD,1:57.596,Solstice GXP
35,48,Torry Skurski,STREET - RWD,2:01.856,328i
36,139,Team Brap,SUNDAE CUP - FWD,2:02.531,Fit
37,930,Paul Nixon,STREET - RWD,2:03.379,350Z
38,411,Hard Times Racing,SUNDAE CUP - FWD,2:04.913,Fit
39,702,IR Racing,SUNDAE CUP - FWD,2:06.572,Fit
40,594,Rory Lonergan,SUNDAE CUP - FWD,2:09.203,Fit
41,600,Dalton Klein,SUNDAE CUP - FWD,2:12.538,Fit
