Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,459,Brad Perkins,UNLIMITED - RWD,1:39.035,M3
2,86,Jackie Ding,STREET MOD - RWD,1:39.928,Supra #TA90
3,690,Dan Gordon,UNLIMITED - RWD,1:40.955,ZR1
4,150,Alex Moss,STREET MOD - RWD,1:41.675,S2000
5,318,Nick Anderson,SUPER UNLIMITED - RWD,1:42.788,Viper Competiton Coupe
6,6,Michael Aumick,STREET MOD - AWD,1:43.008,Sti
7,7,Joshua Halka,STREET - AWD,1:44.443,Impreza WRX
8,302,Dan Ropar,UNLIMITED - RWD,1:44.886,Corvette
9,437,Cory Ross,TRACK MOD - RWD,1:46.060,M3
10,28,Peter Zhang,STREET MOD - AWD,1:46.520,Impreza WRX
11,63,Luca Barberis,STREET MOD - AWD,1:47.785,Lancer Evolution 9
12,109,Dana Basinski,CLUB TR - RWD,1:48.160,Brz
13,191,Andy Hollis,STREET - FWD,1:48.201,CRX
14,255,Ryan Seiler,CLUB TR - RWD,1:48.761,S2000
15,207,Adam Wood,STREET - AWD,1:49.507,Impreza
16,900,Ian Creps,STREET - FWD,1:49.649,Type R
17,511,Peter Granberg,STREET MOD - RWD,1:50.007,BRZ
18,163,Duston Nixon,TRACK MOD - RWD,1:50.216,Camaro
19,10,Kyoo Lee,STREET - AWD,1:50.473,Evo
20,9,Drew Turner,CLUB TR - RWD,1:51.047,S2000
21,700,Tom Halka,STREET - AWD,1:51.065,2.5 RS
22,737,Alex Lundeen,STREET - FWD,1:51.519,Mazdaspeed3
23,299,John Hunter,STREET - RWD,1:52.153,Miata
24,14,Kal Fortner,STREET MOD - AWD,1:52.637,S4
25,736,Cody Smith,STREET MOD - RWD,1:53.358,Cutlass
26,310,Mike Coons,STREET - AWD,1:53.629,Impreza WRX STI
27,527,Jackson Jensen,CLUB TR - RWD,1:54.979,S2000
28,540,Douglas Hills,TRACK MOD - FWD,1:55.158,Civic
29,424,Michael Norman,STREET - AWD,1:55.801,STI Hatchback
30,22,Luke Records,STREET - RWD,1:56.224,Solstice GXP
31,234,Brad Riemann,STREET - AWD,1:56.295,Focus RS
32,21,Austin Covey,STREET MOD - RWD,1:56.816,Corvette
33,46,Nehru Cheddie,TRACK MOD - RWD,1:57.120,M3
34,930,Paul Nixon,STREET - RWD,2:01.802,350Z
35,48,Torry Skurski,STREET - RWD,2:03.045,328i
36,129,Matt Williams,SUNDAE CUP - FWD,2:03.643,Fit
37,139,Team Brap,SUNDAE CUP - FWD,2:04.781,Fit
38,411,Hard Times Racing,SUNDAE CUP - FWD,2:04.800,Fit
39,809,Team MVP,CLUB TR - RWD,2:05.483,FRS
40,702,IR Racing,SUNDAE CUP - FWD,2:10.323,Fit
41,594,Rory Lonergan,SUNDAE CUP - FWD,2:12.201,Fit
42,600,Dalton Klein,SUNDAE CUP - FWD,2:14.553,Fit
