Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MOD - RWD,1:39.365,Supra #TA90
2,459,Brad Perkins,UNLIMITED - RWD,1:39.946,M3
3,6,Michael Aumick,STREET MOD - AWD,1:41.365,Sti
4,690,Dan Gordon,UNLIMITED - RWD,1:41.710,ZR1
5,70,Dewey DeWitt,STREET MOD - AWD,1:42.741,Impreza L (Boogeyman)
6,7,Joshua Halka,STREET - AWD,1:44.018,Impreza WRX
7,28,Peter Zhang,STREET MOD - AWD,1:44.214,Impreza WRX
8,437,Cory Ross,TRACK MOD - RWD,1:44.237,M3
9,63,Luca Barberis,STREET MOD - AWD,1:44.962,Lancer Evolution 9
10,318,Nick Anderson,SUPER UNLIMITED - RWD,1:44.992,Viper Competiton Coupe
11,302,Dan Ropar,UNLIMITED - RWD,1:45.148,Corvette
12,191,Andy Hollis,STREET - FWD,1:46.552,CRX
13,109,Dana Basinski,CLUB TR - RWD,1:47.146,Brz
14,511,Peter Granberg,STREET MOD - RWD,1:47.412,BRZ
15,255,Ryan Seiler,CLUB TR - RWD,1:47.434,S2000
16,207,Adam Wood,STREET - AWD,1:47.489,Impreza
17,55,Charles Miller,STREET - AWD,1:47.559,Evo 9
18,700,Tom Halka,STREET - AWD,1:47.995,2.5 RS
19,10,Kyoo Lee,STREET - AWD,1:48.511,Evo
20,737,Alex Lundeen,STREET - FWD,1:48.850,Mazdaspeed3
21,900,Ian Creps,STREET - FWD,1:49.483,Type R
22,299,John Hunter,STREET - RWD,1:49.522,Miata
23,9,Drew Turner,CLUB TR - RWD,1:49.758,S2000
24,310,Mike Coons,STREET - AWD,1:49.879,Impreza WRX STI
25,717,Drew Cleaver,TRACK MOD - AWD,1:50.240,Model 3 performance
26,527,Jackson Jensen,CLUB TR - RWD,1:50.600,S2000
27,736,Cody Smith,STREET MOD - RWD,1:51.748,Cutlass
28,234,Brad Riemann,STREET - AWD,1:52.826,Focus RS
29,22,Luke Records,STREET - RWD,1:53.002,Solstice GXP
30,540,Douglas Hills,TRACK MOD - FWD,1:54.427,Civic
31,21,Austin Covey,STREET MOD - RWD,1:54.491,Corvette
32,46,Nehru Cheddie,TRACK MOD - RWD,1:54.987,M3
33,809,Team MVP,CLUB TR - RWD,1:57.559,FRS
34,424,Michael Norman,STREET - AWD,1:57.830,STI Hatchback
35,129,Matt Williams,SUNDAE CUP - FWD,1:59.832,Fit
36,48,Torry Skurski,STREET - RWD,2:00.395,328i
37,68,Daniel Montanez,CLUB TR - RWD,2:00.550,BRZ
38,139,Team Brap,SUNDAE CUP - FWD,2:01.770,Fit
39,930,Paul Nixon,STREET - RWD,2:01.793,350Z
40,411,Hard Times Racing,SUNDAE CUP - FWD,2:02.005,Fit
41,702,IR Racing,SUNDAE CUP - FWD,2:04.930,Fit
42,926,James Morgan,SUNDAE CUP - FWD,2:05.289,Fit
43,594,Rory Lonergan,SUNDAE CUP - FWD,2:07.160,Fit
44,600,Dalton Klein,SUNDAE CUP - FWD,2:09.649,Fit
45,510,Piero Pucci,STREET MOD - AWD,,Evolution 8
46,14,Kal Fortner,STREET MOD - AWD,,S4
