Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
23,700,Tom Halka,STREET - AWD,1:54.264,2.5 RS
37,48,Torry Skurski,STREET - RWD,2:03.053,328i
40,930,Paul Nixon,STREET - RWD,2:05.927,350Z
13,109,Dana Basinski,CLUB TR - RWD,1:49.787,Brz
19,511,Peter Granberg,STREET MOD - RWD,1:51.867,BRZ
26,163,Duston Nixon,TRACK MOD - RWD,1:54.989,Camaro
35,540,Douglas Hills,TRACK MOD - FWD,2:01.107,Civic
33,21,Austin Covey,STREET MOD - RWD,2:00.766,Corvette
6,302,Dan Ropar,UNLIMITED - RWD,1:45.472,Corvette
20,191,Andy Hollis,STREET - FWD,1:52.391,CRX
27,736,Cody Smith,STREET MOD - RWD,1:55.505,Cutlass
17,10,Kyoo Lee,STREET - AWD,1:51.720,Evo
12,55,Charles Miller,STREET - AWD,1:49.695,Evo 9
16,510,Piero Pucci,STREET MOD - AWD,1:51.508,Evolution 8
36,129,Matt Williams,SUNDAE CUP - FWD,2:02.679,Fit
38,139,Team Brap,SUNDAE CUP - FWD,2:03.336,Fit
39,411,Hard Times Racing,SUNDAE CUP - FWD,2:05.707,Fit
41,594,Rory Lonergan,SUNDAE CUP - FWD,2:15.237,Fit
42,702,IR Racing,SUNDAE CUP - FWD,2:15.399,Fit
43,600,Dalton Klein,SUNDAE CUP - FWD,2:15.799,Fit
32,234,Brad Riemann,STREET - AWD,1:59.972,Focus RS
25,809,Team MVP,CLUB TR - RWD,1:54.714,FRS
18,207,Adam Wood,STREET - AWD,1:51.739,Impreza
7,7,Joshua Halka,STREET - AWD,1:46.958,Impreza WRX
8,28,Peter Zhang,STREET MOD - AWD,1:48.443,Impreza WRX
31,310,Mike Coons,STREET - AWD,1:58.608,Impreza WRX STI
11,63,Luca Barberis,STREET MOD - AWD,1:49.552,Lancer Evolution 9
9,437,Cory Ross,TRACK MOD - RWD,1:48.867,M3
29,46,Nehru Cheddie,TRACK MOD - RWD,1:56.947,M3
1,459,Brad Perkins,UNLIMITED - RWD,1:39.902,M3
24,737,Alex Lundeen,STREET - FWD,1:54.518,Mazdaspeed3
14,255,Ryan Seiler,CLUB TR - RWD,1:50.006,S2000
15,9,Drew Turner,CLUB TR - RWD,1:51.132,S2000
30,527,Jackson Jensen,CLUB TR - RWD,1:57.477,S2000
10,150,Alex Moss,STREET MOD - RWD,1:48.800***,S2000
21,14,Kal Fortner,STREET MOD - AWD,1:53.513,S4
28,22,Luke Records,STREET - RWD,1:55.710,Solstice GXP
5,6,Michael Aumick,STREET MOD - AWD,1:45.427,Sti
34,424,Michael Norman,STREET - AWD,2:00.896,STI Hatchback
2,86,Jackie Ding,STREET MOD - RWD,1:42.073,Supra #TA90
22,900,Ian Creps,STREET - FWD,1:53.596,Type R
3,318,Nick Anderson,SUPER UNLIMITED - RWD,1:43.153,Viper Competiton Coupe
4,690,Dan Gordon,UNLIMITED - RWD,1:43.26,ZR1
