Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,338,Ernestas Puzelis,UNLIMITED - RWD,2:12.733,Corvette
2,86,Jimmy Diggs,TRACK MOD - RWD,2:15.952,Supra
3,27,Brad Perkins,UNLIMITED - RWD,2:18.234,M3
4,131,Sterling Cole,SUPER UNLIMITED - RWD,2:20.418,RX7
5,52,Nicholas Gardner,UNLIMITED - RWD,2:20.810,SHELBY GT500
6,174,David Calzada,UNLIMITED - RWD,2:21.498,Miata
7,121,Ryan Mathews,STREET MOD - RWD,2:21.507,Corvette
8,171,Andrius Bertulis,UNLIMITED - RWD,2:23.261,RCF
9,14,Kal Fortner,STREET MOD - RWD,2:24.008,AMG GT S
10,437,Cory Ross,TRACK MOD - RWD,2:26.163,M3
11,480,Ravi Tomerlin,TRACK MOD - FWD,2:26.279,Civic
12,63,Luca Barberis,STREET - AWD,2:26.447,LANCER
13,570,Kyle Magnuson,STREET GT - RWD,2:26.841,718 CAYMAN
14,82,Jaime Santos,STREET MOD - RWD,2:27.602,135I
15,206,Dalton Klein,TRACK MOD - RWD,2:28.071,Corvette
16,426,Alex Roy,TRACK MOD - RWD,2:28.506,M3
17,55,Charles Miller,STREET - AWD,2:28.758,LANCER
18,17,Peter Zhang,STREET GT - RWD,2:31.953,M3
19,77,Jason Kanakry,TRACK MOD - RWD,2:32.488,720S
20,511,Peter Granberg,CLUB TR - RWD,2:33.743,BRZ
21,226,Jerry Liu,STREET GT - RWD,2:36.413,Cayman
22,515,Jared Garcia,CLUB TR - RWD,2:43.659,S2000
23,46,Nehru Cheddie,CLUB TR - AWD,2:51.893,GR COROLLA
24,336,James Clay,STREET MOD - RWD,9:19.796,M4
25,79,Nick Kohrs,STREET MOD - FWD,,CIVIC
