Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,338,Ernestas Puzelis,UNLIMITED - RWD,2:14.546,Corvette
2,257,Mike Dusold,UNLIMITED - RWD,2:15.911,Camaro
3,77,Jason Kanakry,TRACK MOD - RWD,2:19.174,720S
4,52,Nicholas Gardner,UNLIMITED - RWD,2:20.734,SHELBY GT500
5,131,Sterling Cole,SUPER UNLIMITED - RWD,2:21.891,RX7
6,121,Ryan Mathews,STREET MOD - RWD,2:22.188,Corvette
7,336,James Clay,STREET MOD - RWD,2:23.148,M4
8,174,David Calzada,UNLIMITED - RWD,2:24.812,Miata
9,171,Andrius Bertulis,UNLIMITED - RWD,2:24.849,RCF
10,570,Kyle Magnuson,STREET GT - RWD,2:28.123,718 CAYMAN
11,314,Michael Puglisi,TRACK MOD - AWD,2:29.616,LANCER
12,480,Ravi Tomerlin,TRACK MOD - FWD,2:30.346,Civic
13,437,Cory Ross,TRACK MOD - RWD,2:30.642,M3
14,82,Jaime Santos,STREET MOD - RWD,2:30.895,135I
15,55,Charles Miller,STREET - AWD,2:30.945,LANCER
16,625,Sam Bosnian,STREET - RWD,2:31.144,350Z
17,226,Jerry Liu,STREET GT - RWD,2:31.615,Cayman
18,206,Dalton Klein,TRACK MOD - RWD,2:32.359,Corvette
19,63,Luca Barberis,STREET - AWD,2:32.467,LANCER
20,511,Peter Granberg,CLUB TR - RWD,2:38.130,BRZ
21,515,Jared Garcia,CLUB TR - RWD,2:42.305,S2000
22,736,Cody Smith,STREET MOD - RWD,2:45.180,CUTLASS
23,46,Nehru Cheddie,CLUB TR - AWD,2:54.549,GR COROLLA
24,14,Kal Fortner,STREET MOD - RWD,5:47.528,AMG GT S
25,426,Alex Roy,TRACK MOD - RWD,,M3
